niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.5268e+05,-1.5269e+05,-2.4969e-03,-1.5269e+05,1.2922e-01,6.6871e+00,inf,3.8594e-01,-9.1919e-01,-1.3225e+00,5.9460e+00,5.8338e-01,2.9478e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.5230e+05,-1.5230e+05,-4.9938e-03,-1.5230e+05,1.2924e-01,6.6896e+00,1.3963e+05,9.6987e-01,-9.8858e-01,-6.5549e-01,5.9927e+00,3.2434e+00,2.9121e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.5222e+05,-1.5223e+05,-7.4906e-03,-1.5223e+05,1.2926e-01,6.6921e+00,1.3924e+05,1.5568e+00,-3.8559e-01,-1.9914e+00,5.8620e+00,2.4605e+00,2.9026e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.5207e+05,-1.5208e+05,-9.9875e-03,-1.5208e+05,1.2929e-01,6.6946e+00,1.3917e+05,2.1355e+00,-9.8598e-01,-6.4903e-01,5.9317e+00,2.2719e+00,2.9339e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.5180e+05,-1.5181e+05,-1.2484e-02,-1.5181e+05,1.2931e-01,6.6971e+00,1.3902e+05,2.5510e+00,3.8747e-01,-1.2063e+00,5.9136e+00,2.2343e+00,2.9026e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.5143e+05,-1.5144e+05,-1.4981e-02,-1.5144e+05,1.2934e-01,6.6996e+00,1.3875e+05,3.1295e+00,-7.0184e-01,-1.3341e+00,5.7743e+00,2.7186e+00,2.9326e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.5127e+05,-1.5127e+05,-1.7478e-02,-1.5127e+05,1.2936e-01,6.7021e+00,1.3838e+05,3.7464e+00,-7.6710e-01,-1.4585e+00,5.8652e+00,6.0762e-01,3.0091e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.5102e+05,-1.5103e+05,-1.9975e-02,-1.5103e+05,1.2939e-01,6.7046e+00,1.3821e+05,4.3479e+00,2.6910e-01,-1.7251e+00,5.7389e+00,5.0424e-01,2.9507e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.5100e+05,-1.5101e+05,-2.2472e-02,-1.5101e+05,1.2941e-01,6.7071e+00,1.3797e+05,4.9412e+00,-9.4103e-01,-1.3523e+00,5.5628e+00,1.7471e+00,2.9354e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.5094e+05,-1.5094e+05,-2.4969e-02,-1.5094e+05,1.2943e-01,6.7096e+00,1.3795e+05,5.5712e+00,-8.5281e-01,-1.3427e+00,5.8425e+00,2.6222e-01,3.0243e+01
