niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
2.0000e+01,1.0000e+00,4.7506e+00,-1.3733e+05,-1.3734e+05,-4.9938e-02,-1.3734e+05,1.2967e-01,6.7345e+00,1.3407e+05,1.1717e+01,-3.6660e-01,-5.5921e-01,4.5703e-01,3.7185e+00,3.7348e+00,3.6053e+00,5.6205e+00,2.9589e+01
2.1000e+01,1.0000e+00,4.9763e+00,-1.3732e+05,-1.3733e+05,-5.2434e-02,-1.3733e+05,1.2968e-01,6.7351e+00,1.3397e+05,1.2213e+01,-9.4275e-01,-1.5514e+00,4.3014e-01,2.4323e+00,5.7000e-01,5.0611e+00,2.8127e+00,2.8550e+01
2.2000e+01,1.0000e+00,5.2009e+00,-1.3731e+05,-1.3732e+05,-5.4931e-02,-1.3732e+05,1.2971e-01,6.7386e+00,1.3396e+05,1.2877e+01,-8.6043e-01,-1.2291e+00,-2.6725e-01,1.8667e+00,1.5702e+00,1.4249e+00,5.4083e+00,2.9496e+01
2.3000e+01,1.0000e+00,5.4245e+00,-1.3727e+05,-1.3728e+05,-5.7428e-02,-1.3728e+05,1.2975e-01,6.7420e+00,1.3395e+05,1.3554e+01,-3.7174e-01,-1.1661e+00,4.8486e-01,6.6565e-01,2.4545e+00,3.1547e+00,5.4561e+00,2.9393e+01
2.4000e+01,2.0000e+00,5.6338e+00,-1.3722e+05,-1.3723e+05,-5.9925e-02,-1.3723e+05,1.2977e-01,6.7445e+00,1.3391e+05,1.4578e+01,4.0289e-01,-7.8436e-01,-3.0355e-01,2.2949e+00,4.0762e+00,5.2523e+00,2.1274e+00,2.9270e+01
2.5000e+01,2.0000e+00,5.8411e+00,-1.3721e+05,-1.3722e+05,-6.2422e-02,-1.3722e+05,1.2979e-01,6.7470e+00,1.3386e+05,1.5691e+01,3.6627e-01,-9.6179e-01,-8.8515e-01,3.2800e+00,1.9419e+00,5.1292e+00,3.7894e+00,2.8501e+01
2.6000e+01,1.0000e+00,6.0606e+00,-1.3696e+05,-1.3697e+05,-6.4919e-02,-1.3697e+05,1.2982e-01,6.7495e+00,1.3385e+05,1.6177e+01,-2.9425e-01,-1.6991e+00,-2.2265e-01,6.5581e-01,1.8791e+00,5.0299e+00,3.5913e+00,2.8713e+01
2.7000e+01,1.0000e+00,6.2791e+00,-1.3682e+05,-1.3683e+05,-6.7416e-02,-1.3683e+05,1.2984e-01,6.7520e+00,1.3360e+05,1.6831e+01,2.6437e-01,-1.0077e+00,1.4122e+00,3.8970e+00,3.1270e+00,2.2448e+00,5.5312e+00,2.9048e+01
2.8000e+01,1.0000e+00,6.4965e+00,-1.3661e+05,-1.3661e+05,-6.9913e-02,-1.3661e+05,1.2987e-01,6.7545e+00,1.3346e+05,1.7522e+01,1.3353e-01,-6.0185e-01,4.4870e-01,1.1334e+00,1.9499e+00,4.6937e+00,5.4618e+00,2.9709e+01
2.9000e+01,1.0000e+00,6.7130e+00,-1.3640e+05,-1.3641e+05,-7.2410e-02,-1.3641e+05,1.2989e-01,6.7570e+00,1.3324e+05,1.8190e+01,-8.5578e-01,-7.7099e-01,1.4615e+00,3.0802e+00,7.7065e-01,5.2709e+00,5.3886e+00,3.0522e+01
3.0000e+01,1.0000e+00,6.9284e+00,-1.3621e+05,-1.3622e+05,-7.4906e-02,-1.3622e+05,1.2991e-01,6.7595e+00,1.3303e+05,1.8900e+01,-8.9826e-01,-1.8475e+00,1.4099e+00,7.5392e-01,3.9814e+00,5.3710e+00,4.9921e+00,3.0901e+01
3.1000e+01,1.0000e+00,7.1429e+00,-1.3604e+05,-1.3604e+05,-7.7403e-02,-1.3604e+05,1.2994e-01,6.7620e+00,1.3285e+05,1.9406e+01,-2.1045e-01,-1.9739e+00,6.1262e-01,3.0175e-01,4.4112e+00,5.1809e+00,4.8658e+00,3.0561e+01
3.2000e+01,1.0000e+00,7.3563e+00,-1.3598e+05,-1.3598e+05,-7.9900e-02,-1.3598e+05,1.2996e-01,6.7645e+00,1.3267e+05,2.0094e+01,-2.5804e-01,-7.0726e-01,1.3217e+00,3.7332e+00,4.3288e+00,4.5171e+00,5.4394e+00,2.9843e+01
3.3000e+01,1.0000e+00,7.5688e+00,-1.3591e+05,-1.3592e+05,-8.2397e-02,-1.3592e+05,1.2999e-01,6.7670e+00,1.3261e+05,2.0592e+01,-8.4949e-01,-1.0955e+00,5.3563e-01,1.2869e+00,3.9311e+00,5.3738e+00,4.4315e+00,3.0901e+01
3.4000e+01,1.0000e+00,7.7803e+00,-1.3580e+05,-1.3581e+05,-8.4894e-02,-1.3581e+05,1.3001e-01,6.7695e+00,1.3255e+05,2.1090e+01,-8.7284e-01,-1.5005e+00,1.8568e+00,5.1540e-01,2.6720e+00,2.4751e+00,5.7552e+00,3.0671e+01
3.5000e+01,1.0000e+00,7.9909e+00,-1.3566e+05,-1.3567e+05,-8.7391e-02,-1.3567e+05,1.3003e-01,6.7720e+00,1.3244e+05,2.1606e+01,-8.9396e-01,-1.7636e+00,-4.1069e-01,1.0802e+00,2.6089e+00,4.4759e+00,5.3786e+00,3.0550e+01
3.6000e+01,2.0000e+00,8.1818e+00,-1.3559e+05,-1.3560e+05,-8.9888e-02,-1.3560e+05,1.3006e-01,6.7745e+00,1.3230e+05,2.2810e+01,-6.9246e-01,-1.6479e+00,1.3310e+00,2.4595e+00,4.3927e+00,2.0882e+00,5.0571e+00,2.8621e+01
3.7000e+01,1.0000e+00,8.3900e+00,-1.3548e+05,-1.3548e+05,-9.2385e-02,-1.3548e+05,1.3008e-01,6.7770e+00,1.3223e+05,2.3302e+01,-4.9411e-02,-1.3425e+00,-4.4663e-01,2.2193e+00,2.5750e+00,5.1886e+00,3.7787e+00,3.0010e+01
3.8000e+01,1.0000e+00,8.5973e+00,-1.3542e+05,-1.3542e+05,-9.4881e-02,-1.3542e+05,1.3011e-01,6.7795e+00,1.3211e+05,2.4021e+01,-4.9341e-01,-5.0630e-01,7.9138e-01,3.1893e+00,3.2758e+00,5.2256e+00,4.7169e+00,2.9981e+01
3.9000e+01,2.0000e+00,8.7838e+00,-1.3538e+05,-1.3539e+05,-9.7378e-02,-1.3539e+05,1.3013e-01,6.7820e+00,1.3205e+05,2.5216e+01,-2.0914e-01,-1.7035e+00,-3.9408e-01,1.9496e+00,4.4229e+00,2.9589e+00,4.7133e+00,2.8704e+01
4.0000e+01,1.0000e+00,8.9888e+00,-1.3534e+05,-1.3535e+05,-9.9875e-02,-1.3535e+05,1.3015e-01,6.7845e+00,1.3202e+05,2.5772e+01,-8.9726e-01,-1.2969e+00,3.6084e-01,2.7646e-01,1.0054e+00,5.0338e+00,5.3449e+00,3.1135e+01
4.1000e+01,1.0000e+00,9.1928e+00,-1.3522e+05,-1.3523e+05,-1.0237e-01,-1.3523e+05,1.3018e-01,6.7870e+00,1.3198e+05,2.6446e+01,-7.4482e-01,-9.2243e-01,2.4223e+00,4.6289e-01,4.3583e+00,4.3998e+00,5.5239e+00,2.8151e+01
4.2000e+01,1.0000e+00,9.3960e+00,-1.3516e+05,-1.3516e+05,-1.0487e-01,-1.3516e+05,1.3020e-01,6.7895e+00,1.3186e+05,2.7117e+01,-9.4816e-01,-1.9023e+00,1.2588e+00,1.0217e+00,2.3789e+00,2.6374e+00,5.3464e+00,2.9628e+01
4.3000e+01,1.0000e+00,9.5982e+00,-1.3513e+05,-1.3514e+05,-1.0737e-01,-1.3514e+05,1.3023e-01,6.7920e+00,1.3179e+05,2.7774e+01,-9.3285e-01,-1.8307e+00,6.9525e-01,2.2995e-01,3.7271e+00,4.8474e+00,2.3817e+00,2.8773e+01
4.4000e+01,1.0000e+00,9.7996e+00,-1.3512e+05,-1.3512e+05,-1.0986e-01,-1.3512e+05,1.3025e-01,6.7945e+00,1.3177e+05,2.8265e+01,-4.2835e-01,-1.7102e+00,2.9066e-01,2.4543e+00,2.6118e+00,5.0641e+00,4.6982e+00,3.0145e+01
4.5000e+01,1.0000e+00,1.0000e+01,-1.3506e+05,-1.3506e+05,-1.1236e-01,-1.3506e+05,1.3027e-01,6.7970e+00,1.3175e+05,2.8931e+01,-6.6678e-01,-1.5617e+00,1.0043e+00,3.4519e+00,4.2982e+00,5.2101e+00,5.3727e+00,3.1619e+01
4.6000e+01,1.0000e+00,1.0200e+01,-1.3502e+05,-1.3503e+05,-1.1486e-01,-1.3503e+05,1.3030e-01,6.7995e+00,1.3169e+05,2.9430e+01,-1.8702e-01,-5.8344e-01,2.3612e-01,3.3542e-01,4.2517e+00,4.8111e+00,1.9614e+00,2.8472e+01
4.7000e+01,1.0000e+00,1.0398e+01,-1.3501e+05,-1.3501e+05,-1.1735e-01,-1.3501e+05,1.3032e-01,6.8018e+00,1.3166e+05,2.9914e+01,-6.7716e-01,-1.9724e+00,2.3950e+00,3.9047e-01,1.4704e+00,5.3528e+00,5.1687e+00,2.8980e+01
4.8000e+01,1.0000e+00,1.0596e+01,-1.3500e+05,-1.3500e+05,-1.1985e-01,-1.3500e+05,1.3031e-01,6.8012e+00,1.3164e+05,3.0573e+01,-5.9823e-01,-1.5645e+00,-4.8374e-02,2.1630e+00,1.4372e+00,5.2011e+00,3.6081e+00,3.0520e+01
4.9000e+01,1.0000e+00,1.0793e+01,-1.3488e+05,-1.3489e+05,-1.2235e-01,-1.3489e+05,1.3037e-01,6.8070e+00,1.3163e+05,3.1240e+01,-4.5851e-01,-5.6739e-01,-5.3628e-01,1.0370e+00,3.6986e+00,5.2456e+00,2.2269e+00,3.0334e+01
5.0000e+01,1.0000e+00,1.0989e+01,-1.3472e+05,-1.3473e+05,-1.2484e-01,-1.3473e+05,1.3039e-01,6.8095e+00,1.3152e+05,3.1944e+01,4.4668e-01,-1.9745e+00,1.6494e+00,5.0741e-01,1.0834e+00,3.9812e+00,5.7838e+00,3.0779e+01
5.1000e+01,1.0000e+00,1.1184e+01,-1.3461e+05,-1.3462e+05,-1.2734e-01,-1.3462e+05,1.3042e-01,6.8120e+00,1.3136e+05,3.2574e+01,-5.7611e-01,-1.5600e+00,-5.5270e-01,3.5184e+00,2.2672e+00,3.9864e+00,5.0944e+00,2.9132e+01
5.2000e+01,1.0000e+00,1.1379e+01,-1.3451e+05,-1.3451e+05,-1.2984e-01,-1.3451e+05,1.3044e-01,6.8144e+00,1.3125e+05,3.3050e+01,-4.0902e-01,-1.3151e+00,1.6182e+00,1.8492e+00,3.5828e+00,4.7670e+00,5.1204e+00,2.8792e+01
5.3000e+01,1.0000e+00,1.1572e+01,-1.3447e+05,-1.3448e+05,-1.3233e-01,-1.3448e+05,1.3046e-01,6.8169e+00,1.3114e+05,3.3508e+01,-8.0872e-01,-1.8307e+00,1.8647e+00,9.0315e-01,4.0684e+00,2.6970e+00,5.3534e+00,2.8946e+01
5.4000e+01,1.0000e+00,1.1765e+01,-1.3447e+05,-1.3447e+05,-1.3483e-01,-1.3447e+05,1.3040e-01,6.8106e+00,1.3111e+05,3.4156e+01,3.6856e-01,-1.6811e+00,2.3169e-01,9.9224e-01,4.0356e+00,4.6727e+00,2.9038e+00,2.8828e+01
5.5000e+01,1.0000e+00,1.1957e+01,-1.3439e+05,-1.3439e+05,-1.3733e-01,-1.3439e+05,1.3051e-01,6.8219e+00,1.3110e+05,3.4646e+01,8.9370e-02,-9.9017e-01,-9.0333e-01,1.3804e+00,3.4667e+00,4.8456e+00,5.6741e+00,3.1518e+01
5.6000e+01,1.0000e+00,1.2148e+01,-1.3437e+05,-1.3438e+05,-1.3983e-01,-1.3438e+05,1.3054e-01,6.8243e+00,1.3102e+05,3.5145e+01,3.7248e-01,-1.5271e+00,4.7003e-01,5.5684e-01,2.2725e+00,5.1683e+00,4.3921e+00,3.0325e+01
5.7000e+01,1.0000e+00,1.2338e+01,-1.3433e+05,-1.3434e+05,-1.4232e-01,-1.3434e+05,1.3056e-01,6.8269e+00,1.3101e+05,3.5626e+01,1.8765e-01,-1.1502e+00,2.2528e+00,3.8454e+00,4.3230e+00,5.1817e+00,4.0644e+00,2.8370e+01
5.8000e+01,1.0000e+00,1.2527e+01,-1.3432e+05,-1.3433e+05,-1.4482e-01,-1.3433e+05,1.3049e-01,6.8199e+00,1.3097e+05,3.6103e+01,-8.3615e-01,-9.2861e-01,6.5663e-01,3.8329e+00,3.9087e+00,2.9438e+00,5.3974e+00,3.0698e+01
5.9000e+01,1.0000e+00,1.2716e+01,-1.3427e+05,-1.3428e+05,-1.4732e-01,-1.3428e+05,1.3061e-01,6.8319e+00,1.3096e+05,3.6756e+01,3.5319e-01,-1.6452e+00,-5.4258e-01,1.2172e+00,3.8572e+00,4.7121e+00,3.2398e+00,2.8960e+01
6.0000e+01,2.0000e+00,1.2876e+01,-1.3425e+05,-1.3426e+05,-1.4981e-01,-1.3426e+05,1.3063e-01,6.8344e+00,1.3091e+05,3.8072e+01,-2.5257e-01,-1.3933e+00,-6.4809e-01,2.8255e-01,4.3714e+00,5.2845e+00,3.8767e+00,3.1260e+01
6.1000e+01,1.0000e+00,1.3062e+01,-1.3423e+05,-1.3424e+05,-1.5231e-01,-1.3424e+05,1.3066e-01,6.8369e+00,1.3089e+05,3.8546e+01,-8.5410e-01,-1.5486e+00,-8.1585e-01,2.2784e+00,3.3598e+00,4.3860e+00,4.6496e+00,2.8453e+01
6.2000e+01,1.0000e+00,1.3248e+01,-1.3418e+05,-1.3418e+05,-1.5481e-01,-1.3418e+05,1.3068e-01,6.8394e+00,1.3087e+05,3.9199e+01,1.9689e-01,-1.5446e+00,5.3706e-01,1.7428e+00,5.4425e-01,3.8531e+00,5.0754e+00,2.8937e+01
6.3000e+01,2.0000e+00,1.3404e+01,-1.3417e+05,-1.3418e+05,-1.5730e-01,-1.3418e+05,1.3042e-01,6.8120e+00,1.3081e+05,4.0168e+01,-5.5524e-01,-1.4716e+00,1.1554e+00,8.9630e-01,1.1150e+00,2.8768e+00,5.3370e+00,2.9998e+01
6.4000e+01,2.0000e+00,1.3559e+01,-1.3414e+05,-1.3414e+05,-1.5980e-01,-1.3414e+05,1.3073e-01,6.8444e+00,1.3081e+05,4.1452e+01,3.5114e-02,-9.5549e-01,6.0951e-01,2.9553e+00,2.2394e+00,1.7812e+00,5.3918e+00,3.0120e+01
6.5000e+01,1.0000e+00,1.3742e+01,-1.3413e+05,-1.3413e+05,-1.6230e-01,-1.3413e+05,1.3074e-01,6.8460e+00,1.3077e+05,4.2093e+01,3.9971e-01,-1.0229e+00,5.3189e-01,3.1006e+00,1.7295e+00,3.6553e+00,5.3337e+00,2.9745e+01
6.6000e+01,1.0000e+00,1.3924e+01,-1.3406e+05,-1.3406e+05,-1.6479e-01,-1.3406e+05,1.3078e-01,6.8494e+00,1.3076e+05,4.2584e+01,-9.8740e-01,-1.2927e+00,2.3528e+00,3.6384e+00,1.3879e+00,5.3467e+00,1.8812e+00,2.9341e+01
6.7000e+01,1.0000e+00,1.4105e+01,-1.3401e+05,-1.3402e+05,-1.6729e-01,-1.3402e+05,1.3080e-01,6.8519e+00,1.3069e+05,4.3222e+01,-8.4682e-01,-6.3678e-01,-4.6087e-01,3.5759e+00,5.0392e-01,2.0771e+00,5.2138e+00,2.9241e+01
6.8000e+01,1.0000e+00,1.4286e+01,-1.3397e+05,-1.3397e+05,-1.6979e-01,-1.3397e+05,1.3082e-01,6.8544e+00,1.3065e+05,4.3880e+01,-1.6083e-01,-1.8590e+00,2.1049e+00,1.9893e+00,1.2227e+00,3.9691e+00,5.5897e+00,2.8792e+01
6.9000e+01,1.0000e+00,1.4465e+01,-1.3397e+05,-1.3397e+05,-1.7228e-01,-1.3397e+05,1.2623e-01,6.3817e+00,1.3060e+05,4.4352e+01,-3.3039e-01,-1.5398e+00,-9.8778e-01,1.1198e+00,1.5333e+00,1.5298e+00,5.0734e+00,2.9335e+01
7.0000e+01,2.0000e+00,1.4614e+01,-1.3392e+05,-1.3393e+05,-1.7478e-01,-1.3393e+05,1.3087e-01,6.8594e+00,1.3060e+05,4.5500e+01,-8.9987e-02,-7.6676e-01,1.4549e+00,4.1735e-01,1.6056e+00,5.3299e+00,3.5844e+00,3.0297e+01
7.1000e+01,1.0000e+00,1.4792e+01,-1.3377e+05,-1.3377e+05,-1.7728e-01,-1.3377e+05,1.3089e-01,6.8619e+00,1.3056e+05,4.5973e+01,2.1523e-01,-1.7880e+00,-7.3227e-01,1.3759e+00,4.3373e+00,4.1498e+00,1.9478e+00,2.8851e+01
7.2000e+01,1.0000e+00,1.4969e+01,-1.3376e+05,-1.3376e+05,-1.7978e-01,-1.3376e+05,1.3089e-01,6.8610e+00,1.3040e+05,4.6600e+01,-4.4002e-01,-7.5697e-01,-6.9596e-01,2.0167e-01,2.4857e+00,5.1166e+00,2.4531e+00,3.0278e+01
7.3000e+01,1.0000e+00,1.5145e+01,-1.3366e+05,-1.3367e+05,-1.8227e-01,-1.3367e+05,1.3094e-01,6.8669e+00,1.3039e+05,4.7224e+01,-5.4978e-01,-1.3074e+00,9.2548e-01,2.2883e+00,3.9407e+00,4.7118e+00,4.9715e+00,3.0194e+01
7.4000e+01,1.0000e+00,1.5321e+01,-1.3364e+05,-1.3365e+05,-1.8477e-01,-1.3365e+05,1.3097e-01,6.8694e+00,1.3030e+05,4.7703e+01,3.8053e-01,-7.0845e-01,-3.5063e-01,2.4990e+00,7.9805e-01,4.7192e+00,4.5502e+00,2.8761e+01
7.5000e+01,1.0000e+00,1.5496e+01,-1.3361e+05,-1.3361e+05,-1.8727e-01,-1.3361e+05,1.3099e-01,6.8719e+00,1.3028e+05,4.8351e+01,-7.9822e-02,-8.9860e-01,1.2086e+00,3.0465e+00,4.4083e+00,4.5397e+00,4.3146e+00,2.8633e+01
7.6000e+01,1.0000e+00,1.5670e+01,-1.3360e+05,-1.3361e+05,-1.8976e-01,-1.3361e+05,1.3018e-01,6.7869e+00,1.3024e+05,4.8994e+01,3.9829e-02,-5.6094e-01,5.6369e-01,5.2859e-02,2.7237e+00,1.7053e+00,5.6219e+00,3.0946e+01
7.7000e+01,1.0000e+00,1.5844e+01,-1.3360e+05,-1.3360e+05,-1.9226e-01,-1.3360e+05,1.3084e-01,6.8562e+00,1.3024e+05,4.9638e+01,-6.0478e-01,-1.7039e+00,-4.7456e-01,1.0239e+00,7.9773e-01,2.1659e+00,5.6473e+00,3.1879e+01
7.8000e+01,2.0000e+00,1.5984e+01,-1.3346e+05,-1.3347e+05,-1.9476e-01,-1.3347e+05,1.3106e-01,6.8794e+00,1.3023e+05,5.0782e+01,-5.0706e-01,-1.1222e+00,-8.7952e-01,3.7223e+00,4.0431e+00,4.9086e+00,3.2777e+00,3.0230e+01
7.9000e+01,1.0000e+00,1.6155e+01,-1.3346e+05,-1.3347e+05,-1.9725e-01,-1.3347e+05,1.2019e-01,5.7856e+00,1.3010e+05,5.1401e+01,1.1065e-01,-1.1536e+00,1.9265e+00,1.7672e+00,1.0848e+00,5.3667e+00,5.4160e+00,3.1215e+01
8.0000e+01,1.0000e+00,1.6327e+01,-1.3342e+05,-1.3343e+05,-1.9975e-01,-1.3343e+05,1.3111e-01,6.8844e+00,1.3009e+05,5.2070e+01,3.8252e-01,-1.1271e+00,1.8275e+00,2.4143e+00,3.4990e+00,5.0690e+00,4.8160e+00,2.8832e+01
8.1000e+01,1.0000e+00,1.6497e+01,-1.3338e+05,-1.3339e+05,-2.0225e-01,-1.3339e+05,1.3113e-01,6.8869e+00,1.3006e+05,5.2714e+01,2.6797e-01,-1.7667e+00,-3.7790e-01,1.6900e-01,4.3301e+00,3.5762e+00,3.1372e+00,2.8537e+01
8.2000e+01,1.0000e+00,1.6667e+01,-1.3337e+05,-1.3338e+05,-2.0474e-01,-1.3338e+05,1.3113e-01,6.8870e+00,1.3001e+05,5.3198e+01,-6.3271e-01,-1.0040e+00,8.6796e-01,8.5429e-02,9.0569e-01,4.9644e+00,5.4256e+00,3.1661e+01
8.3000e+01,1.0000e+00,1.6836e+01,-1.3334e+05,-1.3334e+05,-2.0724e-01,-1.3334e+05,1.3118e-01,6.8919e+00,1.3001e+05,5.3829e+01,-3.2989e-01,-1.3773e+00,8.6464e-01,3.8789e+00,1.9558e+00,1.4326e+00,5.5448e+00,3.1493e+01
8.4000e+01,1.0000e+00,1.7004e+01,-1.3316e+05,-1.3316e+05,-2.0974e-01,-1.3316e+05,1.3120e-01,6.8943e+00,1.2997e+05,5.4498e+01,4.5809e-01,-1.5884e+00,-3.0712e-01,8.0523e-01,3.5055e+00,5.1625e+00,3.8634e+00,3.0648e+01
8.5000e+01,2.0000e+00,1.7137e+01,-1.3314e+05,-1.3315e+05,-2.1223e-01,-1.3315e+05,1.3123e-01,6.8968e+00,1.2979e+05,5.5590e+01,-7.7169e-01,-1.0186e+00,-5.3514e-01,1.7622e+00,4.3916e+00,1.9130e+00,2.0983e+00,2.8271e+01
8.6000e+01,1.0000e+00,1.7304e+01,-1.3300e+05,-1.3301e+05,-2.1473e-01,-1.3301e+05,1.3125e-01,6.8993e+00,1.2978e+05,5.6065e+01,-3.0918e-01,-1.4427e+00,-4.3257e-01,1.7729e+00,4.2312e+00,4.4423e+00,2.2899e+00,2.8648e+01
8.7000e+01,1.0000e+00,1.7470e+01,-1.3299e+05,-1.3300e+05,-2.1723e-01,-1.3300e+05,1.3127e-01,6.9014e+00,1.2964e+05,5.6705e+01,-6.9642e-01,-1.7601e+00,1.1871e+00,1.7304e+00,3.8833e+00,5.0276e+00,5.3635e+00,3.1862e+01
