logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-5.9272e-01,-1.1091e+00,-4.3456e-01,1.4219e+00,1.3499e+00,1.6870e+00,4.3442e+00,2.9744e+01,-2.1532e+02
4.1565e-02,-1.2722e+00,-1.4666e+00,1.8191e-01,8.1181e-01,4.2524e+00,3.0441e+00,2.9920e+01,-1.2038e+02
-1.1174e-01,-1.5135e+00,-1.0973e+00,1.2206e+00,2.2146e+00,3.7119e+00,4.2728e+00,2.9894e+01,-9.1887e+01
-2.9149e-01,-1.2771e+00,-1.2274e+00,1.8725e+00,2.6425e-01,2.1493e+00,4.4343e+00,2.9930e+01,-1.7733e+02
-3.7323e-01,-8.9133e-01,6.7643e-01,1.9398e+00,2.2571e+00,4.3344e+00,3.6950e+00,3.0310e+01,-2.2214e+02
-7.6966e-01,-6.0095e-01,5.8884e-01,3.1317e+00,2.1356e+00,2.6477e+00,4.4892e+00,3.0214e+01,-2.3506e+02
4.1673e-01,-1.4880e+00,-1.6949e+00,2.3227e-01,3.5644e+00,4.4367e+00,3.2763e+00,3.0613e+01,-2.5317e+02
-5.2563e-04,-1.2702e+00,-4.9048e-01,2.6284e+00,3.1315e-01,3.4470e+00,4.4758e+00,3.0171e+01,-2.1821e+02
4.0848e-01,-1.4569e+00,-6.0699e-01,2.1094e+00,3.6542e-01,4.2327e+00,2.7210e+00,2.9805e+01,-1.0077e+02
-4.7761e-01,-8.2368e-01,-4.2222e-01,9.3586e-01,3.1368e+00,4.2098e+00,3.1458e+00,3.0052e+01,-9.8729e+01
2.7546e-01,-1.5546e+00,9.1441e-01,2.3884e+00,1.9484e+00,3.9120e+00,4.3190e+00,3.0070e+01,-1.6993e+02
4.9338e-01,-1.6946e+00,-9.6234e-01,2.1925e+00,1.7240e+00,4.1366e+00,3.7483e+00,2.9823e+01,-2.4595e+02
3.6736e-02,-1.6124e+00,1.7660e-01,9.5909e-01,3.3079e+00,3.4216e+00,4.2885e+00,3.0031e+01,-1.2343e+02
3.1085e-02,-1.4976e+00,1.3732e+00,7.9665e-01,3.4319e+00,1.1725e+00,4.5098e+00,3.0357e+01,-1.9652e+02
2.6734e-02,-1.7011e+00,5.7192e-01,2.4285e+00,1.8015e-01,2.1349e+00,4.4949e+00,3.0069e+01,-1.9254e+02
3.6965e-01,-1.8511e+00,-4.4671e-01,4.7514e-02,2.3985e+00,3.9873e+00,3.4395e+00,2.9392e+01,-2.3926e+02
4.9973e-04,-1.7000e+00,-1.0313e+00,-7.0038e-01,2.4605e+00,4.0720e+00,4.4120e+00,3.0434e+01,-2.4094e+02
-7.1235e-01,-6.6824e-01,-3.4330e-01,2.8416e+00,3.7398e+00,2.4171e+00,4.4212e+00,3.0496e+01,-2.2023e+02
-1.2312e-02,-1.9678e+00,-7.5150e-01,2.7698e-01,3.3064e+00,2.4645e+00,4.4932e+00,3.0286e+01,-1.2788e+02
2.2537e-01,-1.4562e+00,3.3787e-01,1.3383e+00,1.4287e+00,4.3747e+00,2.8905e+00,3.0190e+01,-2.0281e+02
2.0517e-01,-1.1879e+00,4.0402e-02,4.6999e-01,3.4548e+00,3.9634e+00,3.5900e+00,2.9862e+01,-2.4283e+02
-2.2806e-01,-1.1777e+00,-6.8854e-01,2.3108e+00,1.4762e+00,4.0310e+00,4.4778e+00,3.0523e+01,-2.3871e+02
-4.0988e-01,-1.3547e+00,3.8565e-01,1.1447e-01,4.6797e-01,1.2619e+00,4.4013e+00,2.9883e+01,-1.8995e+02
-1.3579e-01,-1.1006e+00,-1.2720e+00,2.2722e+00,-1.0647e-01,3.8994e+00,4.1555e+00,2.9868e+01,-8.9381e+01
2.5703e-01,-1.4640e+00,-2.1003e-01,-9.8557e-02,-9.6651e-02,4.2678e+00,2.8472e+00,2.9880e+01,-1.2666e+02
3.8935e-01,-1.6227e+00,-6.6732e-01,8.9525e-01,5.8874e-02,4.2836e+00,2.3573e+00,2.9887e+01,-1.8471e+02
-2.9165e-01,-1.1419e+00,-1.3623e+00,1.5106e+00,8.4354e-01,3.8271e+00,4.1938e+00,2.9858e+01,-1.1614e+02
-1.8607e-01,-1.9532e+00,-1.1924e+00,2.5910e-01,1.5654e+00,2.8929e+00,4.5404e+00,3.0220e+01,-1.8527e+02
3.7526e-01,-1.7535e+00,-1.7568e+00,4.1469e-01,1.7975e-01,4.2626e+00,2.3028e+00,2.9865e+01,-1.8170e+02
-9.4123e-01,-7.5887e-01,3.1853e-01,-3.7858e-01,8.7210e-01,4.0759e+00,3.9569e+00,2.9926e+01,-2.3308e+02
-2.0936e-01,-1.6172e+00,-1.9162e-02,1.8190e+00,1.8122e+00,3.0761e+00,4.5160e+00,3.0209e+01,-1.1733e+02
4.3549e-02,-1.7077e+00,-3.5512e-01,1.6221e+00,1.3901e+00,4.0208e+00,4.1911e+00,3.0044e+01,-1.0664e+02
5.7560e-03,-1.1713e+00,-1.7192e+00,9.1866e-01,2.1658e+00,4.4193e+00,3.2532e+00,3.0351e+01,-2.3736e+02
2.8994e-01,-1.8074e+00,-1.2780e-01,1.2807e+00,3.5197e+00,4.0625e+00,4.2586e+00,3.0448e+01,-2.3252e+02
1.0671e-02,-1.1317e+00,-2.9223e-01,1.8757e+00,2.0762e+00,4.3231e+00,2.7653e+00,3.0076e+01,-1.5658e+02
4.3193e-01,-1.9723e+00,-8.3404e-01,7.5767e-01,1.9334e+00,4.3132e+00,3.1683e+00,3.0040e+01,-1.7052e+02
3.5548e-01,-1.8971e+00,-5.3557e-01,4.9560e-01,3.1818e+00,4.2092e+00,3.8961e+00,3.0182e+01,-1.7365e+02
1.8224e-01,-1.4133e+00,-4.7872e-01,2.8912e-01,1.6656e+00,4.3745e+00,2.8493e+00,3.0192e+01,-2.5362e+02
-6.4823e-02,-1.1086e+00,-6.7887e-01,1.4211e+00,9.9438e-01,4.4061e+00,2.4678e+00,3.0273e+01,-1.2921e+02
3.1928e-01,-1.3015e+00,-1.8467e-01,2.0846e+00,1.2914e+00,4.1720e+00,2.3087e+00,2.9647e+01,-9.4248e+01
1.9608e-01,-1.2193e+00,-1.3210e+00,1.6582e+00,2.8005e+00,4.0815e+00,3.0873e+00,2.9581e+01,-2.0992e+02
4.4283e-01,-1.6610e+00,4.0044e-01,-5.4401e-02,2.9626e+00,4.0488e+00,3.2288e+00,2.9585e+01,-2.0516e+02
-3.7345e-01,-1.1730e+00,-6.0545e-01,2.0669e+00,2.5617e+00,2.3249e+00,4.4348e+00,3.0011e+01,-1.3871e+02
1.2865e-01,-1.4548e+00,2.6550e-01,2.2218e-01,5.4404e-01,4.1153e+00,3.7928e+00,2.9800e+01,-1.4800e+02
