logfeh,logdust,logNpix,tau,dmod,logl
1.8887e-01,-1.0099e+00,3.9493e+00,2.7330e+00,3.1014e+01,-4.9186e+02
2.0561e-01,-1.0073e+00,3.9543e+00,2.9430e+00,3.1006e+01,-4.9184e+02
2.3289e-01,-1.0025e+00,3.9520e+00,3.0480e+00,3.1008e+01,-4.9098e+02
2.2914e-01,-1.0113e+00,3.9570e+00,3.1510e+00,3.1028e+01,-4.9050e+02
-3.5528e-05,-1.0023e+00,3.9400e+00,3.1932e-01,3.1029e+01,-4.9140e+02
2.1433e-01,-1.0300e+00,3.9561e+00,3.0136e+00,3.1023e+01,-4.9182e+02
5.4789e-02,-1.0066e+00,3.9454e+00,3.0430e-01,3.1008e+01,-4.9117e+02
6.7152e-02,-1.0128e+00,3.9533e+00,1.4213e+00,3.1019e+01,-4.9080e+02
7.3080e-02,-1.0022e+00,3.9388e+00,2.2110e+00,3.1007e+01,-4.9085e+02
2.0881e-01,-1.0095e+00,3.9540e+00,2.9768e+00,3.1019e+01,-4.9029e+02
5.1780e-02,-1.0041e+00,3.9515e+00,5.3180e-01,3.1018e+01,-4.9184e+02
2.4659e-01,-1.0041e+00,3.9555e+00,3.0466e+00,3.1015e+01,-4.9170e+02
-3.8195e-02,-1.0061e+00,3.9271e+00,8.0631e-01,3.1001e+01,-4.9022e+02
7.4346e-02,-1.0050e+00,3.9488e+00,1.2744e+00,3.1001e+01,-4.9136e+02
1.6729e-02,-1.0069e+00,3.9354e+00,5.4510e-01,3.1023e+01,-4.9114e+02
2.1612e-02,-1.0067e+00,3.9401e+00,3.8307e-01,3.1021e+01,-4.9171e+02
6.3244e-02,-1.0082e+00,3.9456e+00,1.4528e+00,3.1007e+01,-4.9008e+02
2.4692e-01,-1.0037e+00,3.9553e+00,3.1501e+00,3.1032e+01,-4.9148e+02
-3.6891e-02,-1.0043e+00,3.9302e+00,2.5065e-01,3.1003e+01,-4.9163e+02
2.1584e-01,-1.0047e+00,3.9591e+00,2.9505e+00,3.1002e+01,-4.9101e+02
1.9386e-03,-1.0201e+00,3.9344e+00,4.8839e-01,3.1014e+01,-4.9140e+02
1.3027e-02,-1.0106e+00,3.9334e+00,7.3985e-01,3.1008e+01,-4.9181e+02
5.7117e-02,-1.0223e+00,3.9490e+00,1.1005e+00,3.1013e+01,-4.9034e+02
3.3571e-02,-1.0002e+00,3.9378e+00,6.2292e-01,3.1014e+01,-4.9127e+02
2.2875e-01,-1.0124e+00,3.9600e+00,2.9023e+00,3.1001e+01,-4.9178e+02
6.8145e-02,-1.0134e+00,3.9496e+00,4.0723e-01,3.1008e+01,-4.9121e+02
6.8500e-02,-1.0131e+00,3.9506e+00,9.4051e-01,3.1004e+01,-4.9091e+02
2.2659e-01,-1.0138e+00,3.9510e+00,2.9933e+00,3.1001e+01,-4.8938e+02
2.3920e-01,-1.0085e+00,3.9633e+00,3.0367e+00,3.1029e+01,-4.9148e+02
2.1812e-01,-1.0032e+00,3.9719e+00,2.9666e+00,3.1042e+01,-4.9178e+02
5.9600e-02,-1.0080e+00,3.9393e+00,1.7401e+00,3.1003e+01,-4.9159e+02
2.4068e-01,-1.0048e+00,3.9495e+00,3.1188e+00,3.1001e+01,-4.9164e+02
1.0787e-02,-1.0076e+00,3.9365e+00,1.1536e+00,3.1009e+01,-4.9187e+02
2.2938e-01,-1.0091e+00,3.9440e+00,3.1654e+00,3.1012e+01,-4.9061e+02
2.2832e-01,-1.0113e+00,3.9697e+00,2.9212e+00,3.1042e+01,-4.9148e+02
2.4685e-01,-1.0163e+00,3.9637e+00,2.9719e+00,3.1036e+01,-4.9065e+02
2.1610e-01,-1.0022e+00,3.9578e+00,2.9817e+00,3.1007e+01,-4.9105e+02
3.3782e-02,-1.0051e+00,3.9403e+00,1.2991e+00,3.1019e+01,-4.9128e+02
2.0126e-01,-1.0248e+00,3.9636e+00,2.7232e+00,3.1006e+01,-4.9160e+02
1.8063e-01,-1.0021e+00,3.9468e+00,2.7803e+00,3.1006e+01,-4.9146e+02
2.0974e-01,-1.0065e+00,3.9550e+00,2.9529e+00,3.1004e+01,-4.9146e+02
2.3832e-01,-1.0039e+00,3.9501e+00,3.0475e+00,3.1001e+01,-4.8905e+02
2.1900e-01,-1.0254e+00,3.9619e+00,2.8943e+00,3.1017e+01,-4.9182e+02
6.2194e-02,-1.0111e+00,3.9519e+00,1.3932e+00,3.1014e+01,-4.9052e+02
2.0884e-01,-1.0046e+00,3.9552e+00,2.9747e+00,3.1013e+01,-4.9124e+02
5.8279e-02,-1.0012e+00,3.9480e+00,1.3220e+00,3.1008e+01,-4.9081e+02
1.5635e-01,-1.0068e+00,3.9403e+00,2.7551e+00,3.1009e+01,-4.9184e+02
1.8039e-01,-1.0017e+00,3.9457e+00,2.7715e+00,3.1014e+01,-4.9138e+02
5.1184e-02,-1.0053e+00,3.9551e+00,9.3504e-01,3.1026e+01,-4.9005e+02
2.3271e-01,-1.0112e+00,3.9553e+00,2.9734e+00,3.1008e+01,-4.9079e+02
7.2683e-02,-1.0097e+00,3.9535e+00,1.0431e+00,3.1003e+01,-4.9128e+02
2.1648e-01,-1.0027e+00,3.9376e+00,3.3047e+00,3.1009e+01,-4.9121e+02
2.0122e-02,-1.0027e+00,3.9334e+00,1.0677e+00,3.1007e+01,-4.9143e+02
6.8584e-02,-1.0141e+00,3.9484e+00,8.3590e-01,3.1003e+01,-4.9171e+02
7.7399e-02,-1.0196e+00,3.9529e+00,1.0590e+00,3.1003e+01,-4.9163e+02
-2.0028e-02,-1.0046e+00,3.9356e+00,3.8476e-01,3.1000e+01,-4.9083e+02
6.4809e-02,-1.0126e+00,3.9614e+00,1.2750e+00,3.1045e+01,-4.9109e+02
-7.1991e-03,-1.0151e+00,3.9300e+00,9.0544e-01,3.1005e+01,-4.9028e+02
5.1069e-02,-1.0017e+00,3.9469e+00,9.7568e-01,3.1010e+01,-4.9134e+02
4.3507e-02,-1.0172e+00,3.9276e+00,1.0431e+00,3.1003e+01,-4.9137e+02
1.4340e-01,-1.0056e+00,3.9477e+00,2.6236e+00,3.1024e+01,-4.9131e+02
6.3821e-02,-1.0136e+00,3.9431e+00,1.4224e+00,3.1000e+01,-4.9036e+02
