niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.4789e+05,-1.4790e+05,-1.9980e-03,-1.4790e+05,1.1750e-01,6.9098e+00,inf,1.8633e+00,-9.6883e-01,-1.1163e+00,1.8394e-02,9.8528e-01,1.9525e+00,2.8353e+00,5.5326e+00,3.0026e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.4773e+05,-1.4773e+05,-3.9960e-03,-1.4773e+05,1.1751e-01,6.9118e+00,1.4156e+05,3.7387e+00,-6.6177e-01,-1.4777e+00,-9.3912e-01,1.3622e+00,2.4334e+00,3.4497e+00,5.5652e+00,3.0357e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.4754e+05,-1.4754e+05,-5.9940e-03,-1.4754e+05,1.1753e-01,6.9138e+00,1.4139e+05,5.6181e+00,-4.9898e-02,-1.1674e+00,-1.5892e-02,1.0226e+00,1.8413e+00,2.3659e+00,5.5544e+00,3.0142e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.4746e+05,-1.4747e+05,-7.9920e-03,-1.4747e+05,1.1755e-01,6.9157e+00,1.4120e+05,7.7477e+00,-7.8735e-01,-1.2816e+00,6.0382e-01,1.9353e-01,2.6135e+00,3.8240e+00,5.4095e+00,3.0075e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.4738e+05,-1.4738e+05,-9.9900e-03,-1.4738e+05,1.1757e-01,6.9177e+00,1.4113e+05,9.6359e+00,-5.1180e-01,-1.1843e+00,8.1151e-01,1.7761e+00,8.6331e-01,2.5525e+00,5.5371e+00,3.0289e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.4736e+05,-1.4737e+05,-1.1988e-02,-1.4737e+05,1.1758e-01,6.9197e+00,1.4104e+05,1.1761e+01,-8.2816e-01,-1.3043e+00,5.2241e-03,6.1050e-01,2.1815e+00,3.9861e+00,5.4155e+00,3.0214e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.4729e+05,-1.4730e+05,-1.3986e-02,-1.4730e+05,1.1760e-01,6.9217e+00,1.4103e+05,1.3635e+01,2.3022e-01,-1.3895e+00,1.6762e-01,1.2438e+00,1.7700e+00,2.6871e+00,5.5381e+00,3.0192e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.4727e+05,-1.4728e+05,-1.5984e-02,-1.4728e+05,1.1762e-01,6.9237e+00,1.4096e+05,1.5265e+01,-3.3065e-01,-1.5552e+00,-1.0916e+00,1.1469e+00,2.5949e+00,4.2508e+00,5.4362e+00,3.0369e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.4721e+05,-1.4722e+05,-1.7982e-02,-1.4722e+05,1.1763e-01,6.9257e+00,1.4094e+05,1.6926e+01,-9.2197e-01,-1.7406e+00,-7.1420e-02,9.2069e-01,2.5303e+00,2.4265e+00,5.4893e+00,3.0680e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.4707e+05,-1.4708e+05,-1.9980e-02,-1.4708e+05,1.1765e-01,6.9277e+00,1.4088e+05,1.8668e+01,2.4298e-01,-1.4329e+00,5.8734e-01,1.1725e-01,1.0032e+00,2.9768e+00,5.4856e+00,3.0207e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.4706e+05,-1.4706e+05,-2.1978e-02,-1.4706e+05,1.1767e-01,6.9297e+00,1.4074e+05,2.0529e+01,-3.0069e-01,-1.9060e+00,4.4511e-01,9.5675e-01,1.0456e+00,3.6087e+00,5.4424e+00,3.0396e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.4701e+05,-1.4701e+05,-2.3976e-02,-1.4701e+05,1.1768e-01,6.9317e+00,1.4072e+05,2.2404e+01,-5.3174e-01,-1.9369e+00,-2.7786e-01,1.3743e+00,2.2014e+00,2.7044e+00,5.3019e+00,3.0057e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.4695e+05,-1.4696e+05,-2.5974e-02,-1.4696e+05,1.1770e-01,6.9337e+00,1.4067e+05,2.4012e+01,1.2902e-01,-1.2541e+00,-4.3886e-01,-4.6406e-02,1.9878e+00,3.8679e+00,5.4294e+00,3.0219e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.4690e+05,-1.4691e+05,-2.7972e-02,-1.4691e+05,1.1772e-01,6.9357e+00,1.4062e+05,2.5634e+01,2.1138e-01,-1.2507e+00,7.2969e-01,1.1173e-01,2.3340e+00,3.7784e+00,5.4991e+00,3.0229e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.4683e+05,-1.4683e+05,-2.9970e-02,-1.4683e+05,1.1774e-01,6.9377e+00,1.4057e+05,2.7535e+01,-4.7596e-01,-1.4313e+00,-1.0524e+00,1.9262e+00,1.9034e+00,3.8745e+00,5.4389e+00,3.0683e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.4682e+05,-1.4683e+05,-3.1968e-02,-1.4683e+05,1.1466e-01,6.5798e+00,1.4049e+05,2.9660e+01,-4.0720e-01,-1.9489e+00,-5.8435e-01,9.8442e-01,1.8570e+00,3.0484e+00,5.2954e+00,3.0065e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.4679e+05,-1.4680e+05,-3.3966e-02,-1.4680e+05,1.1777e-01,6.9417e+00,1.4049e+05,3.1778e+01,1.1486e-01,-1.1896e+00,7.9242e-01,1.8503e+00,1.8477e+00,2.9386e+00,5.4130e+00,3.0101e+01
