logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-3.2581e-01,-8.6472e-01,-2.5261e+00,-1.4693e+00,-4.7452e-01,2.9097e+00,1.6466e+00,3.0214e+01,-2.9989e+02
7.5798e-02,-1.2692e+00,-1.0638e+00,-1.6683e+00,5.4569e-01,2.7367e+00,1.9891e+00,2.9776e+01,-3.6779e+02
-2.8223e-01,-1.2614e+00,-1.0724e+00,-5.6231e-01,9.8526e-01,2.3260e+00,2.8888e+00,3.0147e+01,-4.0381e+02
-4.6810e-01,-1.0742e+00,-2.1289e+00,-4.0809e-01,9.5820e-01,2.0062e+00,3.0829e+00,3.0381e+01,-4.5175e+02
-1.2240e-01,-1.0369e+00,-2.2167e+00,-2.5419e-01,-6.0359e-01,2.7462e+00,1.8380e+00,2.9815e+01,-4.5871e+02
-1.7814e-01,-1.0197e+00,-1.4299e+00,-1.0766e+00,-6.4226e-01,2.8326e+00,1.9025e+00,3.0045e+01,-4.0368e+02
-3.4456e-01,-1.0089e+00,-1.6954e+00,-1.3737e+00,1.1649e+00,2.3882e+00,2.8079e+00,3.0030e+01,-4.5723e+02
-8.3842e-02,-1.3250e+00,-2.6995e+00,-8.1457e-01,2.4212e-01,2.4028e+00,2.7310e+00,2.9786e+01,-3.9379e+02
-4.5733e-02,-1.3586e+00,-2.7289e+00,-9.9252e-01,4.5105e-01,2.3623e+00,2.6501e+00,2.9596e+01,-4.3485e+02
-4.3136e-01,-8.9905e-01,-8.5805e-01,1.1209e+00,1.2077e+00,6.9089e-01,3.0882e+00,3.0300e+01,-4.1721e+02
-3.6068e-01,-1.2605e+00,-1.7827e+00,-1.0972e+00,-6.5185e-01,2.0452e+00,2.9256e+00,3.0018e+01,-4.5728e+02
-2.9544e-01,-1.4667e+00,-1.0908e+00,-7.1747e-01,-3.5542e-01,1.6157e+00,3.0677e+00,3.0208e+01,-3.7218e+02
-2.4178e-01,-1.0368e+00,-2.2293e+00,-3.6210e-02,2.2329e-01,2.4188e+00,2.6925e+00,2.9793e+01,-4.6070e+02
-4.4357e-01,-7.5009e-01,-2.4956e+00,-1.0853e+00,-5.9742e-01,2.8639e+00,1.6079e+00,3.0069e+01,-4.0883e+02
9.5083e-02,-8.4730e-01,-2.5940e+00,-4.5554e-01,2.2140e+00,2.4659e+00,1.0926e+00,2.9733e+01,-4.1105e+02
-3.7556e-01,-8.5048e-01,-1.6493e+00,-5.2794e-01,-6.7456e-01,2.8150e+00,2.3137e+00,3.0154e+01,-3.7558e+02
-4.9789e-01,-9.6686e-01,-1.0962e+00,4.0263e-01,-5.2316e-01,2.2668e+00,2.9920e+00,3.0277e+01,-3.3396e+02
-4.5849e-01,-9.1570e-01,-9.2757e-01,3.2131e-01,-8.2138e-01,2.4141e+00,2.9629e+00,3.0271e+01,-3.8317e+02
-3.2559e-01,-1.2469e+00,-2.5344e+00,-7.8058e-01,7.5287e-01,1.7123e+00,2.9918e+00,3.0047e+01,-4.3256e+02
-3.2758e-01,-8.8320e-01,-2.2780e+00,8.2195e-01,1.2896e+00,2.6758e+00,2.7453e+00,3.0288e+01,-3.9980e+02
-2.3360e-01,-9.6957e-01,-1.4863e+00,-6.1388e-01,7.6774e-01,2.7594e+00,2.2470e+00,3.0025e+01,-4.0492e+02
-4.4316e-01,-1.0510e+00,-8.6869e-01,2.2796e-01,4.7926e-01,1.3443e+00,2.9811e+00,2.9971e+01,-4.3775e+02
-1.6056e-01,-1.3576e+00,-1.7822e+00,-7.3058e-01,-3.8990e-01,2.1123e+00,2.7852e+00,2.9659e+01,-4.4497e+02
-1.2662e-01,-1.0158e+00,-2.3073e-01,-1.0987e+00,1.5102e+00,2.8678e+00,2.2414e+00,3.0319e+01,-4.5323e+02
-4.2611e-02,-1.0783e+00,-8.2134e-01,-1.4222e+00,-7.9051e-01,2.7465e+00,1.1785e+00,2.9675e+01,-3.5665e+02
1.8499e-01,-1.2096e+00,-1.6367e+00,-1.1375e+00,1.9697e+00,2.1421e+00,2.5987e+00,2.9623e+01,-4.3814e+02
-4.5765e-01,-7.1236e-01,-2.3780e+00,2.1182e-01,1.0725e-01,2.8607e+00,1.6393e+00,3.0054e+01,-4.3078e+02
-3.6553e-01,-8.8668e-01,-2.5266e+00,-8.9982e-01,-2.9226e-01,2.9217e+00,1.5179e+00,3.0281e+01,-4.3364e+02
-3.6381e-01,-1.2660e+00,-2.0970e+00,2.8849e-01,6.8552e-01,1.3502e+00,3.0867e+00,3.0287e+01,-3.1316e+02
4.3288e-02,-1.0985e+00,-1.2433e+00,-1.2377e+00,-5.8091e-01,2.7734e+00,1.5292e+00,2.9771e+01,-3.6049e+02
-3.5629e-01,-7.1501e-01,-2.7062e+00,1.2793e+00,1.0571e+00,2.7760e+00,2.3972e+00,3.0179e+01,-4.4603e+02
-2.0551e-01,-1.4257e+00,-2.2441e+00,1.5044e-02,-9.7013e-01,1.2706e+00,3.0947e+00,3.0255e+01,-4.5841e+02
-1.2032e-01,-1.2557e+00,-2.7107e+00,-1.3057e+00,1.5252e+00,2.6465e+00,2.7754e+00,3.0322e+01,-3.8187e+02
-1.6253e-01,-9.2998e-01,-2.5680e+00,-1.6670e+00,3.5336e-01,2.7528e+00,1.7910e+00,2.9784e+01,-4.2731e+02
-2.2885e-01,-8.2184e-01,-7.8396e-01,4.7031e-01,7.6259e-01,2.8581e+00,1.4169e+00,3.0055e+01,-3.7610e+02
-3.6374e-01,-8.1271e-01,-1.6536e+00,-2.0344e-01,-1.0794e+00,2.9306e+00,1.6698e+00,3.0239e+01,-4.3549e+02
-1.4809e-01,-1.1344e+00,-2.0161e+00,-1.0596e+00,1.1076e+00,2.7381e+00,2.4005e+00,3.0100e+01,-4.5641e+02
-2.5162e-01,-9.7171e-01,-5.1512e-01,-1.0271e+00,-2.7999e-01,2.8665e+00,2.0675e+00,3.0208e+01,-4.6190e+02
-4.0704e-01,-8.6681e-01,-1.9303e+00,-1.4764e+00,6.6504e-01,2.8381e+00,2.4164e+00,3.0270e+01,-3.0468e+02
-3.1560e-01,-1.3152e+00,-2.7314e+00,-2.6597e-01,-6.0873e-01,1.6889e+00,3.1052e+00,3.0322e+01,-4.2834e+02
-3.9470e-02,-9.6230e-01,-1.8649e+00,4.5695e-01,-3.7022e-01,2.7285e+00,1.6677e+00,2.9652e+01,-4.1166e+02
-2.1243e-01,-1.2249e+00,-1.9494e+00,-5.6348e-01,1.1497e+00,2.4938e+00,2.9234e+00,3.0353e+01,-3.4674e+02
-1.1870e-01,-1.0622e+00,-2.2215e+00,-9.3132e-01,1.5129e-01,2.8639e+00,1.6140e+00,3.0095e+01,-4.4821e+02
