logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-6.7911e-01,-1.9813e+00,2.2100e+00,1.1137e+00,1.3545e+00,1.3437e+00,3.8300e+00,2.9491e+01,-7.9702e+02
-6.9477e-01,-1.2649e+00,2.1642e+00,8.3326e-01,6.7615e-01,1.5500e+00,3.7441e+00,2.9228e+01,-7.5185e+02
-8.0597e-01,-1.3653e+00,2.1168e+00,-5.9518e-01,1.5922e+00,2.3769e+00,3.6917e+00,2.9137e+01,-8.1809e+02
-9.0487e-01,-7.2640e-01,2.0924e+00,9.9194e-01,7.2594e-01,3.0291e+00,3.4953e+00,2.8912e+01,-7.7943e+02
-8.4534e-01,-7.2051e-01,1.8385e+00,6.7437e-02,1.2232e+00,1.3069e+00,3.3341e+00,2.8062e+01,-8.3226e+02
-6.6944e-01,-1.0752e+00,2.0869e+00,-5.3358e-01,8.6785e-01,3.0265e+00,3.5044e+00,2.9025e+01,-8.3753e+02
-6.1985e-01,-1.0046e+00,2.1713e+00,1.9083e+00,1.2898e+00,2.9560e+00,3.6310e+00,2.9279e+01,-8.2987e+02
-7.0353e-01,-8.1501e-01,1.9470e+00,1.0212e+00,1.8003e+00,3.0850e+00,3.0676e+00,2.8527e+01,-8.2295e+02
-7.9371e-01,-1.4419e+00,2.0650e+00,6.4766e-01,2.5548e-01,3.2840e+00,3.3749e+00,2.9133e+01,-8.1934e+02
-6.9285e-01,-9.3264e-01,2.0825e+00,3.0727e-01,1.6412e-01,3.2584e+00,3.1368e+00,2.8860e+01,-8.4675e+02
-9.1813e-01,-1.2059e+00,2.0148e+00,1.5695e+00,8.8579e-01,1.9013e+00,3.6657e+00,2.8983e+01,-8.4577e+02
-8.6103e-01,-7.0115e-01,2.1818e+00,4.2951e-01,2.2918e+00,3.2311e+00,3.4647e+00,2.9204e+01,-8.2441e+02
-7.2114e-01,-6.5613e-01,2.1372e+00,5.2696e-01,1.8680e+00,2.4673e+00,3.5263e+00,2.8837e+01,-8.3105e+02
-7.3742e-01,-1.1544e+00,2.0183e+00,5.2002e-01,1.2355e+00,1.4477e+00,3.6119e+00,2.8850e+01,-8.1843e+02
1.7795e-01,-7.4542e-01,2.2166e+00,1.7638e+00,5.7736e-01,3.5585e+00,3.0431e+00,2.9135e+01,-8.4899e+02
-6.8382e-01,-1.4262e+00,2.1822e+00,1.1794e+00,2.4937e+00,1.3907e+00,3.7682e+00,2.9436e+01,-8.0699e+02
-7.6730e-01,-1.4143e+00,2.0170e+00,-1.9117e-01,1.9962e+00,1.8178e+00,3.6181e+00,2.8924e+01,-8.4665e+02
-7.2327e-01,-7.7939e-01,2.1691e+00,1.5461e-01,1.5894e+00,2.6297e+00,3.6365e+00,2.9075e+01,-7.4795e+02
-8.1873e-01,-7.3178e-01,1.9402e+00,-5.2028e-01,2.5470e+00,2.6325e+00,3.1715e+00,2.8501e+01,-8.5018e+02
-7.2342e-01,-9.3827e-01,2.0384e+00,4.7372e-01,2.2868e+00,2.6647e+00,3.4796e+00,2.8888e+01,-8.3685e+02
-7.4453e-01,-7.3118e-01,1.9727e+00,1.8327e+00,2.8124e-01,1.8532e+00,3.4808e+00,2.8578e+01,-7.5856e+02
-8.3646e-01,-5.9810e-01,2.1186e+00,1.0314e+00,2.5604e+00,3.2349e+00,3.1034e+00,2.8983e+01,-8.0552e+02
-8.4385e-01,-5.8984e-01,1.9910e+00,6.3701e-01,2.1822e+00,1.9559e+00,3.3989e+00,2.8440e+01,-7.7954e+02
-6.8044e-01,-1.9444e+00,2.0998e+00,-2.1615e-01,2.1005e+00,3.0866e+00,3.5558e+00,2.9225e+01,-8.0709e+02
-8.4955e-01,-1.0512e+00,2.0180e+00,-7.2382e-01,2.2723e+00,3.0814e+00,3.3318e+00,2.8894e+01,-8.2145e+02
-9.8306e-01,-5.8981e-01,2.1348e+00,8.6487e-01,2.9504e+00,2.4226e+00,3.4420e+00,2.9120e+01,-8.2870e+02
-7.7210e-01,-1.0286e+00,2.1540e+00,9.2722e-02,1.2906e+00,1.8273e+00,3.7036e+00,2.9100e+01,-7.8234e+02
-9.9982e-01,-7.0258e-01,2.1085e+00,-4.3217e-02,2.5541e+00,3.3368e+00,3.0293e+00,2.9089e+01,-8.2695e+02
-9.7483e-01,-6.8857e-01,1.9112e+00,6.4000e-01,4.1220e-01,3.1166e+00,3.0396e+00,2.8382e+01,-8.1886e+02
-6.9764e-01,-1.2749e+00,2.2148e+00,1.1224e+00,4.0253e-01,1.8689e+00,3.8203e+00,2.9391e+01,-7.8375e+02
-7.7548e-01,-5.6657e-01,1.9389e+00,1.7306e+00,1.5537e+00,2.8946e+00,3.1371e+00,2.8402e+01,-8.2085e+02
-7.0598e-01,-5.7539e-01,2.1758e+00,2.2006e+00,1.5437e+00,2.6601e+00,3.6394e+00,2.9174e+01,-7.8210e+02
-6.4519e-01,-1.0068e+00,2.1618e+00,1.7977e+00,2.9371e-01,2.4136e+00,3.7010e+00,2.9199e+01,-7.7863e+02
-6.1149e-01,-1.1023e+00,2.1859e+00,-6.5746e-01,2.4340e+00,2.0657e+00,3.6592e+00,2.9202e+01,-8.4071e+02
-7.7038e-01,-1.1852e+00,2.0559e+00,1.0503e-02,6.2195e-01,1.9963e+00,3.6417e+00,2.8964e+01,-8.1938e+02
-8.2358e-01,-1.4182e+00,2.2236e+00,1.1123e+00,5.8660e-01,2.4222e+00,3.8742e+00,2.9560e+01,-8.2195e+02
-6.3077e-01,-7.3832e-01,2.2258e+00,8.0551e-03,9.4381e-01,2.6842e+00,3.6416e+00,2.9087e+01,-8.2439e+02
-7.8036e-01,-5.7533e-01,2.2014e+00,5.2443e-01,1.5283e+00,1.6632e+00,3.6613e+00,2.8980e+01,-7.2889e+02
-9.3060e-01,-5.3759e-01,2.0567e+00,1.5241e+00,1.1322e+00,2.2922e+00,3.4649e+00,2.8547e+01,-8.3765e+02
-6.5778e-01,-7.4312e-01,2.2156e+00,7.5582e-01,1.2532e+00,3.5255e+00,2.5915e+00,2.9190e+01,-7.8914e+02
-8.9279e-01,-5.3365e-01,2.0421e+00,-6.7496e-01,2.8845e+00,2.9290e+00,2.9092e+00,2.8814e+01,-8.2901e+02
-6.8252e-01,-1.6853e+00,2.1494e+00,1.5592e-01,1.2329e+00,2.5487e+00,3.7188e+00,2.9281e+01,-7.8287e+02
-6.5541e-01,-1.9926e+00,2.1306e+00,1.1301e+00,1.2025e+00,2.7575e+00,3.7100e+00,2.9308e+01,-8.1782e+02
-7.4560e-01,-1.6207e+00,2.1328e+00,-2.3181e-01,3.1511e-01,3.0533e+00,3.6179e+00,2.9256e+01,-8.2557e+02
-6.9882e-01,-1.0059e+00,2.0481e+00,-2.2914e-01,2.2750e+00,1.1132e+00,3.5623e+00,2.8829e+01,-8.2785e+02
