logfeh,logdust_med,logNpix,tau,dmod,logl
-9.9308e-01,-9.6496e-01,3.6984e+00,9.5372e+00,2.9783e+01,-1.4672e+03
-9.7994e-01,-8.6599e-01,3.6962e+00,9.3827e+00,2.9736e+01,-1.4588e+03
-9.8061e-01,-8.4683e-01,3.6621e+00,9.7249e+00,2.9665e+01,-1.4643e+03
-8.2342e-01,-1.1576e+00,3.7004e+00,9.9970e+00,2.9808e+01,-1.4701e+03
-9.5906e-01,-9.3553e-01,3.7341e+00,9.6200e+00,2.9863e+01,-1.4746e+03
-9.9180e-01,-9.2096e-01,3.7139e+00,9.6383e+00,2.9803e+01,-1.4641e+03
-9.8166e-01,-8.6245e-01,3.7224e+00,9.7781e+00,2.9823e+01,-1.4611e+03
-9.9626e-01,-8.9715e-01,3.7430e+00,9.9690e+00,2.9892e+01,-1.4388e+03
-9.6663e-01,-9.0017e-01,3.6679e+00,9.4248e+00,2.9680e+01,-1.4264e+03
-9.6184e-01,-8.3018e-01,3.6377e+00,9.9402e+00,2.9602e+01,-1.4349e+03
-9.5690e-01,-8.4796e-01,3.6874e+00,9.8607e+00,2.9724e+01,-1.4424e+03
-9.7566e-01,-9.2991e-01,3.7514e+00,9.6677e+00,2.9910e+01,-1.4592e+03
-9.7528e-01,-8.6127e-01,3.6419e+00,9.4604e+00,2.9601e+01,-1.4688e+03
-9.8949e-01,-8.8152e-01,3.6398e+00,9.9649e+00,2.9617e+01,-1.4387e+03
-9.6670e-01,-8.2882e-01,3.6802e+00,9.6389e+00,2.9705e+01,-1.4730e+03
-9.8856e-01,-9.0615e-01,3.7123e+00,9.1593e+00,2.9781e+01,-1.4718e+03
-9.9182e-01,-9.3149e-01,3.6772e+00,9.8531e+00,2.9727e+01,-1.4331e+03
-9.4629e-01,-1.0203e+00,3.6653e+00,9.7614e+00,2.9700e+01,-1.4643e+03
-8.0968e-01,-1.2846e+00,3.7014e+00,9.9260e+00,2.9827e+01,-1.4640e+03
-9.9355e-01,-8.3892e-01,3.7397e+00,9.8180e+00,2.9854e+01,-1.4584e+03
-9.8518e-01,-8.7341e-01,3.7482e+00,9.6644e+00,2.9881e+01,-1.4629e+03
-9.8143e-01,-9.1266e-01,3.7005e+00,9.6190e+00,2.9779e+01,-1.4522e+03
-9.7598e-01,-8.9724e-01,3.7437e+00,9.8285e+00,2.9891e+01,-1.4449e+03
-9.5164e-01,-8.8330e-01,3.7792e+00,9.8000e+00,2.9977e+01,-1.4734e+03
-9.9245e-01,-9.1324e-01,3.6733e+00,9.7382e+00,2.9702e+01,-1.4656e+03
-9.7003e-01,-8.3005e-01,3.7020e+00,9.8576e+00,2.9768e+01,-1.4620e+03
-9.5562e-01,-8.9948e-01,3.6577e+00,9.6176e+00,2.9657e+01,-1.4457e+03
-9.6658e-01,-8.3673e-01,3.7610e+00,9.9778e+00,2.9917e+01,-1.4311e+03
-9.3839e-01,-9.9502e-01,3.6610e+00,9.8758e+00,2.9692e+01,-1.4499e+03
-9.7258e-01,-8.2630e-01,3.7075e+00,9.9924e+00,2.9778e+01,-1.4249e+03
-9.4523e-01,-9.6108e-01,3.6612e+00,9.9661e+00,2.9687e+01,-1.4300e+03
-9.6610e-01,-8.6170e-01,3.6848e+00,9.6863e+00,2.9723e+01,-1.4549e+03
-9.9669e-01,-7.8069e-01,3.6448e+00,9.8123e+00,2.9591e+01,-1.4447e+03
-9.9982e-01,-8.2861e-01,3.6935e+00,9.9050e+00,2.9736e+01,-1.4437e+03
-9.5201e-01,-8.3164e-01,3.6769e+00,9.8645e+00,2.9709e+01,-1.4185e+03
-9.8940e-01,-8.8228e-01,3.6936e+00,9.7711e+00,2.9756e+01,-1.4001e+03
-9.9654e-01,-9.0501e-01,3.6949e+00,9.5677e+00,2.9758e+01,-1.4416e+03
-9.8039e-01,-8.9631e-01,3.7401e+00,9.2755e+00,2.9857e+01,-1.4657e+03
-9.8434e-01,-8.4281e-01,3.7262e+00,9.9996e+00,2.9828e+01,-1.4641e+03
-9.8119e-01,-9.4560e-01,3.6718e+00,9.3589e+00,2.9697e+01,-1.4688e+03
-9.8471e-01,-8.6277e-01,3.7413e+00,9.2768e+00,2.9852e+01,-1.4657e+03
-9.5585e-01,-8.5310e-01,3.7259e+00,9.5038e+00,2.9820e+01,-1.4597e+03
-9.8535e-01,-8.8238e-01,3.6988e+00,9.5917e+00,2.9761e+01,-1.4304e+03
-9.5316e-01,-9.4155e-01,3.7349e+00,9.6397e+00,2.9865e+01,-1.4701e+03
-9.7702e-01,-8.6717e-01,3.7816e+00,9.9895e+00,2.9991e+01,-1.4032e+03
-9.6110e-01,-8.5993e-01,3.7082e+00,9.8652e+00,2.9787e+01,-1.4301e+03
-9.7219e-01,-8.5735e-01,3.6787e+00,9.3272e+00,2.9689e+01,-1.4717e+03
-9.9040e-01,-8.8567e-01,3.6410e+00,9.8660e+00,2.9616e+01,-1.4607e+03
-9.7204e-01,-7.9771e-01,3.6839e+00,9.9414e+00,2.9704e+01,-1.4554e+03
-9.8251e-01,-9.1364e-01,3.6917e+00,9.7744e+00,2.9755e+01,-1.4571e+03
-9.5476e-01,-8.4604e-01,3.6968e+00,9.4694e+00,2.9744e+01,-1.4717e+03
-9.2504e-01,-9.9028e-01,3.6621e+00,9.9516e+00,2.9705e+01,-1.4280e+03
-9.6391e-01,-8.8209e-01,3.7568e+00,9.8354e+00,2.9912e+01,-1.4733e+03
-9.6287e-01,-8.4341e-01,3.7624e+00,9.7782e+00,2.9918e+01,-1.4384e+03
-9.0245e-01,-1.0223e+00,3.6778e+00,9.9280e+00,2.9734e+01,-1.4724e+03
-9.8006e-01,-8.7815e-01,3.6793e+00,9.6765e+00,2.9720e+01,-1.4513e+03
-9.6422e-01,-8.9730e-01,3.7085e+00,9.9573e+00,2.9796e+01,-1.4451e+03
-9.7693e-01,-8.8068e-01,3.7581e+00,9.7144e+00,2.9916e+01,-1.4542e+03
-9.7443e-01,-7.9787e-01,3.6623e+00,9.9868e+00,2.9645e+01,-1.4582e+03
-9.9232e-01,-9.5859e-01,3.7357e+00,9.4399e+00,2.9872e+01,-1.4699e+03
-6.9384e-01,-1.9119e+00,3.7057e+00,9.9142e+00,2.9856e+01,-1.4743e+03
-9.7301e-01,-8.5477e-01,3.7595e+00,9.5736e+00,2.9911e+01,-1.4714e+03
-8.8059e-01,-1.0430e+00,3.7155e+00,9.9990e+00,2.9848e+01,-1.4578e+03
-9.8239e-01,-8.4758e-01,3.6411e+00,9.9342e+00,2.9616e+01,-1.4648e+03
-9.5456e-01,-9.0857e-01,3.7218e+00,9.9390e+00,2.9839e+01,-1.4582e+03
-9.5354e-01,-8.7244e-01,3.7600e+00,9.8049e+00,2.9915e+01,-1.4704e+03
-9.6488e-01,-9.1446e-01,3.6965e+00,9.7096e+00,2.9765e+01,-1.4242e+03
-9.7793e-01,-8.4634e-01,3.7417e+00,9.7577e+00,2.9866e+01,-1.4565e+03
-9.7056e-01,-8.9379e-01,3.7844e+00,9.8448e+00,2.9999e+01,-1.4321e+03
-9.9389e-01,-8.7857e-01,3.6467e+00,9.9143e+00,2.9627e+01,-1.4639e+03
-9.1631e-01,-1.0672e+00,3.6977e+00,9.4593e+00,2.9787e+01,-1.4675e+03
-9.6356e-01,-8.4499e-01,3.7408e+00,9.8685e+00,2.9872e+01,-1.4685e+03
-9.5437e-01,-8.8973e-01,3.7446e+00,9.5435e+00,2.9875e+01,-1.4556e+03
-9.6214e-01,-8.5196e-01,3.6397e+00,9.9309e+00,2.9617e+01,-1.4662e+03
-9.8007e-01,-8.9375e-01,3.7038e+00,9.9087e+00,2.9795e+01,-1.4666e+03
-9.7365e-01,-8.6607e-01,3.7675e+00,9.9578e+00,2.9952e+01,-1.4630e+03
-9.5557e-01,-8.1788e-01,3.6754e+00,9.9816e+00,2.9683e+01,-1.4677e+03
-9.8160e-01,-8.4966e-01,3.7266e+00,9.8868e+00,2.9824e+01,-1.4697e+03
-9.7487e-01,-8.4748e-01,3.6999e+00,9.7815e+00,2.9755e+01,-1.4445e+03
-9.8314e-01,-8.4822e-01,3.6936e+00,9.5876e+00,2.9736e+01,-1.4287e+03
-9.5284e-01,-8.7336e-01,3.7071e+00,9.6956e+00,2.9783e+01,-1.4409e+03
-9.7070e-01,-8.7527e-01,3.6641e+00,9.6973e+00,2.9663e+01,-1.4651e+03
-9.9535e-01,-9.5485e-01,3.7580e+00,9.3194e+00,2.9923e+01,-1.4648e+03
-9.9511e-01,-8.9819e-01,3.6896e+00,9.7034e+00,2.9748e+01,-1.4532e+03
-9.9372e-01,-9.0351e-01,3.6901e+00,9.6954e+00,2.9740e+01,-1.4694e+03
-9.8549e-01,-8.6753e-01,3.7949e+00,9.9722e+00,3.0023e+01,-1.4692e+03
-9.4111e-01,-1.0076e+00,3.6624e+00,9.8670e+00,2.9691e+01,-1.4609e+03
-9.8248e-01,-8.6958e-01,3.6902e+00,9.7295e+00,2.9731e+01,-1.4528e+03
-9.6339e-01,-8.9554e-01,3.6617e+00,9.7487e+00,2.9664e+01,-1.4562e+03
-9.7450e-01,-8.8041e-01,3.6847e+00,9.8109e+00,2.9724e+01,-1.4506e+03
-9.7139e-01,-9.5298e-01,3.7400e+00,9.7240e+00,2.9893e+01,-1.4564e+03
-9.7974e-01,-8.3336e-01,3.6810e+00,9.6904e+00,2.9707e+01,-1.4651e+03
-9.6909e-01,-8.5844e-01,3.8056e+00,9.7540e+00,3.0042e+01,-1.4467e+03
-9.6008e-01,-8.4227e-01,3.6901e+00,9.9438e+00,2.9744e+01,-1.4396e+03
-9.9164e-01,-8.6052e-01,3.6500e+00,9.7601e+00,2.9632e+01,-1.4504e+03
-9.5089e-01,-8.8288e-01,3.6617e+00,9.8754e+00,2.9682e+01,-1.4423e+03
-9.7650e-01,-9.2457e-01,3.7266e+00,9.2219e+00,2.9830e+01,-1.4352e+03
-9.5972e-01,-8.7393e-01,3.7454e+00,9.7223e+00,2.9882e+01,-1.4742e+03
-9.5811e-01,-8.8306e-01,3.7366e+00,9.4583e+00,2.9860e+01,-1.4111e+03
-9.5350e-01,-8.8683e-01,3.7005e+00,9.4953e+00,2.9761e+01,-1.4027e+03
-9.7074e-01,-8.6006e-01,3.7387e+00,9.7117e+00,2.9872e+01,-1.4407e+03
-9.2601e-01,-1.0495e+00,3.7158e+00,9.8041e+00,2.9843e+01,-1.4711e+03
-6.9437e-01,-1.9743e+00,3.6356e+00,9.6933e+00,2.9659e+01,-1.4551e+03
-9.7664e-01,-8.8406e-01,3.7431e+00,9.9082e+00,2.9897e+01,-1.4690e+03
-9.5560e-01,-9.1636e-01,3.6750e+00,9.6940e+00,2.9703e+01,-1.4727e+03
-9.7702e-01,-8.9274e-01,3.7438e+00,9.9913e+00,2.9901e+01,-1.4549e+03
