logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-3.1400e-01,-7.1254e-01,-2.4437e+00,-5.4249e-01,-9.2106e-01,2.7471e+00,1.7743e+00,2.8761e+01,-6.8879e+02
-3.7683e-01,-8.4746e-01,-7.3117e-01,-6.4441e-01,1.0923e-01,2.4515e+00,2.7990e+00,2.9069e+01,-8.7617e+02
-1.4554e-01,-8.3908e-01,-6.4851e-01,-3.8440e-01,7.1589e-01,2.6564e+00,2.3277e+00,2.8776e+01,-6.5632e+02
-1.2277e-02,-8.2017e-01,-1.9379e+00,-1.3876e+00,9.2919e-01,2.7055e+00,2.1284e+00,2.8729e+01,-7.8451e+02
2.8557e-03,-1.3340e+00,-2.7106e+00,-9.8388e-01,-1.7626e-01,2.3692e-01,2.9786e+00,2.8832e+01,-6.4573e+02
-4.7645e-02,-1.2181e+00,-1.2208e+00,-5.6380e-01,1.0519e+00,8.3139e-01,2.9572e+00,2.8801e+01,-7.8139e+02
-6.0834e-02,-1.1398e+00,-1.4129e+00,-5.2960e-01,3.8538e-01,1.9121e+00,2.8597e+00,2.8704e+01,-9.0499e+02
4.2335e-02,-1.3396e+00,-1.9446e+00,-5.1652e-01,-6.5676e-01,4.5305e-01,2.8537e+00,2.8521e+01,-6.7325e+02
-2.9432e-01,-9.8149e-01,-1.7431e+00,-1.2475e+00,4.5478e-01,1.5008e+00,3.0178e+00,2.9069e+01,-4.3176e+02
4.6041e-02,-7.9532e-01,-2.0600e+00,-8.6908e-02,1.2842e+00,2.7670e+00,1.5162e+00,2.8796e+01,-8.7140e+02
-3.9029e-01,-7.3501e-01,-1.6254e+00,-1.0907e+00,1.6335e+00,2.4878e+00,2.7026e+00,2.9026e+01,-7.0535e+02
-6.8751e-02,-5.8947e-01,-1.6134e+00,-9.7262e-01,2.2385e+00,2.2441e+00,1.7585e+00,2.8529e+01,-8.1245e+02
-4.1263e-02,-1.2134e+00,-1.4770e+00,-1.3858e+00,6.2055e-01,1.4006e+00,2.8456e+00,2.8522e+01,-7.9830e+02
-4.4950e-01,-5.9391e-01,-1.5245e+00,-5.8406e-01,2.0685e+00,2.3497e+00,2.5634e+00,2.8917e+01,-5.3481e+02
1.4317e-02,-9.3853e-01,-1.7721e+00,-3.6708e-02,1.1369e+00,2.3800e+00,2.6237e+00,2.8652e+01,-6.7291e+02
-4.8867e-01,-5.2367e-01,-1.1951e+00,1.0856e+00,2.2552e+00,2.2777e+00,2.8010e+00,2.9354e+01,-8.8601e+02
-1.3209e-01,-1.2451e+00,-9.3780e-01,-7.6727e-01,-6.9742e-02,2.8991e-01,2.9564e+00,2.8817e+01,-8.2395e+02
-2.7748e-01,-6.6087e-01,-1.4761e+00,4.7489e-01,-6.7302e-01,2.7519e+00,1.1266e+00,2.8746e+01,-7.2318e+02
-2.5655e-01,-1.0142e+00,-3.6042e-01,-9.7240e-01,4.1832e-01,1.0556e+00,3.0769e+00,2.9222e+01,-7.0063e+02
-4.5446e-01,-5.9516e-01,-5.0532e-01,1.1764e-02,1.0917e+00,2.8456e+00,1.6876e+00,2.9102e+01,-8.5217e+02
-7.7000e-02,-6.6875e-01,-1.2327e+00,-1.5576e+00,2.1104e+00,2.5082e+00,1.9572e+00,2.8739e+01,-7.6529e+02
2.6028e-02,-1.1238e+00,-2.3472e+00,-7.8318e-01,-2.6551e-01,2.2911e+00,2.8184e+00,2.8809e+01,-9.0547e+02
-5.7914e-02,-1.3860e+00,-1.4668e+00,-4.6446e-01,6.4478e-01,1.3850e+00,2.8893e+00,2.8727e+01,-8.4534e+02
1.3723e-01,-1.2258e+00,-1.2175e+00,-6.0989e-01,-8.9900e-02,2.4491e+00,2.5821e+00,2.8581e+01,-8.2451e+02
-4.0520e-01,-9.5877e-01,-2.6718e+00,-1.4148e+00,8.3370e-01,3.2707e-01,3.0767e+00,2.9232e+01,-8.6356e+02
-4.6021e-01,-4.7929e-01,-1.2456e+00,1.7942e-01,2.4842e+00,1.9592e+00,2.5436e+00,2.9228e+01,-7.7938e+02
8.9658e-02,-8.4340e-01,-2.5579e+00,1.5092e-01,1.1489e+00,2.6241e+00,1.2378e+00,2.8360e+01,-8.7866e+02
-2.6710e-01,-9.9967e-01,-2.0431e+00,-9.2339e-01,1.0809e+00,3.4907e-01,3.0699e+00,2.9200e+01,-7.3858e+02
-3.0286e-01,-4.8880e-01,-1.5925e+00,7.9430e-01,2.2946e+00,2.3753e+00,1.2391e+00,2.8732e+01,-6.6567e+02
-2.7947e-01,-1.0348e+00,-1.8749e+00,3.1614e-01,-7.3500e-01,1.0007e+00,3.1168e+00,2.9328e+01,-8.6508e+02
1.5902e-01,-1.0627e+00,-2.6870e+00,-1.2926e+00,-9.3377e-01,2.5053e+00,2.2751e+00,2.8315e+01,-7.1556e+02
-2.1288e-01,-9.7718e-01,-1.8056e+00,-5.6089e-01,-4.1830e-01,9.7379e-01,2.8791e+00,2.8661e+01,-7.9382e+02
-3.5165e-01,-6.9143e-01,-1.7059e+00,-1.0881e+00,-2.0747e-01,2.7229e+00,1.5500e+00,2.8686e+01,-5.9380e+02
-3.2289e-01,-6.8369e-01,-1.1701e+00,-1.1152e+00,1.1057e+00,2.6569e+00,1.5640e+00,2.8571e+01,-8.1710e+02
1.2825e-01,-9.2377e-01,-2.4422e+00,-9.5441e-01,1.1500e+00,2.7391e+00,9.5429e-01,2.8639e+01,-8.1340e+02
-2.0221e-01,-1.0201e+00,-2.0216e+00,-1.3974e+00,-3.7756e-02,5.5502e-01,3.0572e+00,2.9160e+01,-7.5244e+02
-4.6851e-01,-4.5475e-01,-2.7457e+00,9.1067e-01,2.6009e+00,8.1051e-01,2.4434e+00,2.9326e+01,-7.2230e+02
-2.0961e-02,-9.4324e-01,-2.3211e+00,-9.9585e-01,5.4002e-02,2.6213e+00,2.5747e+00,2.8884e+01,-6.7783e+02
2.9456e-03,-1.4125e+00,-2.5061e+00,-1.1686e+00,-6.1575e-01,1.5398e+00,3.0345e+00,2.9052e+01,-8.5311e+02
-1.1581e-01,-1.1855e+00,-1.1210e+00,-1.5508e+00,9.3675e-01,1.4233e+00,2.9720e+00,2.8927e+01,-8.9684e+02
-1.6734e-01,-7.5179e-01,-1.0856e+00,2.0255e-01,-1.0468e+00,2.7455e+00,1.3569e+00,2.8685e+01,-7.0039e+02
-9.0119e-02,-1.3561e+00,-1.9724e+00,-1.3083e+00,-5.7765e-01,1.7142e-01,2.8589e+00,2.8546e+01,-9.0538e+02
-4.2957e-02,-7.6843e-01,-1.1636e+00,2.3029e-01,1.4170e+00,2.7370e+00,9.4651e-01,2.8771e+01,-9.0195e+02
