niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.6470e+05,-1.6470e+05,-2.4969e-03,-1.6470e+05,1.2922e-01,6.6871e+00,inf,3.4914e-01,-9.8858e-01,-6.5549e-01,5.9902e+00,4.0494e+00,2.2151e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.6436e+05,-1.6437e+05,-4.9938e-03,-1.6437e+05,1.2924e-01,6.6896e+00,1.5144e+05,8.6510e-01,-9.1919e-01,-1.3225e+00,5.9280e+00,7.0732e-01,2.2597e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.6403e+05,-1.6404e+05,-7.4906e-03,-1.6404e+05,1.2926e-01,6.6921e+00,1.5111e+05,1.3980e+00,-3.8559e-01,-1.9914e+00,5.8161e+00,3.0657e+00,2.2033e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.6368e+05,-1.6369e+05,-9.9875e-03,-1.6369e+05,1.2929e-01,6.6946e+00,1.5078e+05,1.9232e+00,-9.8598e-01,-6.4903e-01,5.9090e+00,2.8288e+00,2.2424e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.6334e+05,-1.6335e+05,-1.2484e-02,-1.6335e+05,1.2931e-01,6.6971e+00,1.5043e+05,2.3023e+00,3.8747e-01,-1.2063e+00,5.8847e+00,2.7815e+00,2.2032e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.6259e+05,-1.6260e+05,-1.4981e-02,-1.6260e+05,1.2934e-01,6.6996e+00,1.5009e+05,2.8174e+00,-7.0184e-01,-1.3341e+00,5.6991e+00,3.3900e+00,2.2408e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.6186e+05,-1.6187e+05,-1.7478e-02,-1.6187e+05,1.2936e-01,6.7021e+00,1.4934e+05,3.3408e+00,-7.6710e-01,-1.4585e+00,5.8203e+00,7.3778e-01,2.3364e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.6150e+05,-1.6151e+05,-1.9975e-02,-1.6151e+05,1.2939e-01,6.7046e+00,1.4861e+05,3.8574e+00,-1.4544e-01,-6.6599e-01,5.6726e+00,8.4669e-01,2.2595e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.6137e+05,-1.6137e+05,-2.2472e-02,-1.6137e+05,1.2941e-01,6.7071e+00,1.4825e+05,4.3772e+00,2.6910e-01,-1.7251e+00,5.6519e+00,6.0790e-01,2.2634e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.6123e+05,-1.6124e+05,-2.4969e-02,-1.6124e+05,1.2943e-01,6.7096e+00,1.4811e+05,4.9517e+00,-8.5281e-01,-1.3427e+00,5.7899e+00,3.0382e-01,2.3554e+01
