# Vega Mags
# Elliptical M49 region extracted from isophotes (61.02,61.03]
# Num Pixels: 177712
# Neff ~ 422^2
# zmag gmag-zmag
# F850LP F475W-F850LP
# 
25.670065 1.903593
25.643173 1.895128
25.734136 1.759288
25.806560 1.822431
25.757790 1.790041
25.667741 1.891621
25.596612 1.899635
25.609034 1.949898
25.660992 1.878736
25.625099 1.946204
25.655374 1.907995
25.768122 1.745050
25.738559 1.773306
25.722952 1.824234
25.728701 1.945202
25.797388 1.779051
25.732926 1.776382
25.840221 1.754126
25.647594 1.923479
25.588607 1.956090
25.634727 1.989022
25.660456 1.925442
25.590216 2.023876
25.621393 1.917509
25.554312 1.983127
25.587717 2.016001
25.680813 2.026861
25.701532 1.928418
25.600789 1.892125
25.638477 1.956794
25.708850 1.822850
25.743946 1.852617
25.718183 1.845964
25.721319 1.863799
25.698761 1.888017
25.672644 1.925134
25.738041 1.781422
25.673152 1.814315
25.606788 1.901599
25.617731 1.916639
25.565138 2.082976
25.623755 1.944780
25.674954 1.902029
25.666383 1.992319
25.740974 1.825615
25.774962 1.776278
25.661718 1.843074
25.646186 1.994692
25.619288 1.948585
25.619915 2.003623
25.710406 1.977291
25.733999 1.853483
25.627566 1.907279
25.568073 1.989977
25.601523 2.014050
25.602437 1.908509
25.650192 1.919685
25.621352 1.981090
25.650604 1.981903
25.606511 2.066479
25.613280 2.051946
25.611472 1.924008
25.612243 1.896611
25.689059 1.757223
25.690357 1.898740
25.748630 1.733726
25.682489 1.997816
25.583984 1.881370
25.603539 1.896075
25.703766 1.857610
25.654926 1.889697
25.721456 1.896445
25.640876 1.836656
25.668912 1.738645
25.702912 1.890447
25.655768 1.856504
25.747561 1.850002
25.699304 1.855628
25.555802 1.992851
25.582999 1.996417
25.632807 1.906735
25.642619 1.835545
25.715987 1.806603
25.701467 1.936893
25.657547 1.944326
25.661974 1.880818
25.705721 1.946851
25.671182 1.892575
25.661621 1.751668
25.802303 1.720905
25.826576 1.731662
25.837119 1.642443
25.756932 1.833890
25.756178 1.840660
25.835520 1.713956
25.763414 1.711279
25.773241 1.764497
25.727917 1.898336
25.650319 2.019864
25.597964 2.054876
25.662355 1.855179
25.642841 1.934865
25.662209 1.856023
25.599146 1.924252
25.654237 1.934985
25.679726 1.838508
25.768574 1.737212
25.705421 1.770181
25.633586 1.901397
25.757887 1.760862
25.720489 1.842391
25.729498 1.798678
25.785523 1.783356
25.709907 1.792972
25.685820 1.946504
25.724619 1.813238
25.608132 1.870924
25.491625 1.913715
25.594984 1.935768
25.572687 1.992591
25.662574 1.883187
25.728993 1.849372
25.807347 1.859438
25.748718 1.899855
25.763193 1.758933
25.700546 1.851624
25.702402 1.970346
25.614921 1.929648
25.649634 1.849427
25.668868 1.913822
25.691894 1.833905
25.699774 1.787393
25.662105 1.956550
25.585560 1.900427
25.599174 1.944409
25.604081 1.945332
25.645365 1.930470
25.764063 1.926966
25.727249 1.911017
25.679979 1.911377
25.684608 1.841878
25.733398 1.929289
25.567676 2.067080
25.714847 1.770783
25.774453 1.805441
25.722398 1.808815
25.688377 1.972541
25.642099 1.939107
25.698945 1.823991
25.721838 1.831008
25.699996 1.895076
25.689915 1.866615
25.702321 1.867604
25.641402 1.942348
25.644807 1.921139
25.691307 1.890001
25.718325 1.839449
25.698273 1.814831
25.643818 1.924405
25.448981 1.980510
25.638695 1.948856
25.677941 1.924329
25.713533 1.798937
25.642280 1.899746
25.517573 1.946655
25.545687 2.015407
25.718653 1.878858
25.899020 1.724974
25.779193 1.895859
25.705200 1.880602
25.618704 1.811672
25.604183 1.876291
25.690822 1.800405
25.651196 1.861624
25.653748 1.813132
25.601572 2.071076
25.613656 2.049547
25.618846 1.966425
25.626596 1.936031
25.612053 1.944196
25.547848 2.020585
25.622303 1.954795
25.644251 1.896549
25.640342 1.911904
25.630087 2.020027
25.616379 1.987920
25.593311 1.956445
25.676828 1.793130
25.670326 1.752241
25.733040 1.844624
25.773416 1.815766
25.654446 1.902676
25.653449 1.893681
25.801987 1.807831
25.775150 1.893338
25.700632 1.835414
25.557196 1.967852
25.618100 1.910912
25.657016 2.013449
25.665646 1.975852
25.706511 1.821639
25.603153 1.891587
25.650747 1.820619
25.711077 1.822196
25.767660 1.920026
25.693233 1.858416
25.728475 1.750912
25.818984 1.720693
25.786779 1.800693
25.741514 1.838086
25.676163 1.812846
25.697102 1.717343
25.720399 1.857043
25.705817 1.804168
25.687851 1.907693
25.736675 1.856293
25.779473 1.730661
25.757510 1.763567
25.723872 1.839234
25.713988 1.974886
25.630517 1.894610
25.544599 1.883127
25.683746 1.811771
25.707473 1.850927
25.683974 2.008904
25.703632 1.839280
25.616510 2.074407
25.637724 1.938928
25.624802 1.967252
25.648145 1.942944
25.682627 1.815178
25.708058 1.787598
25.710483 1.765111
25.714364 1.837503
25.717259 1.795216
25.656406 1.941453
25.710626 1.958250
25.583016 1.985551
25.654336 1.895398
25.750994 1.864401
25.641978 1.962947
25.643907 1.932172
25.647165 1.910491
25.610766 1.984800
25.583175 2.069770
25.471978 1.999571
25.529609 1.937059
25.561232 1.979410
25.649729 1.933129
25.730414 1.794827
25.579894 2.090676
25.586589 2.058735
25.696631 1.816449
25.668839 1.729367
25.714745 1.841534
25.726972 1.857281
25.678341 1.837124
25.678638 1.931922
25.754335 1.798871
25.806263 1.775133
25.573316 1.988632
25.670545 1.953062
25.844467 1.854797
25.676664 1.947494
25.639641 2.143413
25.641015 1.887905
25.632361 1.901978
25.713552 1.869441
25.738624 1.864954
25.781029 1.757544
25.754410 1.777698
25.716231 1.845674
25.627843 1.912805
25.645981 1.926761
25.635175 1.862480
25.682449 1.787195
25.674160 1.949113
25.574564 2.100033
25.696331 1.785229
25.599201 1.941349
25.619114 1.888017
25.654365 1.888070
25.680280 1.895652
25.656217 2.073920
25.611249 2.053023
25.651855 1.896479
25.629065 1.878059
25.579781 1.943459
25.575379 1.903863
25.637522 1.831908
25.666463 1.898737
25.601444 2.017791
25.648931 1.887739
25.723906 1.810541
25.705295 1.864458
25.631607 1.898517
25.615678 1.940989
25.576164 1.939240
25.782946 1.735645
25.802118 1.783428
25.747622 1.836989
25.689900 2.022344
25.773425 1.830268
25.757349 1.893095
25.653951 1.853800
25.577238 1.906640
25.583400 1.948195
