# Vega Mags
# Elliptical M49 region extracted from isophotes (63.02,63.03]
# Num Pixels: 178883
# Neff ~ 423^2
# zmag gmag-zmag
# F850LP F475W-F850LP
# 
25.889763 2.060661
26.084413 1.734663
25.944322 1.902507
26.053454 1.773055
26.052767 1.695860
26.132674 1.691991
26.027228 1.724329
26.035812 1.790315
25.927591 1.699697
25.937575 1.848457
25.989267 1.726050
26.003715 1.658330
25.981465 1.819247
26.013924 1.802920
25.956337 1.771902
25.989669 1.727069
25.937766 1.864266
25.901390 1.868336
25.960407 1.748048
25.922304 1.788652
26.054198 1.702995
25.961780 1.763448
25.870733 1.916391
25.882230 2.067831
25.861365 1.873636
25.884117 1.823273
25.854035 1.887357
25.780372 1.977587
25.851197 1.891937
25.990552 1.756513
25.873278 1.873951
25.811417 1.866392
25.899126 1.835384
26.003357 1.694313
25.949842 1.792339
25.997171 1.781508
25.898681 1.880777
25.861350 1.936017
25.894850 1.869620
25.838236 1.878162
25.884338 1.870663
26.024552 1.674965
26.018546 1.652390
25.995625 1.707647
26.055910 1.713654
25.985946 1.802253
26.037539 1.754252
25.947700 1.848679
25.989548 1.660002
25.886403 1.830001
25.915727 1.751750
25.870380 1.886202
25.897608 1.792198
25.917243 1.763312
25.987587 1.794094
25.990328 1.769053
25.962514 1.746017
25.878843 1.888577
25.884305 1.892884
26.075210 1.735183
26.088179 1.723340
25.896505 1.864391
25.796324 1.890551
25.804294 1.919182
25.928808 1.827295
25.965813 1.793777
25.980623 1.763104
25.897990 1.861542
25.770522 2.015201
25.766506 2.019995
25.904787 1.835661
25.910264 1.819747
25.908993 1.883349
25.949512 1.908327
25.942634 1.866262
26.010452 1.699037
25.925542 1.815623
25.902610 1.886229
25.975300 1.781226
26.040944 1.758771
26.031374 1.778955
26.018859 1.713286
25.948884 1.765856
25.992514 1.730617
25.933883 1.884817
25.956974 1.826879
25.983351 1.714386
26.046735 1.858498
26.055304 1.743104
25.995253 1.704443
26.004039 1.694835
25.970792 1.715630
25.986689 1.788560
25.960237 1.809821
25.975780 1.636710
25.939810 1.743610
25.994814 1.851306
25.986303 1.806364
26.097439 1.794324
26.013026 1.746527
26.005002 1.729484
26.012407 1.755741
25.970025 1.799700
25.877523 1.863505
25.894362 1.836422
25.938571 1.802651
26.026486 1.687130
25.899635 1.802991
26.003295 1.551943
25.904938 1.734912
25.978356 1.710307
26.079532 1.566463
25.916618 1.814383
25.947237 1.751169
26.043136 1.847141
26.010060 1.837691
25.928136 1.655370
25.890881 1.768021
25.929926 1.786163
25.978372 1.774670
25.868326 1.969438
25.829247 2.057092
25.803185 2.066372
25.907657 1.852422
25.919636 1.859184
25.793622 1.990957
25.816816 1.991864
25.880656 1.942730
25.908738 1.818572
25.856093 1.942264
25.916572 1.818761
26.045345 1.671593
26.096577 1.618597
25.983822 1.765837
25.843716 1.891630
26.007566 1.734855
26.000275 1.810289
25.821101 2.006267
25.906769 1.846997
25.973152 1.746145
26.091109 1.653521
26.024030 1.756265
26.042191 1.695622
25.981210 1.783270
25.960452 1.849373
25.862107 1.939564
25.903484 1.811211
25.889574 1.918440
25.912669 1.904633
25.843142 1.842314
25.870320 1.763289
25.744443 1.996205
25.883365 1.802669
25.882743 1.849654
25.991636 1.752416
25.940200 1.826290
25.976568 1.769350
25.982710 1.691541
25.888080 1.671876
25.887182 1.770241
25.898425 1.925770
25.869091 2.003020
26.101757 1.663302
26.052295 1.686430
25.945899 1.739563
25.847640 1.901279
25.964829 1.680313
25.851229 1.850393
25.920075 1.841789
25.952153 1.728886
25.873853 2.063534
25.928054 1.898671
25.946280 1.823396
26.033870 1.832270
26.114360 1.610089
26.033450 1.629373
25.839898 1.824899
25.826252 1.845182
25.959229 1.739111
25.869644 1.833459
25.919277 1.755218
25.863243 1.905665
25.881028 1.881278
25.979186 1.780926
25.996736 1.840066
25.994725 1.753469
25.920196 1.902605
25.913261 1.957883
25.957352 1.826986
26.000812 1.772180
26.056030 1.708958
25.986801 1.839641
25.896283 1.909628
25.859154 1.953929
25.945597 1.710403
25.775336 1.884624
25.671928 1.948156
25.771465 1.943828
25.929686 1.831071
25.951578 1.642711
25.967850 1.770722
25.932649 1.825377
25.915709 1.878800
25.952030 1.897367
25.879967 1.900266
26.077762 1.794267
25.973205 1.877721
26.026792 1.697909
26.044754 1.676597
25.880105 1.825838
25.952489 1.795142
25.797118 1.895600
25.826620 1.850320
25.897674 1.723838
26.041958 1.828347
26.001897 1.843856
25.948171 1.695024
25.846140 1.780281
25.758394 2.001902
25.869357 1.898401
26.002606 1.813949
25.997754 1.739148
25.973260 1.684935
25.957935 1.751699
25.987630 1.734637
25.856908 1.955601
25.954972 1.743345
25.900947 1.854203
25.931127 1.853499
26.004468 1.700075
25.965974 1.780357
26.043388 1.748692
25.973119 1.892398
25.915865 2.032075
25.965673 1.828149
26.009714 1.758483
25.932201 1.810180
25.916183 1.831615
25.941519 1.838653
25.953528 1.902873
26.002285 1.748501
25.841404 1.893839
25.892059 1.917627
25.957961 1.819733
25.872751 1.881769
25.949475 1.765654
25.927545 1.763470
25.932010 1.832844
25.888333 1.882961
25.966317 1.743003
25.974321 1.789773
25.994647 1.722153
25.815968 1.927146
25.750866 2.027613
25.773569 1.940675
25.849742 1.981489
25.865911 1.918630
25.876684 1.831078
25.872212 2.041332
25.843207 1.961395
25.741396 1.940518
25.844112 1.796403
25.862481 1.869364
25.951256 1.713405
25.899215 1.789194
25.832414 1.905646
25.953581 1.832671
25.913056 1.864279
25.936403 1.752769
26.010439 1.783535
26.018705 1.670109
25.995834 1.807068
25.869428 1.877965
25.840151 1.859952
25.847791 1.865791
25.825263 1.862879
25.981213 1.800146
25.994912 1.715701
25.949679 1.749241
25.947974 1.799751
25.903183 1.847048
25.780825 1.998862
25.812293 2.044424
25.864791 1.961537
25.925650 1.781213
25.800085 2.034908
25.830071 2.021531
25.947130 1.905516
26.022960 1.730131
26.040267 1.726021
25.886968 1.838578
25.912057 1.804684
25.792996 1.862008
25.837352 1.928641
25.973692 1.747594
25.979376 1.970856
25.991618 1.809084
25.986813 1.830065
26.020305 1.635388
25.912996 1.654429
25.864075 1.796023
25.864501 1.844470
25.817827 1.897832
25.873669 1.902716
25.914586 1.817595
25.987730 1.910810
26.088660 1.673629
26.077460 1.586681
