# Vega Mags
# Elliptical M49 region extracted from isophotes (1,28]
# Semi-Minor Axes (pix): (0.0, 62.1]
# Num Pixels: 9478
# Neff ~ 414^2
# zmag gmag-zmag
# F850LP F475W-F850LP
# 
21.596220 2.199339
21.588994 2.213996
21.584277 2.213499
21.578868 2.208483
21.582949 2.208452
21.578033 2.194376
21.568133 2.202421
21.571716 2.220788
21.577390 2.216978
21.587948 2.208863
21.578162 2.203110
21.575320 2.215444
21.572474 2.219745
21.580594 2.212002
21.581640 2.206179
21.568292 2.201525
21.580608 2.217480
21.589685 2.229496
21.586000 2.217847
21.580172 2.204489
21.580336 2.218950
21.585632 2.204207
21.567437 2.223621
21.565261 2.235859
21.565270 2.220711
21.571707 2.206047
21.575255 2.199717
21.572055 2.201547
21.561074 2.219031
21.558604 2.215502
21.568085 2.198511
21.553904 2.222586
21.551953 2.235083
21.561498 2.204120
21.571749 2.220299
21.566759 2.213261
21.570161 2.185610
21.577372 2.203707
21.569974 2.214960
21.560837 2.222019
21.564803 2.217542
21.563439 2.212223
21.569411 2.229737
21.601477 2.200630
21.578954 2.232064
21.591444 2.203812
21.585965 2.199756
21.583364 2.210963
21.576705 2.220404
21.571065 2.223360
21.566532 2.209769
21.564280 2.207382
21.565439 2.208079
21.551498 2.225447
21.554856 2.204219
21.553346 2.204161
21.564171 2.210697
21.562358 2.206419
21.552962 2.213805
21.545362 2.211800
21.540695 2.211168
21.545330 2.213104
21.541784 2.220376
21.544538 2.210601
21.556184 2.203113
21.554640 2.210893
21.562219 2.186956
21.552038 2.220771
21.558932 2.229989
21.563394 2.210739
21.552140 2.211580
21.567241 2.203229
21.563486 2.212410
21.568122 2.225165
21.578541 2.212337
21.593362 2.185942
21.584150 2.213680
21.579042 2.206147
21.576137 2.206461
21.567091 2.216411
21.566091 2.224934
21.572048 2.214818
21.575613 2.198333
21.565726 2.209504
21.551736 2.225062
21.555160 2.205833
21.559906 2.214881
21.556920 2.223933
21.533195 2.229492
21.537537 2.209691
21.532808 2.208699
21.537799 2.209801
21.536963 2.217974
21.535322 2.221237
21.530103 2.220348
21.530610 2.216203
21.532895 2.218062
21.538602 2.207846
21.524260 2.215378
21.532455 2.194702
21.535640 2.211910
21.541488 2.214313
21.535475 2.226446
21.540039 2.226338
21.541213 2.230578
21.543021 2.229408
21.563865 2.211315
21.565821 2.198030
21.563426 2.216123
21.564849 2.220929
21.567613 2.209716
21.579911 2.196714
21.583382 2.209690
21.579810 2.214407
21.579420 2.220591
21.573288 2.213301
21.572631 2.201478
21.560539 2.212017
21.567234 2.210538
21.567246 2.188440
21.556105 2.210827
21.552951 2.215555
21.554201 2.201377
21.536018 2.214077
21.534770 2.202055
21.534555 2.203759
21.527120 2.219326
21.527404 2.229776
21.515062 2.240104
21.519279 2.233882
21.514943 2.210893
21.523785 2.234005
21.533618 2.205644
21.520887 2.237999
21.512348 2.236432
21.522088 2.221601
21.519992 2.216783
21.523653 2.213233
21.514024 2.217567
21.504472 2.224488
21.514862 2.218312
21.537542 2.205068
21.549981 2.207433
21.524299 2.217463
21.538351 2.218269
21.539311 2.215598
21.537632 2.218634
21.538598 2.218887
21.545939 2.216389
21.556641 2.202904
21.565236 2.193319
21.568802 2.192386
21.568219 2.209598
21.565651 2.212615
21.566334 2.211804
21.579231 2.204028
21.579973 2.216162
21.587965 2.210322
21.577517 2.212657
21.553120 2.222271
21.549495 2.204354
21.556845 2.207063
21.562794 2.197831
21.553384 2.207895
21.545553 2.215921
21.540971 2.222640
21.539134 2.210607
21.538977 2.194451
21.522286 2.207293
21.523879 2.220111
21.523818 2.188048
21.509608 2.231619
21.501667 2.234016
21.496571 2.233307
21.501274 2.217565
21.503786 2.212690
21.507613 2.210089
21.514239 2.202998
21.514719 2.209543
21.517106 2.193780
21.517483 2.203005
21.514973 2.203141
21.503762 2.230199
21.500099 2.215772
21.494980 2.224913
21.499715 2.221602
21.509613 2.215839
21.519263 2.216296
21.520403 2.215054
21.527088 2.211137
21.524820 2.207431
21.522376 2.232665
21.543164 2.221109
21.527941 2.217670
21.546443 2.199041
21.550769 2.202677
21.548217 2.216196
21.554384 2.207535
21.554039 2.213743
21.551786 2.218399
21.565132 2.204065
21.567246 2.213461
21.569258 2.236097
21.590461 2.208043
21.585279 2.202920
21.585614 2.218674
21.576572 2.215423
21.566362 2.209959
21.540666 2.218014
21.536562 2.217516
21.544952 2.212538
21.544555 2.203045
21.533246 2.205076
21.528315 2.219617
21.521855 2.231023
21.537786 2.183635
21.524867 2.191988
21.513893 2.202983
21.511216 2.224168
21.508047 2.227569
21.508731 2.212415
21.498431 2.210832
21.504549 2.207865
21.491939 2.221248
21.475572 2.235054
21.494951 2.233776
21.499113 2.193370
21.495396 2.207777
21.497795 2.213044
21.503220 2.212728
21.499944 2.214868
21.491899 2.222545
21.482890 2.220339
21.484005 2.208994
21.486905 2.216168
21.483435 2.227554
21.497842 2.217672
21.506236 2.210546
21.512338 2.207981
21.513533 2.202480
21.517455 2.220160
21.525036 2.215835
21.520706 2.210515
21.528990 2.208441
21.531312 2.218072
21.524366 2.246667
21.527425 2.251250
21.541365 2.218742
21.539778 2.220788
21.548175 2.231237
21.566538 2.208912
21.559867 2.219854
21.567516 2.222071
21.581130 2.210783
21.592525 2.178911
21.582054 2.210704
21.590203 2.208043
21.572901 2.216442
21.557501 2.199548
21.544236 2.217577
21.537252 2.217800
21.540666 2.201939
21.534894 2.216433
21.515975 2.240788
21.516253 2.231530
21.516873 2.212687
21.507794 2.217300
21.511519 2.207694
21.513719 2.188914
21.498253 2.197247
21.488164 2.233427
21.490024 2.255853
21.497974 2.217882
21.490659 2.212098
21.482608 2.209116
21.480611 2.214190
21.476118 2.205962
21.486540 2.181534
21.491151 2.189587
21.486215 2.208145
21.470308 2.243643
21.485438 2.220478
21.475518 2.236471
21.495668 2.206260
21.476959 2.212298
21.461265 2.237038
21.467673 2.206123
21.474523 2.202385
21.479948 2.212968
21.481450 2.226379
21.488413 2.223901
21.502973 2.202213
21.512008 2.204998
21.513996 2.190519
21.509165 2.194871
21.509725 2.209189
21.507902 2.220320
21.514627 2.239040
21.526793 2.220398
21.535183 2.208294
21.534549 2.226453
21.535601 2.226495
21.552804 2.210709
21.544264 2.225911
21.555346 2.220280
21.561444 2.211705
21.571722 2.203454
21.581369 2.221994
21.576150 2.202669
21.584127 2.200750
21.564027 2.235778
21.560092 2.221559
21.560592 2.212932
21.547652 2.221261
21.538188 2.225916
21.538685 2.211528
21.522019 2.221837
21.516134 2.233217
21.506902 2.236173
21.502122 2.228426
21.506935 2.209588
21.503224 2.196957
21.494592 2.199804
21.496745 2.207783
21.485985 2.206725
21.479042 2.219507
21.483633 2.210665
21.486597 2.199373
21.478673 2.210737
21.471775 2.227921
21.472558 2.224827
21.483062 2.216554
21.483059 2.202705
21.479302 2.200671
21.474762 2.206817
21.465483 2.225453
21.464632 2.225857
21.462221 2.227080
21.477667 2.204687
21.466249 2.218822
21.455484 2.228984
21.463100 2.200304
21.472666 2.212441
21.462289 2.220211
21.468987 2.211074
21.480751 2.217923
21.485180 2.210495
21.488453 2.218572
21.493273 2.205801
21.499454 2.204057
21.503018 2.207479
21.493523 2.228093
21.501551 2.226644
21.516880 2.217053
21.520618 2.202475
21.529249 2.226287
21.527556 2.222764
21.535278 2.205305
