# Imag Bmag-Vmag
# F814W F555W-F814W
# Vega Magnitudes
-2.832029 0.911573
-2.830223 1.022549
-2.896587 1.101600
-2.940065 1.079488
-2.872738 0.943279
-2.923853 1.003147
-2.959558 1.052996
-2.962467 1.055968
-3.025634 1.114619
-2.973972 1.177167
-2.839289 1.132701
-2.844330 0.986975
-2.984495 1.074853
-3.035588 1.172104
-2.951149 1.130202
-2.926220 1.112220
-3.155503 1.232660
-3.044358 1.141174
-3.005238 1.147464
-3.057231 1.242004
-3.156726 1.296871
-3.418155 1.489341
-3.485161 1.527174
-3.155112 1.296694
-3.027404 1.155287
-3.199772 1.410942
-3.319430 1.444652
-3.432346 1.529604
-3.313896 1.373652
-3.155238 1.181098
-3.169421 1.064443
-3.202560 1.128424
-3.103896 1.040088
-2.942097 1.078794
-3.000901 1.062993
-3.112112 1.298896
-2.977521 1.231830
-2.929580 1.053411
-3.000616 1.056706
-3.050238 1.259713
-3.002428 1.128543
-3.079258 1.211601
-3.075653 1.269697
-2.974120 1.131551
-3.010013 1.218109
-3.096555 1.209945
-3.052938 1.052315
-3.000863 1.077525
-2.919386 1.127228
-3.028885 1.048236
-3.038730 0.953499
-3.016163 0.904730
-3.117858 1.185045
-3.012250 0.961242
-3.001946 1.033096
-3.004103 1.058893
-2.944463 1.078598
-2.919654 1.031520
-2.895810 1.060687
-2.854358 1.037385
-2.905353 1.049737
-2.862396 1.084505
-2.968314 1.245085
-3.117542 1.217050
-3.035164 1.122574
-3.037853 1.225652
-2.998136 1.124041
-2.938561 1.150157
-2.850673 0.934694
-2.768290 0.916668
-2.883198 1.168665
-2.991681 1.129643
-3.015431 1.052505
-2.901664 1.107411
-2.913541 1.185085
-3.026675 1.166648
-3.025941 1.294423
-3.072599 1.232955
-3.111387 1.196167
-3.098937 1.237884
-2.965610 1.085798
-3.011108 1.125884
-2.976160 1.031131
-2.958658 0.965381
-3.027139 1.070958
-3.091757 1.190880
-2.950602 1.119398
-2.972495 1.117197
-2.936753 1.067665
-2.903188 1.193655
-2.830417 1.019615
-3.001608 1.236791
-2.954373 1.223520
-2.871025 1.015026
-2.818076 1.132909
-2.769525 0.973979
-2.875101 1.179602
-2.979858 1.208232
-3.038169 1.146865
-3.076668 1.128281
-3.160140 1.028512
-2.977897 0.966919
-2.917326 1.139407
-2.893833 0.952754
-3.018311 1.166634
-3.062087 1.107150
-2.996760 1.079872
-2.947431 1.166492
-2.947888 1.136075
-2.954964 1.175290
-2.913746 1.070945
-2.963587 1.110989
-2.947704 1.199215
-2.939743 1.142887
-2.951275 1.098220
-2.871861 0.982638
-2.841186 1.006119
-2.859887 1.090018
-2.885747 1.113483
-2.981743 1.254167
-3.093342 1.407195
-3.013880 1.221550
-3.036484 1.237751
-3.111586 1.252816
-3.018271 1.178456
-2.980803 1.262448
-3.057317 1.268243
-2.960031 1.054221
-3.003358 1.116451
-2.865022 1.111103
-2.872897 1.235356
-2.800585 1.032736
-2.868826 1.089355
-2.862256 1.234782
-2.858297 1.161960
-2.848256 0.920081
-2.862737 1.040458
-2.898722 1.085544
-2.893309 0.981506
-2.938993 1.175032
-2.990309 1.159360
-3.237134 1.431954
-3.519556 1.486236
-3.380681 1.471695
-3.264081 1.382967
-3.166238 1.228705
-2.933823 1.056097
-2.900825 0.837790
-2.870447 0.986694
-2.972381 1.076734
-2.930098 0.886954
-3.009321 1.135929
-3.124522 1.086955
-3.118413 0.882154
-2.916390 0.907720
-2.830811 1.007767
-2.933696 1.204398
-3.146070 1.141776
-3.102808 1.128675
-2.972348 1.050762
-2.859524 0.977464
-2.875102 1.068158
-2.946386 1.143481
-2.853283 1.107604
-2.970661 1.284130
-2.935845 1.216086
-2.916651 1.081772
-2.970497 1.091633
-2.852291 0.964595
-2.864467 1.031901
-2.879767 1.025446
-3.017585 1.131452
-2.965162 1.119476
-2.924285 1.049801
-2.898321 1.078256
-2.900794 1.307472
-2.985308 1.215588
-3.043867 1.234242
-3.008504 1.174967
-2.926641 1.210588
-2.882046 1.050340
-2.796369 0.943399
-2.801623 0.963641
-2.809810 0.976052
-2.861760 1.013308
-3.038064 1.081997
-2.973827 1.029819
-2.917879 1.089114
-3.020209 1.062040
-3.064776 1.125487
-2.959445 0.994478
-2.912289 1.364513
-2.833820 1.151720
-3.029753 1.297693
-3.048623 1.259631
-2.905151 1.084318
-2.916555 0.992939
-2.901573 1.131922
-2.887180 1.150772
-2.813445 0.896300
-2.849310 0.944160
-2.909590 1.057440
-3.007374 1.121344
-3.031485 1.074703
-2.997660 1.088421
-2.885034 0.894873
-3.037630 1.126883
-3.063770 1.149755
-2.922011 1.031600
-2.899883 1.067167
-3.011442 1.041679
-3.274706 0.888507
-3.585756 0.905857
-3.506258 0.946151
-3.369584 1.116318
-3.056987 1.000797
-2.958479 1.072720
-2.950233 1.018787
-2.927087 0.871585
-2.947527 1.018036
-2.980320 1.029301
-2.957376 1.166060
-2.986707 0.993091
-2.981623 1.032083
-2.954699 0.933011
-2.926006 0.873671
-3.062138 0.900469
-3.186169 1.242022
-3.168195 1.109071
-2.979771 0.937008
-3.056933 1.177109
-2.941565 1.044799
-3.009184 1.193107
-3.002504 1.245888
-3.013782 1.182321
-3.012057 1.206778
-2.923744 1.060575
-2.909744 1.071209
-2.891787 0.923153
-3.033559 0.884731
-3.096692 0.905167
-3.018448 1.060235
-2.961714 1.091035
-2.970921 1.025313
-2.996884 1.055584
-3.006665 1.042121
-3.100718 1.064517
-3.134036 1.234790
-3.151185 1.263844
-3.176276 1.286274
-3.205116 1.283899
-3.109443 1.097044
-2.978615 1.013648
-3.027904 1.098012
-3.033951 1.181458
-3.193729 1.183727
-3.206451 1.223547
-3.188486 1.044736
-3.256966 1.063049
-3.116875 1.131104
-3.144255 1.321029
-3.072406 1.189125
-3.086283 1.057742
-3.071183 1.196458
-2.949638 1.091788
-2.959258 1.084282
-3.044604 1.175348
-2.991301 1.093940
-2.871715 0.946976
-2.898123 0.990549
-2.949471 0.953691
-3.074323 1.185062
-3.085233 1.170465
-3.001109 1.065308
-2.982524 1.081982
-2.996523 1.059275
-3.069143 1.130646
-2.985856 0.978434
-3.037232 1.086491
-3.161758 1.263285
-3.335901 1.150158
-3.266371 1.216840
-3.114715 1.084278
-3.158254 1.050467
-3.134300 1.131619
-3.098661 1.047289
-3.069664 1.110754
-2.917208 1.039330
-2.858816 0.911219
-2.954334 0.909423
-3.000024 0.913621
-3.043713 1.092114
-3.066103 1.111148
-3.019012 1.066936
-2.989084 0.933609
-3.042562 1.028915
-3.028797 1.039570
-3.011516 1.100656
-2.986269 0.952444
-3.104235 0.963316
-3.109776 1.069395
-3.021369 0.989672
-3.053050 1.153047
-2.935174 1.016872
-2.988425 1.004513
-3.119363 1.170426
-3.288939 1.319258
-3.268492 1.255994
-3.185134 1.091618
-3.004446 0.966111
-2.927353 1.004960
-2.907746 1.108394
-2.941470 1.028462
-3.013356 0.994076
-3.138646 1.215937
-3.173566 1.132349
-3.167674 1.099618
-3.133135 0.973683
-3.135146 0.956929
-3.138533 1.081742
-3.025765 0.946156
-3.064776 1.033562
-3.090300 1.034862
-3.073307 0.993611
-2.960849 0.984734
-3.028555 0.987097
-3.138978 1.167557
-3.227093 1.283436
-3.285134 1.332507
-3.318031 1.253420
-3.229812 1.108874
-3.243321 1.005244
-3.265504 0.907845
-3.098991 0.991614
-3.050282 1.065934
-3.084336 1.131862
-3.088041 1.069447
-3.206866 1.050133
-3.202201 1.120524
-3.106134 1.126038
-3.118962 1.105413
-3.084083 1.064047
-3.070765 1.059860
-3.173842 1.237856
-3.130391 1.118357
-3.166057 1.059749
-3.159711 0.971893
-3.142311 1.096681
-3.260246 1.267865
-3.333648 1.243513
-3.206370 1.087976
-3.066377 1.157174
-3.107546 1.115859
-3.240567 1.281370
-3.197513 1.289318
-3.172563 1.122190
-3.041693 1.169589
-3.084562 1.125285
-3.047108 0.964055
-3.039485 0.962377
-3.033195 1.101795
-3.040208 1.065410
-3.095054 1.053941
-3.044586 1.009906
-2.929367 0.980207
-2.993651 0.917031
-3.024634 1.056864
-2.933321 1.088714
-3.023768 1.108162
-3.000416 1.116635
-2.967741 1.053045
-3.009274 1.132682
-2.937832 1.032779
-2.797472 1.019983
-2.856573 0.937240
-2.857316 0.953337
-2.724369 0.669170
-2.817320 0.856350
-2.941054 1.019861
-2.928268 0.837035
-2.945534 1.027168
-2.888912 1.071976
-2.926212 0.988067
-2.926958 0.982874
-2.882716 0.970983
-2.803757 0.919245
-2.864241 1.085373
-2.839227 1.036685
-3.013777 1.056502
-3.146446 1.301680
-3.008967 1.112619
-2.976646 1.130818
-2.991809 1.094919
-2.929991 1.070474
-2.973311 1.061181
-3.061247 1.158337
-3.006458 1.068525
-3.041169 0.990035
-3.041436 1.134922
-2.889953 1.081621
-2.815473 0.931313
-2.919639 1.143361
-3.171943 1.367373
-3.076718 1.186179
-2.986785 1.126354
-3.094123 1.306554
-2.964877 1.053739
-2.953290 1.060607
-2.942794 1.077279
-2.953176 1.175864
-3.016087 1.173810
-2.774652 0.886129
-2.886866 1.025446
-2.918534 1.094571
-2.848179 1.053529
-2.929132 1.071177
-3.058366 1.290838
-2.995532 1.248722
-2.957351 1.072261
-2.983959 1.200292
-3.070376 1.177613
-3.365449 1.371370
-3.451649 1.433592
-3.203205 1.323550
-3.062572 1.300799
-3.256215 1.450417
-3.332224 1.402805
-3.419215 1.500287
-3.244350 1.313814
-3.157113 1.196294
-3.205557 1.135494
-3.169333 1.140255
-3.076318 1.120028
-3.049191 1.121076
-3.050411 1.156239
-3.076698 1.139231
-3.076373 1.189231
-3.037314 1.210429
-3.011537 1.083889
-3.029139 1.093335
-3.007124 1.149221
-3.072620 1.190696
-3.012330 1.070016
-2.967194 1.137346
-2.947620 1.143260
-2.963069 1.025266
-2.970475 0.963051
-3.004663 1.113254
-2.970840 1.025555
-3.097554 0.922968
-3.114457 0.997553
-3.126610 1.003180
-3.169118 1.155496
-3.033362 1.026633
-2.931640 1.009633
-2.910435 1.058619
-2.971186 1.121091
-2.893560 1.101646
-2.986090 1.204159
-3.075546 1.212404
-2.966497 1.066755
-2.885145 0.971269
-2.838269 1.035300
-2.824849 1.136667
-2.919357 1.048213
-2.885469 0.992419
-2.869599 1.182834
-2.973581 1.321213
-2.947153 1.091796
-2.825235 0.989675
-2.868261 1.190054
-3.002927 1.109150
-3.002100 1.020233
-2.992231 0.947623
-3.023018 0.933525
-2.951763 1.063912
-2.900574 1.167609
-2.941419 1.014208
-3.180242 1.308493
-3.177332 1.347888
-2.935799 1.081723
-3.028576 1.299489
-2.981185 1.071912
-3.056759 1.104445
-3.059074 1.165120
-3.021396 1.104495
-2.921225 1.124813
-2.976654 1.040048
-2.897124 1.012044
-2.803417 0.992294
-2.770017 0.863345
-2.850057 1.068304
-2.870027 1.048692
-2.821982 0.984457
-2.850138 0.986064
-2.876595 1.108573
-2.935211 1.306105
-2.909080 0.938111
-2.942380 1.123341
-2.977824 1.059778
-2.991493 1.121605
-2.851277 1.040031
-2.865963 1.150715
-2.868609 0.990949
-2.987271 1.157239
-3.050674 1.295636
-3.069099 1.410039
-2.984790 1.219915
-2.866465 1.261992
-2.877846 0.970712
-2.879565 1.104623
-2.912887 1.024096
-2.888271 1.061024
-2.877713 1.089840
-2.865991 1.047549
-2.820182 0.982648
-2.823050 1.121473
-2.856280 1.217882
-2.958023 1.224625
-3.048341 1.257416
-3.149740 1.426725
-2.987430 1.209354
-2.919535 1.103849
-3.023869 1.137813
-3.099267 1.161681
-2.935427 1.157707
-2.996774 1.113050
-2.970020 1.063171
-2.877286 1.015385
-2.800363 1.115999
-2.737864 1.019142
-2.749731 0.893375
-2.864419 1.107508
-2.841727 1.103257
-2.784654 1.030331
-2.788554 0.945957
-2.871255 0.981245
-2.886291 0.930554
-2.987376 1.061787
-3.002606 1.178758
-3.153412 1.211161
-3.689004 1.620863
-4.175620 1.777251
-3.721011 1.540765
-3.292855 1.354066
-3.159847 1.320995
-2.915969 1.110851
-2.854899 0.886382
-2.817102 0.973597
-2.869569 1.019907
-2.866579 1.004436
-2.900152 1.159885
-2.948146 0.986936
-2.985248 0.733001
-2.915344 0.691193
-2.960798 0.845607
-2.919624 1.141399
-3.010166 1.288182
-2.999125 1.205139
-2.942149 1.142757
-2.845817 0.930843
-2.879006 1.108701
-2.935978 1.084487
-2.969276 1.187548
-2.955791 1.054025
-2.909201 1.100167
-2.935760 1.004098
-2.967990 1.000322
-2.912441 1.054442
-2.885438 0.920360
-2.893067 0.978052
-2.979999 1.117331
-2.943990 1.108018
-2.985759 1.207150
-3.026542 1.128715
-3.009072 1.133722
-3.059214 1.332611
-3.188048 1.428536
-3.021869 1.227571
-2.962905 1.073539
-2.983580 1.188520
-2.944648 1.069788
-2.887666 0.918522
-2.794658 1.159913
-2.833738 0.984081
-2.987617 1.048338
-3.010047 1.107185
-2.943067 0.935558
-3.022724 1.029605
-2.920659 1.015743
-2.864713 0.939942
-2.896668 1.003398
-2.922062 1.026871
-2.970172 1.234261
-2.939402 1.086180
-2.883286 1.072041
-2.915030 1.088716
-2.894595 1.156174
-2.840403 1.097581
-2.848528 1.101300
-2.904388 0.947635
-2.874172 0.980148
-2.802385 1.005022
-3.016071 1.114287
-2.945393 1.060900
-2.867678 0.931411
-3.011544 1.192650
-3.013494 1.261876
-2.963392 1.184738
-2.892538 1.219305
-2.930627 0.953699
-3.038685 0.995102
-3.199573 1.017745
-3.280556 1.139957
-3.329739 1.358291
-2.998516 1.099448
-2.985326 1.166017
-2.891811 1.095706
-2.869907 1.121009
-3.003641 0.965655
-3.042611 0.934206
-3.160351 1.204746
-3.024355 0.956028
-2.959552 0.991900
-2.985163 0.955672
-2.989276 1.067724
-3.045086 1.053305
-3.191377 1.232002
-3.038481 1.095122
-3.103409 1.116093
-3.025811 1.080412
-2.959600 1.043654
-2.973910 1.115150
-2.960544 1.005560
-2.887991 1.009010
-2.953584 1.124513
-2.907051 1.155966
-2.917787 1.158090
-2.971534 1.033995
-2.984431 0.918255
-2.985214 1.059350
-2.981768 1.096508
-2.924451 1.013680
-2.960299 1.064781
-3.037020 1.252346
-3.024374 1.131735
-3.068376 1.114852
-3.077267 1.165231
-3.022357 1.091833
-3.002255 1.112410
-3.030740 1.013239
-3.007089 1.131915
-2.974839 0.949840
-3.017216 1.107148
-3.035791 1.158580
-3.102660 1.179884
-3.150420 1.234815
-3.238486 1.177969
-3.255391 1.254418
-3.085630 1.095077
-2.949216 1.114106
-3.011725 1.148532
-2.952553 0.979493
-2.948690 0.944029
-2.812362 0.886409
-2.916700 1.048894
-3.023925 1.075693
-2.963743 0.988151
-2.907491 0.905207
-2.931178 0.794238
-2.997070 0.814749
-3.058847 1.098814
-3.108301 1.159360
-3.065663 1.097794
-3.041634 1.001139
-3.044197 1.107669
-3.058889 1.184544
-2.960026 1.020118
-2.949601 0.989487
-3.107343 1.183755
-3.216874 1.194514
-3.102663 1.260969
-2.994122 0.968625
-3.083898 1.102350
-3.127832 1.109718
-3.084327 0.983241
-2.964833 0.939063
-2.802484 0.812193
-2.961568 0.999005
-3.032432 1.040035
-3.044916 1.007706
-2.996165 1.069528
-3.020169 1.142174
-3.106168 1.240211
-3.077850 1.168331
-3.072575 1.021905
-3.173606 1.180137
-3.107632 1.045289
-3.072171 1.184702
-3.033924 1.052638
-3.121977 1.016967
-3.108780 1.059649
-3.023265 1.085429
-2.886086 0.891301
-3.068760 1.185999
-3.220054 1.287226
-3.233454 1.139602
-3.028374 0.979961
-3.026559 1.018718
-2.993945 1.153244
-2.961127 1.055216
-2.954221 0.887982
-3.025906 1.080204
-2.983333 1.092863
-3.118295 1.127874
-3.179842 1.202625
-3.194156 1.155583
-3.131018 1.001732
-3.171620 1.139247
-3.096557 1.019345
-3.054546 1.096433
-3.010152 0.963017
-3.110880 1.088490
-3.005307 0.969566
-2.955890 0.966251
-3.078566 1.021961
-3.036558 0.984172
-3.251931 1.243240
-3.237107 1.213778
-3.147845 1.069490
-3.260028 1.063711
-3.325286 0.994039
-3.125226 0.962930
-2.997069 1.013990
-3.050175 1.063351
-3.064451 1.247621
-3.153219 1.035253
-3.298297 1.158927
-3.227602 1.075684
-3.220628 1.036860
-3.102141 1.069743
-3.155059 1.098350
-3.245091 1.096819
-3.227283 1.109565
-3.348425 1.375492
-3.314531 1.249010
-3.266726 1.099300
-3.256393 1.238786
-3.298391 1.292699
-3.353997 1.308002
-3.142937 1.253765
-3.153817 1.261311
-3.149420 1.082505
-3.246972 1.237583
-3.273515 1.180419
-3.239086 1.060576
-3.156030 1.079658
-3.173463 1.159057
-3.060094 1.003187
-2.941370 0.914324
-3.016646 1.003133
-3.071359 1.183983
-3.137427 1.081839
-3.071008 1.062267
-2.993270 1.015153
-3.077345 1.064442
-3.104517 1.061456
-3.042471 0.916624
-2.970608 0.843059
-3.057419 1.105154
-2.975337 1.051993
-3.028045 1.073609
-2.991785 1.169352
-2.916193 1.189897
-2.900422 0.963012
-2.864245 0.993293
-2.887823 1.010680
-2.890228 0.820412
-2.973268 0.883323
-3.026143 0.941889
-2.973769 0.965971
-2.989450 1.012456
-2.979372 0.980558
-2.931520 1.095708
-2.883537 1.000281
-2.960661 1.050650
-3.028888 1.138713
-2.915514 1.063927
-3.009849 1.121608
-3.083860 1.203244
-3.014985 1.100909
-3.068849 1.091254
-2.921333 0.973011
-2.908925 1.145588
-2.951302 1.087837
-3.102586 1.255264
-3.005727 1.140627
-2.984068 0.980880
-3.000470 1.043566
-2.941708 1.136068
-2.925459 1.007932
-3.022519 1.287741
-3.307660 1.472520
-3.200330 1.299328
-3.160535 1.325309
-2.990039 0.999203
-3.100753 1.038625
-3.148516 1.116107
-3.103349 1.060175
-3.063485 1.184043
-3.067609 1.086622
-2.923342 1.024130
-2.973198 1.048847
-2.995107 1.145562
-2.933322 0.977489
-2.895085 1.057781
-2.797360 0.922607
-2.911992 1.218189
-2.923559 1.071315
-2.998782 1.208946
-3.077202 1.110669
-3.276661 1.384306
-3.252741 1.442331
-3.168434 1.264989
-3.065510 1.311501
-3.154014 1.293202
-3.215494 1.375274
-3.127983 1.142314
-3.080352 1.226445
-3.160452 1.229509
-3.232098 1.311614
-3.086149 1.138871
-2.984709 1.175098
-2.986468 1.061361
-2.996106 1.094965
-3.038197 1.177625
-3.021554 1.247467
-2.902505 1.037442
-3.041604 1.122356
-3.015222 1.085808
-2.951054 1.194908
-3.018472 1.133379
-3.062510 1.057215
-2.975142 1.077937
-2.969992 1.083497
-2.992252 1.117064
-2.999818 1.247431
-2.939457 1.019257
-2.970781 0.960485
-3.206990 1.120184
-3.285677 1.080433
-3.335792 1.111341
-3.339959 1.277454
-3.065410 1.139766
-2.994796 1.144914
-2.991277 1.094866
-2.963327 1.149067
-3.024323 1.149546
-3.043736 1.232498
-3.007062 1.037890
-3.014289 1.151757
-2.829968 0.951367
-2.826586 1.027727
-2.919674 1.234982
-2.931740 1.100903
-2.959076 1.061232
-2.975057 1.178382
-2.971941 1.243962
-2.903382 1.107712
-2.897178 0.987984
-2.946764 1.042379
-3.071817 1.073508
-2.974304 1.052897
-2.957412 0.977698
-3.000723 0.936572
-2.969028 1.058258
-2.955987 1.250100
-2.922468 1.255734
-2.949172 1.068207
-2.981284 1.131393
-2.868544 0.954837
-2.972616 1.076605
-3.072602 1.028250
-2.965806 1.038658
-2.993874 1.128804
-3.023876 1.091725
-2.990116 0.920094
-3.041436 1.024694
-2.906781 0.938121
-2.921617 1.045894
-2.869227 1.028720
-2.784917 0.809049
-3.015873 1.280185
-2.977010 1.211419
-2.871156 1.100964
-2.938723 1.075795
-2.777196 1.040560
-2.827332 1.227449
-2.870051 1.066126
-2.947186 1.088936
-2.921316 0.981921
-2.822414 1.109639
-2.781411 1.141190
-2.873581 1.155799
-2.942447 1.238400
-2.994332 1.202212
-3.082514 1.316470
-3.100317 1.212917
-2.891836 1.231536
-2.891521 1.095030
-2.907007 1.230906
-2.968846 1.038979
-2.913464 0.933856
-2.917904 1.068328
-2.744444 0.951434
-2.778588 0.915770
-2.821274 1.144250
-2.964688 1.122746
-2.993183 1.215932
-3.055057 1.260229
-3.209141 1.431685
-3.054519 1.253857
-2.920167 1.115286
-2.964553 1.115690
-2.973874 1.174208
-2.862451 0.975213
-2.878063 1.043511
-2.853017 1.126594
-2.791399 1.095178
-2.916321 1.191376
-2.897641 1.128403
-2.834122 1.109980
-2.810955 1.157806
-2.890341 1.106561
-2.909675 1.116742
-2.885516 1.135508
-2.843347 0.945992
-2.959316 1.007660
-3.078722 1.251351
-3.125941 1.041380
-3.194872 1.261250
-3.742527 1.654040
-4.102280 1.915199
-3.599281 1.681945
-3.177164 1.422173
-2.970391 1.195474
-2.825876 0.966666
-2.820010 0.953776
-2.944980 1.126951
-2.852823 1.003132
-2.804205 1.086952
-2.839173 1.079894
-2.927068 1.023900
-3.044111 0.620309
-3.218158 0.528965
-2.973215 0.692073
-3.017599 1.056143
-2.932255 1.163514
-2.946360 1.232434
-2.974470 1.148256
-2.844240 0.931082
-2.909078 1.071123
-2.961750 1.054637
-3.022630 1.166117
-3.023540 1.118539
-2.996261 1.111054
-3.027425 1.027564
-3.047747 0.959196
-2.976681 1.120477
-2.940006 1.101427
-3.030640 1.106645
-3.153127 1.349186
-3.012621 1.178772
-2.999173 1.076937
-2.962069 1.111755
-3.011139 1.230362
-3.067700 1.199480
-3.076201 1.226436
-3.080430 1.147926
-3.146144 1.284246
-3.012860 1.038343
-2.991114 1.284090
-3.042074 1.027205
-2.875994 0.994274
-2.870424 1.021393
-2.940559 1.044715
-3.102851 1.269014
-2.993887 1.168330
-2.968757 1.028049
-2.893561 1.071021
-2.897370 1.060514
-2.865684 1.086679
-2.978097 1.300860
-2.973705 1.135885
-2.968325 1.049943
-2.994816 1.139905
-2.961728 1.130829
-2.898025 0.996550
-2.795427 0.952829
-2.970850 1.112017
-2.951463 1.189746
-2.880680 1.092891
-2.883992 1.102108
-2.941167 1.064760
-2.905437 0.954680
-2.902223 1.002187
-2.946397 1.050765
-2.870900 1.120965
-3.035093 1.059262
-3.050694 1.028272
-3.073440 1.078033
-3.010816 1.098696
-2.950580 1.089527
-2.926229 1.080971
-2.948697 0.959033
-2.958096 1.068499
-2.917980 1.056334
-2.929747 1.107512
-3.030654 1.053105
-3.132279 1.143262
-3.139676 1.211807
-3.281184 1.348932
-3.209756 1.218009
-3.075591 1.053689
-3.020772 0.982329
-2.984489 1.138488
-3.044463 1.238038
-3.056045 1.235469
-3.017586 1.157746
-3.141302 1.143201
-3.049292 1.075375
-3.025217 1.135722
-2.960198 1.200838
-2.870637 1.068865
-2.827108 1.037438
-2.795828 0.946366
-2.880818 1.094264
-2.936269 1.046509
-2.911798 0.957234
-2.899064 1.049429
-2.882780 1.000864
-2.921276 1.187605
-3.001686 1.124328
-3.084445 1.145262
-3.128802 1.248539
-3.142368 1.156514
-3.126148 1.239454
-3.042636 1.133174
-3.073709 1.215787
-3.074132 1.090426
-3.064421 1.034979
-3.025751 1.069222
-2.976225 0.974020
-3.034957 1.088391
-3.010557 1.184317
-3.101695 1.177516
-3.143011 1.184700
-3.217043 1.201400
-3.203899 1.217978
-3.002586 1.077127
-2.966967 1.094740
-2.939852 0.990247
-2.964365 1.000620
-3.138102 1.152883
-3.055395 1.141743
-3.023028 1.045944
-3.108899 1.052188
-3.073933 1.085786
-3.018084 1.121792
-2.977998 1.053957
-3.033894 1.118012
-2.990855 1.064504
-3.079148 1.112125
-3.008485 0.972647
-3.082475 1.259337
-3.046255 1.273130
-3.022926 1.213054
-2.981635 1.113282
-2.975814 1.094350
-3.052128 1.157078
-2.973085 1.086310
-2.896559 1.164825
-2.988249 1.081531
-3.073417 1.185394
-3.221037 1.357418
-3.136686 1.103125
-3.010050 1.038440
-2.881793 0.977628
-3.024872 1.204082
-3.136327 1.124109
-3.064499 1.145842
-2.978390 1.030924
-3.030652 1.143917
-3.111219 1.103850
-3.099533 0.972217
-3.123088 1.150528
-3.143402 1.235364
-3.086743 1.116279
-3.089265 1.126097
-3.159866 1.129983
-3.125813 0.917246
-3.143179 1.064387
-2.996240 1.047282
-2.911006 1.024698
-2.951830 0.967290
-2.975207 0.921416
-3.077245 0.945487
-2.993023 0.959563
-2.950996 0.870973
-2.923003 0.992731
-2.807457 0.975715
-2.884499 0.811350
-3.012659 1.057972
-3.041610 1.030697
-3.127696 1.059308
-3.147045 1.017463
-3.153702 1.038609
-3.211089 1.128730
-3.175168 1.151314
-3.068002 1.087919
-3.068880 0.961838
-3.087826 0.980413
-3.143212 1.289255
-2.970876 0.989075
-2.856100 0.901529
-2.977195 0.915408
-3.021724 1.043899
-3.032851 1.073607
-2.989019 0.942743
-3.006027 1.028546
-3.250596 1.142938
-3.189274 1.022499
-3.056273 0.933056
-3.086822 1.122489
-3.157951 1.143816
-3.128837 1.065272
-3.165540 0.997536
-3.274366 1.068770
-3.288734 1.161077
-3.384870 1.269814
-3.128728 1.057436
-3.256069 1.160222
-3.305491 1.204196
-3.342767 1.253778
-3.456144 1.263911
-3.401034 1.359438
-3.426954 1.412370
-3.399152 1.363082
-3.343335 1.168209
-3.404378 1.240156
-3.218925 1.140368
-3.038540 1.180410
-3.013563 1.126522
-3.063429 1.132572
-3.068504 1.018450
-3.027867 0.992210
-3.153978 1.109968
-3.217412 1.107757
-3.129933 1.134423
-2.940956 1.015155
-2.897841 0.922428
-3.110414 1.039645
-3.136722 1.069710
-3.017024 1.056845
-2.962744 1.053016
-3.086871 1.129348
-3.194586 1.175175
-3.199962 1.044052
-3.153324 0.980376
-3.161585 1.074282
-3.055482 1.071593
-2.931747 0.971039
-2.966089 1.016907
-2.784947 0.946250
-2.875739 0.890159
-3.074127 1.145896
-3.075974 0.983091
-3.065182 0.919842
-3.112655 0.883434
-3.077983 0.794302
-2.988732 1.058476
-2.881775 1.097802
-2.837495 0.969913
-2.800018 0.896301
-2.912360 1.023664
-3.004645 1.130831
-3.021034 1.066502
-3.085432 1.090267
-3.030764 1.188460
-3.005271 1.118412
-2.994031 1.086839
-3.027440 1.037972
-3.049931 0.993465
-2.954118 1.106984
-2.873471 0.943360
-2.899995 1.062533
-2.949464 1.100245
-2.893538 1.039211
-2.870595 0.884930
-2.829445 0.995420
-2.936745 1.086452
-3.080407 1.146264
-3.298011 1.373176
-3.279961 1.482151
-3.079210 1.233983
-2.945109 1.071711
-3.049954 1.115784
-3.276026 1.130025
-3.177742 1.173342
-2.994900 1.119230
-2.958006 1.055789
-2.927928 1.045586
-2.980214 1.058864
-2.927409 1.164287
-2.923704 1.125744
-2.811506 0.974710
-2.735050 0.981813
-2.899442 1.191915
-2.971695 1.173609
-3.141723 1.126254
-3.113204 1.130023
-3.111418 1.186366
-3.088680 1.212866
-3.077942 1.225009
-3.102849 1.274903
-3.159415 1.293341
-3.160241 1.289922
-3.027992 1.122451
-3.057422 1.284093
-3.231129 1.270590
-3.158338 1.174819
-3.017875 1.040025
-3.019347 1.090404
-2.918338 0.914420
-2.935106 0.919745
-2.999853 1.034051
-2.989124 1.039796
-2.918769 1.034055
-3.013785 1.090065
-3.044361 1.078043
-3.030137 1.070937
-3.146937 1.133768
-3.123912 1.101015
-3.107443 1.094430
-2.972414 1.043305
-2.940911 0.998614
-2.989889 1.007102
-3.070077 1.023317
-3.111154 0.958447
-3.336667 0.951853
-3.499743 0.819963
-3.422432 0.865704
-3.379739 1.270987
-3.130001 1.068171
-2.959934 0.990413
-2.899096 1.002509
-2.994140 1.124158
-3.005484 1.143205
-2.961458 1.104077
-3.026014 1.191535
-2.962674 1.203805
-2.768086 0.891040
-2.819281 1.063627
-2.838956 1.198679
-2.982176 1.105508
-3.048238 1.133428
-3.071736 1.336892
-3.012256 1.193967
-2.931822 1.137452
