# Vega Mags
# Elliptical M49 region extracted from isophotes (48,50]
# Semi-Minor Axes (pix): (417.7, 505.4]
# Num Pixels: 158703
# Neff ~ 563^2
# zmag gmag-zmag
# F850LP F475W-F850LP
# 
23.950223 2.106576
23.928416 2.139145
23.921440 2.154249
23.912447 2.154276
23.930379 2.154812
23.917373 2.186215
23.921130 2.134922
23.907581 2.137967
23.932337 2.084224
23.956380 2.085873
23.947393 2.110544
23.932163 2.112319
23.918829 2.196517
23.910579 2.152405
23.978258 2.061546
23.920981 2.140622
23.918577 2.193285
23.904161 2.149606
23.898137 2.130081
23.902395 2.125238
23.862009 2.188061
23.870091 2.125784
23.909080 2.117011
23.911746 2.180614
23.908893 2.167209
23.875162 2.147299
23.888939 2.153589
23.912523 2.139984
23.905601 2.122071
23.897852 2.131132
23.867063 2.187654
23.906033 2.179010
23.974728 2.111444
23.947767 2.102194
23.925094 2.141684
23.957215 2.113768
23.928361 2.070788
23.946966 2.107759
23.951302 2.075438
23.965290 2.065612
23.967439 2.052177
23.962299 2.085702
23.920641 2.140303
23.901106 2.187893
23.947839 2.129087
23.913280 2.147562
23.961604 2.094970
23.922491 2.150431
23.889055 2.157100
23.913538 2.110708
23.924147 2.106826
23.893871 2.162856
23.892814 2.174465
23.877442 2.170124
23.899483 2.081686
23.908326 2.055418
23.941457 2.137882
23.927372 2.090416
23.905185 2.191497
23.903465 2.136587
23.933104 2.137506
23.939400 2.102993
23.932943 2.159779
23.917091 2.158213
23.903220 2.125649
23.932592 2.078899
23.908844 2.134824
23.909612 2.116758
23.921495 2.162632
23.886467 2.176976
23.939094 2.141060
23.909843 2.107786
23.899248 2.156123
23.906995 2.196695
23.912582 2.146967
23.905319 2.132059
23.893023 2.128222
23.871868 2.126977
23.889261 2.136622
23.907399 2.183383
23.907690 2.172133
23.928818 2.145940
23.904343 2.148073
23.902856 2.170560
23.924608 2.135618
23.922030 2.162277
23.922028 2.162711
23.920517 2.115980
23.932001 2.141427
23.950240 2.197764
23.944137 2.163284
23.914028 2.178824
23.961383 2.069150
23.954794 2.077559
23.952449 2.086664
23.952584 2.111762
23.948324 2.121526
23.909169 2.207534
23.932542 2.139749
23.940685 2.172868
23.972939 2.099297
23.931932 2.113522
23.923222 2.134025
23.944517 2.105771
23.952195 2.068339
23.946787 2.098795
23.873650 2.198594
23.897458 2.145117
23.893749 2.122503
23.883666 2.240967
23.936616 2.140399
23.922524 2.098551
23.924903 2.116655
23.942571 2.147699
23.943633 2.153557
23.899369 2.146941
23.927503 2.118940
23.942128 2.107123
23.917691 2.131374
23.917977 2.145337
23.866296 2.127637
23.875388 2.165250
23.876036 2.209446
23.895677 2.145309
23.889465 2.117748
23.920491 2.146275
23.934062 2.065535
23.916270 2.097472
23.901527 2.131132
23.914614 2.075396
23.900502 2.153975
23.933092 2.091583
23.967704 2.099879
23.917325 2.126360
23.898683 2.187695
23.859631 2.221249
23.879222 2.192329
23.903311 2.137628
23.900345 2.146584
23.892734 2.178017
23.905703 2.190378
23.913833 2.127578
23.901330 2.154337
23.918609 2.153016
23.924694 2.132592
23.910531 2.083606
23.923537 2.071671
23.881253 2.096718
23.902402 2.136377
23.921250 2.144868
23.919208 2.130762
23.927546 2.122478
23.916652 2.113984
23.915804 2.100674
23.892979 2.122673
23.890832 2.082732
23.904447 2.151225
23.920826 2.145915
23.899765 2.094384
23.920907 2.173379
23.920528 2.197656
23.906729 2.204052
23.921804 2.142719
23.927633 2.102210
23.911849 2.106375
23.971054 2.108059
23.933583 2.187122
23.927248 2.118897
23.926755 2.110077
23.899392 2.148828
23.953542 2.115515
23.925298 2.091879
23.923735 2.113830
23.922428 2.117434
23.942123 2.112056
23.952992 2.122558
23.964570 2.106471
23.992623 2.075687
23.981523 2.099416
23.954321 2.115660
23.936505 2.120232
23.952326 2.111580
23.975055 2.096381
23.958745 2.105095
23.918671 2.134434
23.907209 2.137207
23.921099 2.127963
23.960140 2.086607
23.929352 2.115955
23.912582 2.134734
23.912853 2.197572
23.880831 2.127681
23.927470 2.106419
23.938621 2.094839
23.926497 2.085723
23.906464 2.170322
23.912815 2.190839
23.923571 2.149014
23.935523 2.084277
23.927138 2.133447
23.915396 2.129513
23.886712 2.140375
23.905838 2.105554
23.920257 2.034566
23.939647 2.095534
23.948504 2.100970
23.944123 2.091636
23.866016 2.217815
23.883459 2.164789
23.883421 2.139162
23.878925 2.145463
23.896746 2.096905
23.950253 2.078847
23.949814 2.059365
23.934957 2.100561
23.923710 2.140996
23.904536 2.160623
23.886810 2.164833
23.923489 2.084166
23.936177 2.113118
23.927464 2.102387
23.907531 2.175539
23.880349 2.209451
23.866538 2.205128
23.903851 2.107794
23.941195 2.035930
23.934594 2.110078
23.928028 2.126413
23.922061 2.126928
23.917903 2.131248
23.925693 2.126501
23.925597 2.126814
23.938140 2.073816
23.941869 2.048936
23.886822 2.139067
23.898898 2.102664
23.890034 2.161487
23.893608 2.145148
23.926765 2.094939
23.916979 2.109788
23.900821 2.063269
23.894982 2.122310
23.925323 2.126944
23.963666 2.111923
23.926924 2.159925
23.893149 2.149399
23.881833 2.180714
23.909510 2.189740
23.927461 2.135858
23.930160 2.115892
23.901020 2.088799
23.892231 2.113082
23.923369 2.144912
23.942450 2.151537
23.924501 2.138225
23.930799 2.101357
23.928690 2.128067
23.940888 2.105975
23.948988 2.074839
23.949059 2.101214
23.944720 2.124550
24.019341 2.037616
23.966077 2.067565
23.953463 2.106010
23.935665 2.119131
23.912722 2.162776
23.929214 2.120420
23.955511 2.105114
23.961886 2.080743
23.946549 2.106927
23.941741 2.108280
23.949801 2.091581
23.914284 2.095556
23.932033 2.156588
23.887010 2.165026
23.934707 2.170793
23.957772 2.056744
23.962367 2.082786
23.964690 2.079696
23.959214 2.110164
23.950405 2.121782
23.943235 2.140429
23.950137 2.142349
23.924962 2.167036
23.905710 2.118894
23.920790 2.097599
23.909968 2.142302
23.928026 2.097463
23.926839 2.124003
23.942895 2.137283
23.932983 2.141368
23.900383 2.160728
23.895831 2.116496
23.882233 2.146692
23.893818 2.159328
23.927713 2.086727
23.940950 2.088523
23.940134 2.135234
23.911298 2.112181
23.938866 2.094009
23.940479 2.131057
23.916297 2.155396
23.906821 2.150188
23.907478 2.103969
23.920956 2.120337
23.927214 2.135061
23.938168 2.125865
23.835053 2.228217
23.894171 2.156064
23.913003 2.160621
23.908632 2.133215
23.872266 2.122495
23.878619 2.130919
23.903598 2.033349
23.943376 2.074581
23.937180 2.120986
23.914812 2.166766
23.920874 2.155770
23.902171 2.176374
23.919217 2.081880
23.878273 2.179202
23.939556 2.060950
23.899759 2.104429
23.874749 2.170337
23.895451 2.136277
23.928416 2.095442
23.920416 2.095683
23.926544 2.115477
23.900066 2.117722
23.873939 2.160747
23.881896 2.136730
