age,mass,logT,logg,logIMF,bmag,vmag,imag,jmag,hmag,f275,f336,fuv,nuv
5.0,10.3146,4.4777,3.9535,-3.4164,-2.4393,-2.2132,-1.4443,-0.7888,-0.1557,-3.1547,-2.8257,-3.504,-3.133
5.0,10.8092,4.474,3.9351,-3.3451,-2.4093,-2.1841,-1.417,-0.7633,-0.1312,-3.1147,-2.7882,-3.457,-3.091
5.0,11.9132,4.488,4.0036,-3.2836,-2.5191,-2.2921,-1.5208,-0.8619,-0.2276,-3.2546,-2.9229,-3.628,-3.252
5.0,13.0499,4.5028,4.1101,-3.3081,-2.7234,-2.4947,-1.7194,-1.0552,-0.4186,-3.4897,-3.1535,-3.886,-3.503
5.0,14.5782,4.5219,4.2471,-3.3367,-2.9854,-2.7552,-1.9774,-1.3077,-0.6693,-3.785,-3.4464,-4.205,-3.818
5.0,16.2463,4.5401,4.3783,-3.3745,-3.2302,-2.9994,-2.2216,-1.5482,-0.9091,-4.0554,-3.7168,-4.487,-4.092
5.0,18.4005,4.5604,4.5255,-3.4167,-3.4899,-3.2588,-2.4828,-1.8069,-1.1678,-4.3377,-3.9992,-4.812,-4.37
5.0,20.8546,4.58,4.6691,-3.4557,-3.7285,-3.4968,-2.7225,-2.045,-1.4061,-4.5947,-4.255,-5.099,-4.626
5.0,24.1232,4.6019,4.8307,-3.4103,-3.9828,-3.7498,-2.9758,-2.2962,-1.6568,-4.8686,-4.5251,-5.371,-4.893
5.0,30.1464,4.6325,5.0652,-3.5252,-4.3476,-4.1117,-3.3345,-2.6512,-2.0098,-5.2586,-4.9075,-5.684,-5.206
5.0,35.1806,4.6521,5.2196,-3.6491,-4.6038,-4.3668,-3.5883,-2.9036,-2.2616,-5.5256,-5.1724,-5.894,-5.406
5.0,42.8922,4.6747,5.4073,-3.6536,-4.9557,-4.7197,-3.9429,-3.2589,-2.6183,-5.8804,-5.5319,-6.158,-5.662
5.0,55.5986,4.7011,5.6383,-3.7435,-5.4102,-5.1755,-4.4006,-3.7178,-3.0791,-6.3363,-5.994,-6.746,-6.416
5.0,72.6059,4.7238,5.8582,-3.9445,-5.8364,-5.6009,-4.8236,-4.1396,-3.5003,-6.7717,-6.4273,-7.193,-6.826
5.0,89.12,4.7387,6.0163,-4.1034,-6.1439,-5.9071,-5.127,-4.4414,-3.8011,-7.0874,-6.7394,-7.514,-7.119
5.0,112.1028,4.7531,6.1833,-4.2303,-6.4723,-6.2341,-5.4507,-4.7633,-4.1217,-7.4249,-7.0724,-7.856,-7.428
5.05,0.1021,3.5174,-0.7155,0.1042,9.1131,8.366,6.4728,5.7583,5.483,17.1519,12.7498,33.0,22.083
5.05,0.1211,3.5251,-0.5893,-0.3234,8.7087,7.9638,6.1487,5.4622,5.1677,16.7624,12.3518,33.0,33.0
5.05,0.1451,3.5342,-0.4444,-0.4189,8.2556,7.5161,5.7834,5.1253,4.8033,16.3191,11.9015,33.0,33.0
5.05,0.1736,3.5446,-0.3062,-0.5293,7.8096,7.079,5.4376,4.8095,4.4549,15.8746,11.447,31.199,17.799
5.05,0.2072,3.5565,-0.1751,-0.6364,7.3556,6.6394,5.1096,4.5154,4.1243,15.4083,10.9626,30.991,17.59
5.05,0.2471,3.5699,-0.0451,-0.7075,6.8726,6.1796,4.7789,4.2238,3.8039,14.8712,10.4022,30.799,17.399
5.05,0.3033,3.5867,0.1099,-0.9399,6.2653,5.6146,4.3729,3.8689,3.4468,14.0659,9.6038,30.28,15.8
5.05,0.3305,3.5938,0.1645,-1.0583,6.0305,5.4016,4.2241,3.7432,3.3317,13.6654,9.2598,30.214,15.735
5.05,0.3905,3.6106,0.3028,-1.0311,5.4531,4.8799,3.844,3.4193,3.0497,12.4264,8.3946,29.459,14.627
5.05,0.4618,3.6297,0.4343,-1.0746,4.8769,4.3659,3.472,3.1144,2.8118,10.8322,7.4937,26.981,13.272
5.05,0.572,3.6525,0.6014,-1.0818,4.2165,3.7665,3.017,2.7349,2.512,9.2172,6.5297,23.976,11.427
5.05,0.7642,3.6727,0.8069,-1.2634,3.5311,3.1276,2.484,2.2645,2.1081,7.9332,5.6125,21.23,9.893
5.05,0.927,3.6835,0.9385,-1.038,3.1231,2.7436,2.1503,1.9625,1.8399,7.2617,5.0895,19.914,9.071
5.05,2.6007,3.7214,1.6069,-1.4656,1.225,0.9299,0.4942,0.4073,0.3908,4.6249,2.8561,15.879,6.203
5.05,4.8328,3.7542,2.3967,-2.175,-0.9069,-1.1301,-1.4352,-1.4464,-1.3769,2.1386,0.6217,11.553,3.379
5.05,5.2661,3.7938,2.5935,-2.9879,-1.5536,-1.6984,-1.8457,-1.7755,-1.6058,1.1522,-0.0545,8.25,2.066
5.05,5.4661,3.8288,2.6847,-3.2566,-1.8989,-1.981,-1.9851,-1.8486,-1.5891,0.6109,-0.3517,6.092,1.386
5.05,5.6479,3.8623,2.7707,-3.3304,-2.2066,-2.2311,-2.0964,-1.9051,-1.5624,0.2007,-0.5811,4.23,0.843
5.05,5.8141,3.8949,2.8533,-3.3897,-2.4749,-2.4379,-2.1772,-1.94,-1.528,-0.1642,-0.8089,2.315,0.254
5.05,5.9732,3.9262,2.9329,-3.4381,-2.6639,-2.5904,-2.2377,-1.9605,-1.4991,-0.5409,-1.0627,0.783,-0.312
5.05,6.1243,3.9572,3.0094,-3.4798,-2.7822,-2.6857,-2.2741,-1.9607,-1.4699,-0.9131,-1.3234,-0.196,-0.814
5.05,6.2721,3.9881,3.0836,-3.5102,-2.8563,-2.7453,-2.2959,-1.9477,-1.439,-1.2731,-1.5897,-0.804,-1.238
5.05,6.4191,4.0193,3.1551,-3.5337,-2.8997,-2.7789,-2.3021,-1.9214,-1.4011,-1.5929,-1.8385,-1.234,-1.577
5.05,6.567,4.0508,3.2237,-3.5553,-2.9208,-2.7919,-2.2913,-1.8813,-1.3518,-1.8616,-2.0496,-1.601,-1.874
5.05,6.7152,4.0826,3.2883,-3.568,-2.9224,-2.7857,-2.2626,-1.8261,-1.2883,-2.0839,-2.2195,-1.897,-2.109
5.05,6.8702,4.1148,3.3497,-3.5711,-2.9064,-2.7619,-2.2167,-1.7563,-1.2107,-2.2671,-2.3504,-2.155,-2.305
5.05,7.0328,4.1475,3.4078,-3.5716,-2.8742,-2.7216,-2.1539,-1.6716,-1.1181,-2.4147,-2.4451,-2.385,-2.473
5.05,7.2055,4.1806,3.4632,-3.5678,-2.8289,-2.668,-2.0773,-1.5744,-1.0129,-2.5314,-2.5105,-2.582,-2.609
5.05,7.3909,4.2142,3.516,-3.5609,-2.7721,-2.6027,-1.9887,-1.4662,-0.8964,-2.6234,-2.5538,-2.755,-2.723
5.05,7.5918,4.2481,3.5671,-3.5511,-2.7084,-2.531,-1.8942,-1.3526,-0.7746,-2.6994,-2.5851,-2.901,-2.814
5.05,7.8118,4.2825,3.617,-3.538,-2.6408,-2.4557,-1.797,-1.2368,-0.6508,-2.7633,-2.6088,-3.032,-2.891
5.05,8.0558,4.3174,3.6662,-3.5184,-2.5707,-2.3781,-1.6987,-1.1203,-0.5266,-2.8165,-2.6258,-3.154,-2.958
5.05,8.334,4.3529,3.7149,-3.4809,-2.4995,-2.3005,-1.603,-1.0075,-0.4061,-2.8586,-2.6368,-3.27,-3.017
5.05,8.6734,4.3893,3.7632,-3.4245,-2.4211,-2.2145,-1.4955,-0.8814,-0.2705,-2.8943,-2.639,-3.236,-2.941
5.05,9.1078,4.4271,3.8134,-3.3415,-2.3387,-2.1222,-1.3769,-0.7429,-0.1207,-2.9271,-2.6327,-3.181,-2.855
5.05,9.7298,4.4667,3.8757,-3.3983,-2.2943,-2.0702,-1.3058,-0.6548,-0.024,-2.9832,-2.6603,-3.312,-2.954
5.05,10.1656,4.4618,3.8558,-3.3246,-2.2677,-2.0448,-1.2832,-0.6346,-0.0052,-2.9427,-2.6237,-3.26,-2.909
5.05,11.1814,4.4761,3.9232,-3.2565,-2.3699,-2.1448,-1.3778,-0.7237,-0.0916,-3.0779,-2.7515,-3.423,-3.054
5.05,12.22,4.4906,4.0274,-3.2982,-2.568,-2.3407,-1.5686,-0.9087,-0.274,-3.3091,-2.9764,-3.687,-3.31
5.05,13.5055,4.5082,4.1529,-3.3072,-2.8086,-2.5794,-1.8032,-1.1373,-0.5002,-3.5848,-3.2477,-3.988,-3.604
5.05,15.1021,4.5274,4.2905,-3.3283,-3.0704,-2.8401,-2.0622,-1.3913,-0.7527,-3.878,-3.5395,-4.304,-3.917
5.05,17.0763,4.5478,4.4381,-3.3985,-3.3413,-3.1105,-2.3335,-1.6591,-1.02,-4.1753,-3.8371,-4.618,-4.208
5.05,19.1052,4.5659,4.5693,-3.4405,-3.5679,-3.3368,-2.5615,-1.8853,-1.2464,-4.4207,-4.0823,-4.908,-4.453
5.05,21.9089,4.587,4.7247,-3.4497,-3.8217,-3.5898,-2.816,-2.138,-1.4991,-4.694,-4.3536,-5.197,-4.722
5.05,25.6242,4.61,4.8959,-3.4416,-4.0879,-3.8542,-3.0797,-2.3992,-1.7593,-4.9806,-4.6352,-5.462,-4.985
5.05,31.7598,4.6389,5.1186,-3.5508,-4.4369,-4.2006,-3.4229,-2.739,-2.0973,-5.3519,-4.9998,-5.759,-5.279
5.05,37.5585,4.6595,5.2835,-3.674,-4.7223,-4.4855,-3.7073,-3.0227,-2.381,-5.6457,-5.2936,-5.986,-5.496
5.05,45.6695,4.6812,5.4657,-3.6752,-5.0722,-4.8367,-4.0606,-3.3771,-2.7371,-5.9968,-5.6503,-6.246,-5.747
5.05,60.4093,4.7083,5.7091,-3.783,-5.5498,-5.3151,-4.5397,-3.8567,-3.218,-6.4782,-6.1358,-6.892,-6.551
5.05,78.0839,4.7291,5.916,-4.0082,-5.9507,-5.7148,-4.9366,-4.2521,-3.6125,-6.8887,-6.5432,-7.312,-6.936
5.05,94.6591,4.7425,6.0619,-4.1002,-6.2349,-5.9978,-5.2169,-4.5308,-3.8902,-7.1807,-6.8316,-7.609,-7.206
5.1,0.1127,3.5218,-0.6659,0.1927,8.9325,8.1856,6.3411,5.6449,5.3615,16.9716,12.5697,33.0,22.003
5.1,0.1344,3.5301,-0.5303,-0.38,8.5056,7.7627,5.9965,5.328,5.0222,16.5554,12.1465,33.0,33.0
5.1,0.1607,3.5397,-0.3892,-0.4859,8.0606,7.325,5.6423,5.0023,4.6674,16.1147,11.6984,33.0,33.0
5.1,0.1915,3.5507,-0.2621,-0.5971,7.6323,6.9082,5.3243,4.7158,4.3473,15.6787,11.2511,31.15,17.749
5.1,0.2275,3.5629,-0.1359,-0.6671,7.1802,6.4738,5.0063,4.4331,4.0314,15.1978,10.7507,30.957,17.556
5.1,0.2785,3.5787,0.0123,-0.8242,6.6151,5.9421,4.6245,4.0977,3.6758,14.5185,10.0532,30.444,15.964
5.1,0.3195,3.5902,0.1128,-1.0523,6.2092,5.5688,4.3577,3.8663,3.4515,13.9237,9.4929,30.308,15.828
5.1,0.3548,3.6,0.197,-1.0402,5.8638,5.2548,4.1305,3.6702,3.2722,13.3004,8.9903,30.195,15.715
5.1,0.427,3.6199,0.3386,-1.0551,5.2398,4.6978,3.7324,3.3407,3.0029,11.7164,8.0172,28.761,14.018
5.1,0.5071,3.64,0.4745,-1.0457,4.6606,4.1788,3.3527,3.0298,2.7635,10.1446,7.1304,24.91,12.225
5.1,0.6812,3.6655,0.6931,-1.1686,3.8732,3.4537,2.774,2.5326,2.353,8.4653,6.0329,21.849,10.405
5.1,0.8491,3.6792,0.8465,-1.3005,3.3833,2.9945,2.3817,2.1816,2.0459,7.618,5.3919,20.556,9.515
5.1,1.145,3.6944,1.0473,-1.0576,2.779,2.4235,1.8776,1.7205,1.6302,6.6732,4.6348,19.034,8.422
5.1,4.4465,3.7466,2.2026,-1.8311,-0.385,-0.6256,-0.962,-0.9904,-0.9415,2.7127,1.1458,12.433,4.013
5.1,5.0266,3.7843,2.5128,-2.8384,-1.3171,-1.4794,-1.6654,-1.6134,-1.4682,1.4345,0.1633,8.941,2.417
5.1,5.2325,3.8195,2.6119,-3.2128,-1.6858,-1.7846,-1.8282,-1.7081,-1.4734,0.8478,-0.1694,6.633,1.652
5.1,5.4071,3.8536,2.7,-3.299,-2.0049,-2.0459,-1.9486,-1.7707,-1.45,0.4129,-0.4091,4.781,1.095
5.1,5.5703,3.8864,2.7848,-3.3621,-2.2907,-2.2694,-2.0407,-1.8147,-1.4201,0.0415,-0.6344,2.955,0.52
5.1,5.7203,3.9186,2.8658,-3.417,-2.5038,-2.4386,-2.1062,-1.8382,-1.3875,-0.3349,-0.8847,1.24,-0.058
5.1,5.8644,3.95,2.9437,-3.4576,-2.6383,-2.5467,-2.1465,-1.8414,-1.3565,-0.7101,-1.1444,0.108,-0.585
5.1,6.0044,3.9808,3.0179,-3.494,-2.721,-2.613,-2.1707,-1.8305,-1.3254,-1.0704,-1.4062,-0.569,-1.032
5.1,6.1405,4.0117,3.0885,-3.5221,-2.7681,-2.6494,-2.1783,-1.8054,-1.2876,-1.3959,-1.6566,-1.019,-1.376
5.1,6.2773,4.0429,3.1564,-3.5393,-2.7918,-2.6648,-2.1695,-1.7668,-1.2394,-1.6719,-1.873,-1.389,-1.677
5.1,6.4168,4.0744,3.2213,-3.5497,-2.7969,-2.6622,-2.1443,-1.7146,-1.1787,-1.9027,-2.0512,-1.7,-1.925
5.1,6.5615,4.1064,3.2827,-3.5585,-2.784,-2.6416,-2.1017,-1.6476,-1.1039,-2.0933,-2.1901,-1.966,-2.129
5.1,6.7103,4.1387,3.3403,-3.5604,-2.7535,-2.603,-2.041,-1.5646,-1.0132,-2.2462,-2.2907,-2.205,-2.305
5.1,6.8696,4.1716,3.3955,-3.555,-2.7099,-2.5512,-1.9665,-1.4692,-0.9098,-2.3681,-2.361,-2.401,-2.442
5.1,7.0399,4.2049,3.4482,-3.5484,-2.6542,-2.4873,-1.8794,-1.3624,-0.7948,-2.4638,-2.4074,-2.571,-2.554
5.1,7.2242,4.2386,3.499,-3.5387,-2.5911,-2.416,-1.7853,-1.2491,-0.6734,-2.5422,-2.4403,-2.728,-2.654
5.1,7.4253,4.2727,3.5485,-3.5256,-2.523,-2.34,-1.6873,-1.1325,-0.5487,-2.6072,-2.4639,-2.862,-2.733
5.1,7.6479,4.3074,3.5971,-3.5053,-2.4523,-2.2618,-1.5881,-1.0149,-0.4235,-2.6621,-2.4816,-2.984,-2.8
5.1,7.9015,4.3427,3.6449,-3.4665,-2.3784,-2.1813,-1.4889,-0.8984,-0.2994,-2.7037,-2.4907,-3.095,-2.856
5.1,8.2112,4.379,3.6919,-3.4077,-2.2975,-2.0933,-1.3804,-0.7718,-0.1637,-2.7371,-2.4914,-3.204,-2.909
5.1,8.6087,4.4165,3.7401,-3.3206,-2.2114,-1.9978,-1.2599,-0.6316,-0.0127,-2.7663,-2.483,-3.005,-2.686
5.1,9.1821,4.4558,3.7992,-3.3836,-2.1549,-1.933,-1.174,-0.5279,0.1004,-2.8153,-2.5,-3.125,-2.779
5.1,9.5626,4.4495,3.7738,-3.3033,-2.1226,-1.9023,-1.147,-0.504,0.1224,-2.7647,-2.4548,-3.063,-2.723
5.1,10.504,4.4641,3.8428,-3.2268,-2.2242,-2.0013,-1.2398,-0.5908,0.0385,-2.9023,-2.5832,-3.225,-2.871
5.1,11.4614,4.4785,3.946,-3.2786,-2.4164,-2.1909,-1.423,-0.7678,-0.1353,-3.1302,-2.8026,-3.481,-3.11
5.1,12.5892,4.4952,4.0651,-3.2911,-2.6429,-2.415,-1.6417,-0.9801,-0.3446,-3.3939,-3.0598,-3.78,-3.401
5.1,13.9966,4.5138,4.1975,-3.3273,-2.8967,-2.6672,-1.8904,-1.2229,-0.5852,-3.6828,-3.3452,-4.093,-3.708
5.1,15.5614,4.5319,4.3271,-3.3443,-3.1418,-2.9115,-2.1338,-1.4621,-0.8233,-3.9557,-3.6174,-4.386,-3.998
5.1,17.7174,4.5534,4.482,-3.3999,-3.4216,-3.1908,-2.4145,-1.7396,-1.1006,-4.2614,-3.9235,-4.718,-4.294
5.1,19.9071,4.5719,4.617,-3.4493,-3.6506,-3.4194,-2.6449,-1.9683,-1.3295,-4.5089,-4.1704,-5.01,-4.543
5.1,22.9364,4.5936,4.7762,-3.4565,-3.906,-3.6738,-2.9002,-2.2216,-1.5827,-4.7839,-4.4426,-5.286,-4.81
5.1,27.0769,4.6173,4.9549,-3.4687,-4.1825,-3.9481,-3.1729,-2.4915,-1.8513,-5.0813,-4.7341,-5.544,-5.068
5.1,33.3804,4.6449,5.1688,-3.5654,-4.5232,-4.2866,-3.5085,-2.8243,-2.1824,-5.4415,-5.0888,-5.831,-5.348
5.1,40.245,4.6671,5.3494,-3.7121,-4.8488,-4.6124,-3.8349,-3.1506,-2.5095,-5.7729,-5.4226,-6.082,-5.589
5.1,48.0377,4.6862,5.5119,-3.6717,-5.1653,-4.9302,-4.1546,-3.4714,-2.8318,-6.0899,-5.7449,-6.316,-5.816
5.1,67.5336,4.7175,5.8016,-3.8235,-5.7311,-5.496,-4.7196,-4.0361,-3.3971,-6.6632,-6.3199,-7.081,-6.725
5.1,84.4625,4.7346,5.9773,-4.0721,-6.0718,-5.8354,-5.0562,-4.3711,-3.7311,-7.0128,-6.666,-7.438,-7.051
5.1,104.0948,4.7483,6.132,-4.1977,-6.3745,-6.1368,-5.3546,-4.6678,-4.0266,-7.3239,-6.9731,-7.754,-7.338
5.15,0.1052,3.519,-0.7361,0.1331,9.1391,8.3905,6.5189,5.8135,5.5387,17.1643,12.7713,33.0,22.15
5.15,0.1246,3.5265,-0.613,-0.3472,8.7458,8.0001,6.203,5.5245,5.2321,16.7818,12.3814,33.0,33.0
5.15,0.1488,3.5353,-0.4746,-0.4436,8.3122,7.5724,5.8536,5.2025,4.8853,16.3543,11.9475,33.0,33.0
5.15,0.1772,3.5453,-0.3454,-0.5504,7.8915,7.1609,5.5294,4.9078,4.5611,15.9306,11.5157,31.305,17.904
5.15,0.2108,3.5569,-0.2198,-0.6482,7.4553,6.7391,5.2144,4.626,4.2449,15.4759,11.048,31.106,17.706
5.15,0.2519,3.57,-0.0919,-0.7232,6.9835,6.2901,4.8893,4.3388,3.9288,14.947,10.501,30.917,17.517
5.15,0.3074,3.5862,0.056,-0.9694,6.4054,5.7526,4.5037,4.0011,3.585,14.1879,9.7448,30.409,15.93
5.15,0.332,3.5926,0.1018,-1.0697,6.2033,5.5701,4.3792,3.8968,3.4884,13.8469,9.4475,30.36,15.88
5.15,0.3938,3.61,0.242,-1.0345,5.6147,5.0391,3.9959,3.5698,3.1997,12.6131,8.5672,29.524,14.805
5.15,0.4645,3.6292,0.3709,-1.0657,5.0436,4.5308,3.6313,3.272,2.9678,11.0306,7.668,27.429,13.516
5.15,0.5836,3.6538,0.5489,-1.0849,4.3367,3.89,3.1468,2.8688,2.6502,9.29,6.6318,23.789,11.471
5.15,0.7759,3.6742,0.7513,-1.2799,3.6584,3.2587,2.6221,2.4073,2.2559,8.0135,5.7191,21.261,9.975
5.15,0.938,3.6853,0.8811,-0.9973,3.2544,2.879,2.2935,2.1109,1.9937,7.3434,5.198,19.887,9.12
5.15,3.2819,3.7314,1.725,-1.6073,0.8817,0.6077,0.2111,0.1483,0.1574,4.1154,2.4428,14.677,5.543
5.15,4.7857,3.7752,2.4248,-2.3906,-1.0621,-1.242,-1.4648,-1.431,-1.3094,1.7454,0.4094,9.905,2.813
5.15,5.0082,3.8103,2.5386,-3.156,-1.4702,-1.5858,-1.6684,-1.5657,-1.3555,1.0975,0.0208,7.339,1.942
5.15,5.1758,3.8441,2.6278,-3.271,-1.7965,-1.8541,-1.7976,-1.635,-1.3389,0.6365,-0.2329,5.46,1.367
5.15,5.3334,3.8775,2.7146,-3.3324,-2.0959,-2.0938,-1.9008,-1.687,-1.3118,0.249,-0.4599,3.589,0.787
5.15,5.4787,3.9098,2.797,-3.3906,-2.3355,-2.2806,-1.9737,-1.7165,-1.2798,-0.1195,-0.7016,1.752,0.205
5.15,5.6158,3.9416,2.8758,-3.438,-2.4895,-2.4045,-2.0202,-1.7246,-1.2477,-0.4962,-0.9596,0.48,-0.334
5.15,5.747,3.9732,2.9512,-3.4741,-2.5831,-2.4787,-2.0448,-1.7133,-1.2123,-0.8629,-1.2203,-0.313,-0.815
5.15,5.8766,4.0043,3.0228,-3.5016,-2.6367,-2.5203,-2.055,-1.6898,-1.1747,-1.2002,-1.4763,-0.791,-1.168
5.15,6.005,4.0351,3.0903,-3.5253,-2.664,-2.5389,-2.0489,-1.6534,-1.1282,-1.4837,-1.6979,-1.186,-1.487
5.15,6.1337,4.0663,3.1544,-3.5396,-2.6707,-2.5379,-2.0252,-1.6023,-1.0685,-1.7202,-1.8813,-1.502,-1.74
5.15,6.2666,4.098,3.2153,-3.5435,-2.6599,-2.5195,-1.9849,-1.5371,-0.9954,-1.9166,-2.0266,-1.768,-1.946
5.15,6.4064,4.1301,3.2731,-3.5448,-2.6326,-2.4843,-1.9279,-1.4573,-0.9079,-2.077,-2.1354,-2.022,-2.134
5.15,6.5529,4.1626,3.328,-3.543,-2.5906,-2.4342,-1.8554,-1.3637,-0.8065,-2.204,-2.2108,-2.225,-2.278
5.15,6.7098,4.1956,3.3804,-3.5358,-2.5363,-2.3716,-1.7698,-1.2583,-0.6929,-2.3037,-2.2606,-2.4,-2.395
5.15,6.8789,4.2291,3.4309,-3.5264,-2.4738,-2.301,-1.6765,-1.1457,-0.5722,-2.3847,-2.2953,-2.549,-2.49
5.15,7.0631,4.263,3.4801,-3.5134,-2.4058,-2.2251,-1.5785,-1.029,-0.4476,-2.4515,-2.3197,-2.691,-2.574
5.15,7.2664,4.2974,3.5282,-3.4926,-2.3342,-2.1459,-1.4779,-0.9101,-0.321,-2.5072,-2.3372,-2.812,-2.641
5.15,7.4978,4.3325,3.5753,-3.4526,-2.2582,-2.063,-1.3756,-0.7902,-0.1935,-2.5492,-2.3451,-2.927,-2.7
5.15,7.7805,4.3686,3.621,-3.3918,-2.1751,-1.973,-1.2659,-0.6626,-0.0573,-2.5809,-2.3445,-3.033,-2.751
5.15,8.1442,4.4059,3.6674,-3.301,-2.0865,-1.8759,-1.1453,-0.5228,0.0927,-2.6075,-2.3353,-2.84,-2.534
5.15,8.672,4.445,3.7242,-3.3683,-2.0206,-1.8011,-1.0479,-0.4068,0.2186,-2.6513,-2.3445,-2.942,-2.605
5.15,9.0074,4.4377,3.6944,-3.2867,-1.9829,-1.7653,-1.0165,-0.379,0.2443,-2.5919,-2.2917,-2.869,-2.536
5.15,9.8649,4.4515,3.7588,-3.198,-2.0747,-1.8545,-1.0993,-0.4559,0.1704,-2.7193,-2.4094,-3.022,-2.68
