age,mass,logT,logg,logIMF,bmag,vmag,imag,jmag,hmag,f275,f336,fuv,nuv
6.8,31.7411,4.2794,5.582,-7.1103,-7.6457,-7.4787,-6.8527,-6.2785,-5.697,-7.9424,-7.8023,-7.87,-7.97
6.8,31.7428,4.2708,5.5838,-7.0904,-7.6984,-7.533,-6.9115,-6.3422,-5.763,-7.9605,-7.8282,-7.875,-7.99
6.8,31.7446,4.2623,5.5857,-7.0647,-7.7605,-7.5985,-6.9861,-6.4214,-5.846,-7.9932,-7.8762,-7.875,-8.004
6.8,31.7465,4.2538,5.5877,-7.0346,-7.8248,-7.6669,-7.0652,-6.505,-5.9338,-8.0297,-7.9303,-7.871,-8.014
6.8,31.7486,4.2453,5.5897,-6.9976,-7.8864,-7.7327,-7.1416,-6.5859,-6.0186,-8.0639,-7.9812,-7.876,-8.031
6.8,31.7509,4.2367,5.5917,-6.9525,-7.9456,-7.7963,-7.2156,-6.6645,-6.1009,-8.0963,-8.0298,-7.874,-8.041
6.8,31.7534,4.2282,5.5937,-6.8978,-8.0032,-7.8582,-7.2882,-6.7415,-6.1816,-8.1275,-8.0773,-7.868,-8.049
6.8,31.7563,4.2197,5.5957,-6.8286,-8.0597,-7.9194,-7.3602,-6.8179,-6.2617,-8.1583,-8.1249,-7.871,-8.063
6.8,31.7598,4.2111,5.5977,-6.7431,-8.1163,-7.9812,-7.434,-6.896,-6.3438,-8.1917,-8.1761,-7.865,-8.07
6.8,31.7641,4.2026,5.5996,-6.6266,-8.1747,-8.0463,-7.5137,-6.9797,-6.4321,-8.2322,-8.2371,-7.855,-8.072
6.8,31.77,4.194,5.6016,-6.636,-8.2352,-8.1151,-7.5998,-7.0697,-6.5276,-8.2811,-8.3089,-7.856,-8.084
6.8,31.7741,4.1896,5.6026,-6.657,-8.2649,-8.1491,-7.6425,-7.1144,-6.5751,-8.3049,-8.344,-7.853,-8.088
6.8,31.7796,4.1852,5.6035,-6.5134,-8.2923,-8.1801,-7.6812,-7.1552,-6.6184,-8.3245,-8.3735,-7.848,-8.09
6.8,31.7874,4.1807,5.6045,-6.3387,-8.3154,-8.2058,-7.7125,-7.1887,-6.6539,-8.3361,-8.3921,-7.842,-8.087
6.8,31.7994,4.1762,5.6055,-6.117,-8.3337,-8.2252,-7.735,-7.2137,-6.6802,-8.338,-8.3978,-7.832,-8.082
6.8,31.8205,4.1717,5.6067,-5.8562,-8.3461,-8.2369,-7.7462,-7.2278,-6.6946,-8.327,-8.3863,-7.83,-8.091
6.8,31.8598,4.167,5.6083,-4.9462,-8.3555,-8.2443,-7.7505,-7.2352,-6.7017,-8.3073,-8.363,-7.827,-8.101
6.8,32.3167,4.1299,5.6253,-4.7852,-8.5105,-8.3976,-7.909,-7.4201,-6.8912,-8.233,-8.314,-7.775,-8.134
6.8,32.5951,4.0935,5.6362,-4.9885,-8.7297,-8.6484,-8.2278,-7.7615,-7.2537,-8.3352,-8.5195,-7.695,-8.047
6.8,32.7873,4.0572,5.644,-5.1358,-8.8785,-8.8309,-8.4821,-8.0415,-7.5565,-8.3723,-8.6491,-7.552,-7.963
6.8,32.9353,4.021,5.6494,-5.2909,-8.9874,-8.9738,-8.6985,-8.2876,-7.8265,-8.3466,-8.7139,-7.265,-7.873
6.8,33.0278,3.9846,5.6517,-5.3424,-9.0605,-9.0808,-8.8812,-8.5037,-8.0675,-8.2602,-8.72,-6.969,-7.641
6.8,33.1506,3.9478,5.6551,-5.1164,-9.2001,-9.2151,-9.0194,-8.6853,-8.2532,-7.9242,-8.4549,-6.427,-7.385
6.8,33.3939,3.9119,5.6615,-4.9484,-9.4375,-9.4129,-9.1425,-8.858,-8.4074,-7.2654,-7.884,-5.489,-6.901
6.8,33.6985,3.8894,5.6694,-5.0915,-9.4404,-9.445,-9.2625,-9.0136,-8.5968,-7.1472,-7.9206,-3.994,-6.299
6.8,33.7945,3.8719,5.6718,-5.3347,-9.3832,-9.4296,-9.3445,-9.117,-8.7335,-7.1362,-7.9911,-2.831,-5.99
6.8,33.9298,3.8494,5.6754,-4.9642,-9.52,-9.5319,-9.4077,-9.2264,-8.8499,-6.413,-7.5004,-0.784,-5.472
6.8,34.3449,3.8676,5.6898,-4.9402,-9.3664,-9.4433,-9.4147,-9.1882,-8.8201,-7.2945,-8.1582,-2.602,-5.941
6.8,34.5231,3.9018,5.696,-5.0688,-9.4464,-9.4657,-9.2935,-9.021,-8.6016,-7.4693,-8.1704,-4.992,-6.705
6.8,34.794,3.9308,5.7058,-4.7074,-9.2722,-9.3385,-9.2447,-8.9241,-8.5234,-8.1224,-8.7282,-6.214,-7.336
6.8,35.582,3.9438,5.7325,-4.8237,-9.3439,-9.3889,-9.2518,-8.9187,-8.5042,-8.2263,-8.7903,-6.542,-7.515
6.8,35.6302,3.9078,5.7334,-6.0688,-9.5223,-9.543,-9.3669,-9.0829,-8.6604,-7.647,-8.3186,-5.467,-6.976
6.8,35.6302,3.811,5.7212,-7.7804,-9.4912,-9.598,-9.6597,-9.5363,-9.2364,-6.1759,-7.5601,2.033,-4.748
6.8,35.6312,3.798,5.7198,-7.4308,-9.4071,-9.557,-9.6968,-9.5938,-9.3239,-6.1153,-7.564,2.584,-4.504
6.8,35.6323,3.7857,5.7178,-7.3703,-9.3337,-9.5225,-9.7284,-9.6439,-9.3978,-6.0596,-7.556,3.093,-4.238
6.8,35.6336,3.7747,5.7168,-7.0849,-9.2689,-9.4849,-9.7536,-9.6852,-9.4583,-6.0556,-7.5626,3.687,-3.919
6.8,35.637,3.7637,5.7163,-6.6832,-9.2035,-9.4477,-9.775,-9.7257,-9.5166,-6.0084,-7.541,4.228,-3.615
6.8,35.6453,3.7593,5.7131,-6.7188,-9.1719,-9.4266,-9.7762,-9.7345,-9.5323,-5.966,-7.515,4.577,-3.446
6.8,35.6478,3.7631,5.7126,-7.0569,-9.192,-9.4377,-9.7674,-9.719,-9.5106,-5.9863,-7.526,4.271,-3.59
6.8,35.6503,3.7704,5.7118,-6.9881,-9.2288,-9.4576,-9.7511,-9.6894,-9.4688,-6.0346,-7.5501,3.867,-3.807
6.8,35.6536,3.7752,5.7056,-6.7829,-9.2379,-9.4554,-9.7258,-9.6554,-9.4258,-6.0554,-7.5524,3.693,-3.908
6.8,35.6596,3.7653,5.7001,-6.7916,-9.1689,-9.4109,-9.7324,-9.6793,-9.466,-5.9911,-7.5146,4.154,-3.639
6.8,35.6628,3.7496,5.6969,-7.0343,-9.0784,-9.3553,-9.7542,-9.7291,-9.54,-5.873,-7.4415,5.009,-3.177
6.8,35.6649,3.7406,5.7016,-7.3192,-9.0387,-9.3341,-9.7795,-9.7694,-9.5886,-5.8718,-7.4285,5.688,-2.863
6.8,35.6655,3.7375,5.7043,-7.8432,-9.0249,-9.3267,-9.7903,-9.7847,-9.6045,-5.9018,-7.437,5.819,-2.785
6.8,35.6657,3.7387,5.7087,-7.8185,-9.0432,-9.3426,-9.7998,-9.7921,-9.6109,-5.9146,-7.4526,5.763,-2.824
6.8,35.6664,3.7352,5.699,-7.4422,-8.9992,-9.306,-9.7802,-9.7797,-9.6033,-5.844,-7.3951,5.93,-2.71
6.8,35.6677,3.732,5.7081,-7.1092,-8.9983,-9.3123,-9.8067,-9.8106,-9.6339,-5.8984,-7.4215,6.072,-2.628
6.8,35.6708,3.7278,5.7012,-7.2703,-8.9535,-9.2778,-9.7947,-9.807,-9.6353,-5.8289,-7.3637,6.359,-2.459
6.85,0.1019,3.5218,-1.7588,0.0535,11.5961,10.8573,9.0545,8.3931,8.1565,18.8679,15.0147,33.0,22.967
6.85,0.1115,3.5246,-1.7249,-0.4455,11.4765,10.7373,8.9616,8.3116,8.0741,18.7631,14.8968,33.0,22.768
6.85,0.1293,3.5289,-1.6224,-0.3835,11.1882,10.4489,8.695,8.056,7.8145,18.5946,14.6294,33.0,22.189
6.85,0.156,3.5345,-1.4821,-0.4198,10.7955,10.0573,8.3321,7.7071,7.4605,18.3422,14.2612,33.0,21.551
6.85,0.1924,3.5409,-1.3657,-0.5234,10.4455,9.7096,8.0277,7.4226,7.1723,18.0668,13.9183,33.0,21.01
6.85,0.2361,3.5477,-1.2462,-0.6291,10.0779,9.3472,7.7165,7.1339,6.881,17.7298,13.5464,32.985,20.282
6.85,0.2956,3.5566,-1.1126,-0.8932,9.6422,8.9221,7.3683,6.818,6.5637,17.2566,13.0838,31.978,19.451
6.85,0.3227,3.5613,-1.0491,-1.3211,9.4278,8.7149,7.2034,6.67,6.4142,17.0047,12.8497,31.629,19.132
6.85,0.3373,3.5637,-1.0371,-1.1883,9.369,8.6596,7.1695,6.6452,6.39,16.9168,12.7774,31.471,19.011
6.85,0.3913,3.5732,-0.9311,-1.0975,8.9918,8.2997,6.8941,6.4026,6.1432,16.4355,12.3476,30.957,18.532
6.85,0.4497,3.5835,-0.8407,-1.1499,8.6528,7.9814,6.6602,6.1997,5.9297,15.9867,11.9458,30.832,18.063
6.85,0.5328,3.5965,-0.7313,-0.8933,8.2427,7.6013,6.3793,5.9526,5.6684,15.425,11.439,30.732,17.588
6.85,0.9417,3.6744,-0.1965,-1.1343,6.0436,5.6342,4.9795,4.7685,4.6229,10.6459,8.1845,23.344,12.42
6.85,1.2629,3.7642,0.4338,-1.685,3.9849,3.7624,3.4816,3.4959,3.5846,6.7703,5.3129,15.234,7.84
6.85,1.345,3.7913,0.6715,-2.2203,3.3051,3.1343,2.9503,3.0191,3.1661,5.7786,4.539,12.718,6.722
6.85,1.4163,3.8216,0.8601,-2.3765,2.7515,2.632,2.5584,2.6848,2.8995,4.9866,3.972,10.565,5.793
6.85,1.4653,3.8562,0.9737,-2.5778,2.3882,2.3202,2.3755,2.5624,2.8551,4.4525,3.6532,8.971,5.154
6.85,1.4985,3.8892,1.0374,-2.6183,2.1698,2.1477,2.3275,2.5668,2.9315,4.1157,3.4855,7.573,4.652
6.85,1.5453,3.9263,1.0946,-2.4901,1.9946,2.0275,2.3386,2.628,3.0608,3.8204,3.3336,5.713,4.086
6.85,1.6143,3.9535,1.0738,-2.2872,2.0824,2.1445,2.5261,2.8467,3.3121,3.7633,3.3624,4.856,3.926
6.85,1.7532,3.9965,1.162,-2.2316,1.9915,2.0848,2.5434,2.9066,3.4073,3.4035,3.123,3.909,3.487
6.85,1.894,4.0159,1.2731,-2.3383,1.791,1.8959,2.3783,2.7591,3.2711,3.0724,2.837,3.442,3.121
6.85,2.0138,4.0372,1.3746,-2.4083,1.6319,1.747,2.25,2.6493,3.171,2.7665,2.5737,3.039,2.788
6.85,2.1534,4.0595,1.4857,-2.4617,1.4609,1.5845,2.1054,2.5235,3.0534,2.4468,2.2924,2.653,2.454
6.85,2.2798,4.0774,1.579,-2.5189,1.3176,1.447,1.9808,2.4133,2.9489,2.1896,2.0625,2.345,2.183
6.85,2.4222,4.0955,1.677,-2.5303,1.1661,1.3008,1.8466,2.2931,2.8338,1.9279,1.8264,2.041,1.913
6.85,2.5817,4.1136,1.7793,-2.5677,1.0064,1.146,1.7032,2.1632,2.7085,1.663,1.5859,1.733,1.637
6.85,2.7426,4.1303,1.8757,-2.6063,0.8555,0.9995,1.5667,2.0385,2.5879,1.4195,1.3649,1.434,1.371
6.85,2.9208,4.1471,1.9755,-2.6095,0.6984,0.8468,1.424,1.9071,2.4603,1.1733,1.1416,1.161,1.123
6.85,3.1342,4.1656,2.0864,-2.6491,0.524,0.6771,1.2653,1.7602,2.3175,0.9062,0.9002,0.845,0.84
6.85,3.339,4.1817,2.1855,-2.6917,0.3673,0.5246,1.1225,1.6273,2.1883,0.6724,0.6892,0.58,0.6
6.85,3.5775,4.199,2.2927,-2.7281,0.1979,0.3596,0.9681,1.4831,2.048,0.4241,0.4652,0.295,0.343
6.85,3.8155,4.215,2.3924,-2.7666,0.0392,0.205,0.8234,1.3474,1.9161,0.1965,0.2596,0.03,0.104
6.85,4.0875,4.2317,2.4983,-2.8011,-0.1299,0.0402,0.669,1.2023,1.7749,-0.0421,0.0435,-0.237,-0.14
6.85,4.367,4.2477,2.5996,-2.8299,-0.2922,-0.1181,0.5207,1.0627,1.6391,-0.2685,-0.1622,-0.499,-0.377
6.85,4.6936,4.2648,2.7094,-2.8671,-0.4697,-0.2913,0.3582,0.9094,1.4898,-0.5124,-0.3847,-0.776,-0.629
6.85,5.0221,4.2805,2.8119,-2.8966,-0.6375,-0.4551,0.2041,0.7636,1.3477,-0.7395,-0.5928,-1.027,-0.86
6.85,5.4163,4.2979,2.9256,-2.9233,-0.8237,-0.637,0.0331,0.6017,1.1898,-0.9897,-0.8228,-1.309,-1.119
6.85,5.8292,4.3146,3.0357,-2.9586,-1.0065,-0.816,-0.136,0.4413,1.0334,-1.2322,-1.0473,-1.581,-1.37
6.85,6.3044,4.3323,3.1528,-2.9852,-1.2031,-1.0087,-0.3187,0.2677,0.8641,-1.49,-1.2874,-1.868,-1.635
6.85,6.8318,4.35,3.2729,-3.0325,-1.4083,-1.2101,-0.5104,0.085,0.6858,-1.7546,-1.5353,-2.161,-1.907
6.85,7.3878,4.367,3.3892,-3.0806,-1.6089,-1.4073,-0.6984,-0.0944,0.5107,-2.011,-1.7762,-2.444,-2.17
6.85,7.9996,4.3831,3.5061,-3.1141,-1.8168,-1.6117,-0.8941,-0.282,0.3274,-2.2707,-2.0214,-2.691,-2.405
6.85,8.6931,4.3993,3.6276,-3.1412,-2.0355,-1.8268,-1.0997,-0.4794,0.1345,-2.5413,-2.2768,-2.802,-2.531
6.85,9.4917,4.4165,3.7565,-3.1715,-2.2665,-2.0532,-1.3146,-0.685,-0.0657,-2.828,-2.5452,-3.094,-2.808
6.85,10.4034,4.4344,3.8942,-3.219,-2.5172,-2.2989,-1.5479,-0.9088,-0.2838,-3.1351,-2.8334,-3.43,-3.128
6.85,11.3878,4.4508,4.0276,-3.2724,-2.7683,-2.5459,-1.7844,-1.137,-0.507,-3.4349,-3.1176,-3.768,-3.448
6.85,12.4801,4.4667,4.1639,-3.3062,-3.0345,-2.8088,-2.0395,-1.3851,-0.7513,-3.7431,-3.4143,-4.122,-3.769
6.85,13.7798,4.4829,4.3132,-3.3747,-3.3415,-3.1145,-2.343,-1.6838,-1.0484,-4.0829,-3.7505,-4.511,-4.131
6.85,15.0289,4.4946,4.4421,-3.4527,-3.6261,-3.4003,-2.6332,-1.973,-1.3386,-4.3818,-4.0547,-4.832,-4.453
6.85,16.4109,4.5054,4.5743,-3.5162,-3.9265,-3.7032,-2.9438,-2.2843,-1.6526,-4.6891,-4.3717,-5.151,-4.776
6.85,17.8122,4.5134,4.6983,-3.601,-4.2182,-3.9979,-3.2473,-2.5896,-1.961,-4.9815,-4.6752,-5.453,-5.079
6.85,19.1832,4.5171,4.8119,-3.7555,-4.5012,-4.2836,-3.5408,-2.885,-2.2593,-5.2617,-4.9652,-5.717,-5.354
6.85,20.0959,4.517,4.8799,-3.8927,-4.6813,-4.4652,-3.7266,-3.0721,-2.4479,-5.4384,-5.1473,-5.877,-5.522
6.85,21.0713,4.5163,4.9504,-3.937,-4.8709,-4.6563,-3.922,-3.2689,-2.6463,-5.6241,-5.3386,-6.044,-5.697
6.85,21.9958,4.5141,5.0154,-4.0205,-5.0542,-4.8412,-4.1111,-3.4593,-2.8382,-5.8022,-5.5222,-6.2,-5.862
6.85,22.8025,4.5102,5.0702,-4.1015,-5.2202,-5.0087,-4.2827,-3.6325,-3.0129,-5.9609,-5.6864,-6.333,-6.005
6.85,23.5625,4.5056,5.1192,-4.1654,-5.3754,-5.1657,-4.444,-3.7958,-3.1778,-6.1074,-5.8389,-6.454,-6.137
6.85,24.2629,4.5004,5.1626,-4.2096,-5.5205,-5.3127,-4.5958,-3.9498,-3.3337,-6.242,-5.9799,-6.569,-6.261
6.85,24.9781,4.4948,5.2049,-4.2415,-5.6644,-5.4586,-4.7467,-4.1031,-3.4889,-6.3742,-6.1188,-6.683,-6.384
6.85,25.6702,4.488,5.2453,-4.2798,-5.8081,-5.6043,-4.8975,-4.2566,-3.6444,-6.5044,-6.2557,-6.794,-6.505
6.85,26.3525,4.48,5.286,-4.3007,-5.9542,-5.7521,-5.049,-4.4107,-3.8,-6.6367,-6.3927,-6.905,-6.627
6.85,27.0646,4.4781,5.3306,-4.5024,-6.0774,-5.8758,-5.1741,-4.5366,-3.9263,-6.7567,-6.5143,-7.018,-6.746
6.85,27.2747,4.4876,5.3468,-5.0666,-6.0711,-5.8687,-5.1652,-4.5253,-3.9144,-6.7649,-6.5203,-7.045,-6.767
6.85,27.3228,4.4982,5.3555,-5.6578,-6.0368,-5.8329,-5.1265,-4.4837,-3.8715,-6.7474,-6.4989,-7.036,-6.752
6.85,27.3414,4.5088,5.3654,-6.0534,-6.0013,-5.7957,-5.0856,-4.4399,-3.8262,-6.7293,-6.4756,-7.029,-6.74
6.85,27.3496,4.5194,5.3769,-6.2249,-5.9674,-5.7601,-5.0459,-4.3973,-3.782,-6.712,-6.4527,-7.034,-6.737
6.85,27.3595,4.5224,5.38,-6.3123,-5.9574,-5.7496,-5.0344,-4.3852,-3.7694,-6.7064,-6.4457,-7.033,-6.732
6.85,27.3644,4.5108,5.379,-6.5563,-6.0251,-5.8195,-5.1093,-4.4632,-3.8494,-6.756,-6.5021,-7.057,-6.767
6.85,27.3679,4.5004,5.3944,-6.6025,-6.1248,-5.9211,-5.2152,-4.5722,-3.9601,-6.8384,-6.5904,-7.121,-6.84
6.85,27.372,4.4897,5.4065,-6.5565,-6.2127,-6.0106,-5.3081,-4.668,-4.0573,-6.9096,-6.666,-7.189,-6.916
6.85,27.3764,4.4787,5.41,-6.5917,-6.2757,-6.0747,-5.3741,-4.7366,-4.1267,-6.9572,-6.7158,-7.214,-6.951
6.85,27.3798,4.4675,5.4107,-6.6745,-6.322,-6.1208,-5.419,-4.7829,-4.1725,-6.993,-6.7491,-7.232,-6.984
6.85,27.3828,4.4564,5.4115,-6.7874,-6.3633,-6.1616,-5.4573,-4.8221,-4.2108,-7.0266,-6.7783,-7.249,-7.015
6.85,27.3848,4.4483,5.4127,-6.8994,-6.3939,-6.1917,-5.4853,-4.8507,-4.2386,-7.0524,-6.8004,-7.26,-7.037
6.85,27.3867,4.4401,5.4145,-6.9227,-6.4255,-6.223,-5.5147,-4.8807,-4.2678,-7.0795,-6.8239,-7.27,-7.058
6.85,27.3884,4.4322,5.4164,-6.9399,-6.4575,-6.2547,-5.5451,-4.9118,-4.2983,-7.1068,-6.8484,-7.274,-7.075
6.85,27.3902,4.4242,5.4183,-6.9545,-6.4914,-6.2887,-5.5784,-4.946,-4.3322,-7.1348,-6.8746,-7.299,-7.111
6.85,27.3918,4.4161,5.4201,-6.9674,-6.5279,-6.3255,-5.6153,-4.9842,-4.3704,-7.1635,-6.9029,-7.326,-7.149
6.85,27.3934,4.4079,5.422,-6.979,-6.5677,-6.366,-5.6571,-5.0277,-4.4143,-7.193,-6.9337,-7.343,-7.177
6.85,27.395,4.3997,5.4237,-6.9894,-6.6112,-6.4106,-5.7041,-5.0769,-4.4645,-7.2228,-6.9668,-7.353,-7.198
6.85,27.3966,4.3915,5.4254,-6.994,-6.6587,-6.4598,-5.7571,-5.1327,-4.5217,-7.2538,-7.0038,-7.415,-7.279
6.85,27.3981,4.3832,5.4271,-6.9951,-6.7094,-6.5127,-5.8155,-5.1941,-4.5853,-7.2866,-7.0452,-7.491,-7.377
6.85,27.3997,4.375,5.4287,-7.002,-6.7625,-6.5687,-5.8785,-5.2602,-4.6541,-7.3216,-7.0913,-7.523,-7.426
6.85,27.4012,4.3668,5.4303,-7.0133,-6.8171,-6.6266,-5.9447,-5.3295,-4.7266,-7.3588,-7.1414,-7.527,-7.443
6.85,27.4026,4.3585,5.4318,-7.0243,-6.8722,-6.6854,-6.0128,-5.4007,-4.8013,-7.3974,-7.1946,-7.529,-7.458
6.85,27.404,4.3503,5.4333,-7.0317,-6.9269,-6.7442,-6.0815,-5.4725,-4.8767,-7.4369,-7.2495,-7.533,-7.475
6.85,27.4055,4.3421,5.4347,-7.0384,-6.9804,-6.8018,-6.1493,-5.5432,-4.9512,-7.4759,-7.3039,-7.532,-7.487
6.85,27.4068,4.3338,5.4361,-7.0455,-7.0319,-6.8572,-6.2145,-5.6114,-5.0229,-7.5129,-7.3555,-7.538,-7.506
6.85,27.4082,4.3256,5.4376,-7.048,-7.0805,-6.9094,-6.2754,-5.6753,-5.09,-7.546,-7.4011,-7.539,-7.519
6.85,27.4096,4.3174,5.4391,-7.0472,-7.1257,-6.9574,-6.3302,-5.7335,-5.1507,-7.5729,-7.4376,-7.542,-7.534
6.85,27.4109,4.3091,5.4408,-7.0444,-7.1667,-7.0002,-6.377,-5.7842,-5.2029,-7.5909,-7.4608,-7.546,-7.55
6.85,27.4123,4.3009,5.4426,-7.0355,-7.2027,-7.0365,-6.4137,-5.8253,-5.2444,-7.597,-7.4661,-7.544,-7.56
6.85,27.4138,4.2926,5.4445,-7.0249,-7.2345,-7.0666,-6.4398,-5.8569,-5.2748,-7.5888,-7.4501,-7.548,-7.586
6.85,27.4152,4.2844,5.4466,-7.0106,-7.267,-7.0972,-6.4656,-5.8885,-5.3052,-7.5782,-7.4312,-7.545,-7.61
6.85,27.4167,4.2762,5.4488,-6.9909,-7.3087,-7.1386,-6.5064,-5.9347,-5.3517,-7.5808,-7.4329,-7.541,-7.632
6.85,27.4183,4.2679,5.4511,-6.9687,-7.3633,-7.1952,-6.5686,-6.0015,-5.4212,-7.6034,-7.4652,-7.547,-7.65
6.85,27.42,4.2597,5.4534,-6.9414,-7.4248,-7.26,-6.6425,-6.0798,-5.5032,-7.6364,-7.5136,-7.546,-7.663
6.85,27.4218,4.2514,5.4558,-6.9059,-7.4868,-7.3257,-6.7181,-6.1598,-5.5871,-7.6706,-7.564,-7.546,-7.677
6.85,27.4238,4.2432,5.4581,-6.8623,-7.5465,-7.3893,-6.7913,-6.2375,-5.6684,-7.7023,-7.6111,-7.55,-7.693
6.85,27.426,4.2349,5.4605,-6.8094,-7.6047,-7.4514,-6.8631,-6.3138,-5.7482,-7.7329,-7.657,-7.547,-7.703
6.85,27.4286,4.2266,5.4628,-6.7442,-7.6621,-7.5129,-6.9347,-6.3898,-5.8277,-7.7634,-7.7033,-7.546,-7.714
6.85,27.4316,4.2183,5.4652,-6.6607,-7.7192,-7.5744,-7.0068,-6.4663,-5.9078,-7.7946,-7.7511,-7.548,-7.728
6.85,27.4353,4.21,5.4675,-6.5511,-7.7767,-7.6371,-7.0814,-6.545,-5.9905,-7.8288,-7.8033,-7.543,-7.735
6.85,27.4402,4.2017,5.4697,-6.5577,-7.8361,-7.7031,-7.1616,-6.6293,-6.0793,-7.8701,-7.8649,-7.535,-7.741
6.85,27.4437,4.1971,5.471,-6.5704,-7.8697,-7.7409,-7.2085,-6.6782,-6.1312,-7.8963,-7.9034,-7.536,-7.748
6.85,27.4484,4.1925,5.4722,-6.4306,-7.903,-7.7786,-7.2556,-6.7274,-6.1833,-7.923,-7.9426,-7.535,-7.754
6.85,27.4551,4.1878,5.4734,-6.234,-7.9351,-7.8151,-7.301,-6.775,-6.2338,-7.948,-7.9794,-7.532,-7.758
6.85,27.4663,4.183,5.4747,-6.0142,-7.9651,-7.8488,-7.3427,-6.819,-6.2804,-7.9686,-8.0102,-7.526,-7.759
6.85,27.4848,4.1781,5.4762,-5.7529,-7.9913,-7.8775,-7.3772,-6.8561,-6.3196,-7.9807,-8.0297,-7.517,-7.758
6.85,27.5206,4.1727,5.4783,-4.734,-8.0126,-7.8993,-7.4008,-6.8828,-6.3473,-7.979,-8.0303,-7.512,-7.766
6.85,28.0599,4.1345,5.5062,-4.5704,-8.1732,-8.0515,-7.5452,-7.0542,-6.5203,-7.8923,-7.949,-7.488,-7.841
6.85,28.3846,4.1054,5.5218,-4.7637,-8.386,-8.2888,-7.8362,-7.3635,-6.8462,-7.9969,-8.1419,-7.454,-7.788
6.85,28.6305,4.078,5.5331,-4.8806,-8.5307,-8.4573,-8.0554,-7.6002,-7.0988,-8.0617,-8.2766,-7.373,-7.751
6.85,28.8297,4.0509,5.542,-4.984,-8.645,-8.599,-8.2549,-7.8198,-7.3366,-8.0934,-8.3812,-7.267,-7.689
6.85,28.9871,4.0234,5.5485,-5.1043,-8.7336,-8.7146,-8.4287,-8.0161,-7.5517,-8.0844,-8.4425,-7.044,-7.629
6.85,29.1035,3.995,5.5529,-5.2136,-8.7968,-8.8071,-8.5852,-8.1979,-7.7543,-8.0433,-8.4758,-6.811,-7.464
6.85,29.2021,3.9661,5.5564,-5.2107,-8.8468,-8.8855,-8.7271,-8.3674,-7.9448,-7.9578,-8.4674,-6.507,-7.224
6.85,29.3219,3.938,5.5604,-5.1964,-8.9497,-8.9865,-8.8358,-8.5116,-8.0936,-7.6924,-8.2645,-6.0,-7.019
6.85,29.4298,3.9094,5.564,-5.2279,-9.2157,-9.1848,-8.905,-8.6264,-8.1738,-6.9522,-7.5859,-5.123,-6.591
6.85,29.5355,3.8806,5.5672,-5.2871,-9.1996,-9.2064,-9.037,-8.8034,-8.3949,-6.7578,-7.5913,-3.241,-5.894
6.85,29.6177,3.851,5.5693,-5.3219,-9.2424,-9.2571,-9.1388,-8.955,-8.5792,-6.2244,-7.2821,-0.714,-5.26
6.85,29.7102,3.8184,5.5718,-5.2028,-9.2246,-9.2763,-9.2454,-9.1222,-8.809,-5.6232,-6.9991,1.755,-4.638
6.85,29.8494,3.788,5.5756,-4.9404,-9.0611,-9.2112,-9.3531,-9.2789,-9.0415,-5.4062,-6.9962,3.276,-4.009
6.85,30.1396,3.7695,5.5841,-4.8415,-8.9586,-9.1693,-9.4259,-9.3787,-9.177,-5.3931,-7.0459,4.149,-3.554
6.85,30.3991,3.7515,5.5927,-4.9028,-8.8603,-9.1227,-9.4868,-9.4681,-9.2946,-5.3639,-7.0571,5.114,-3.041
6.85,30.6266,3.7304,5.5942,-5.2323,-8.7152,-9.0314,-9.5221,-9.5367,-9.3782,-5.3838,-7.0218,6.42,-2.334
6.85,30.6303,3.7237,5.591,-6.7083,-8.6592,-8.9945,-9.5225,-9.5517,-9.404,-5.2465,-6.9265,6.996,-2.035
6.85,30.6344,3.7171,5.5858,-6.7494,-8.6082,-8.9658,-9.5192,-9.5706,-9.4513,-4.8241,-6.6935,7.669,-1.739
6.85,30.6374,3.7103,5.582,-6.8436,-8.5684,-8.9517,-9.5202,-9.6018,-9.5288,-4.1295,-6.3327,8.035,-1.53
6.85,30.6401,3.7035,5.579,-6.8494,-8.5295,-8.9398,-9.5224,-9.636,-9.6134,-3.3848,-5.9472,8.674,-1.241
6.85,30.643,3.6966,5.5762,-6.8622,-8.4808,-8.9169,-9.5214,-9.6626,-9.6787,-2.8237,-5.6455,9.702,-0.909
6.85,30.6455,3.69,5.5708,-6.9619,-8.4121,-8.8702,-9.5083,-9.6693,-9.7062,-2.5672,-5.4834,10.071,-0.68
6.85,30.6473,3.6833,5.565,-7.0431,-8.336,-8.8133,-9.491,-9.6678,-9.7163,-2.4791,-5.4006,10.691,-0.362
6.85,30.6491,3.6765,5.5629,-7.001,-8.2671,-8.761,-9.4802,-9.672,-9.7265,-2.4595,-5.355,12.652,0.134
6.85,30.6513,3.6697,5.5585,-6.9791,-8.1981,-8.7063,-9.4636,-9.6713,-9.7315,-2.4054,-5.2946,12.996,0.374
6.85,30.6533,3.6629,5.5509,-7.0134,-8.1214,-8.6449,-9.4373,-9.6636,-9.7331,-2.2455,-5.1818,13.534,0.708
6.85,30.6552,3.6548,5.5479,-6.9708,-8.0378,-8.5829,-9.4186,-9.6706,-9.7553,-1.9459,-5.005,15.4,1.387
6.85,30.6575,3.6462,5.5494,-6.9503,-7.9449,-8.5233,-9.4062,-9.6932,-9.8078,-1.3579,-4.6975,18.642,1.859
