# Vega Mags
# Elliptical M49 region extracted from isophotes (53,54]
# Semi-Minor Axes (pix): (672.7, 740.0]
# Num Pixels: 193872
# Neff ~ 440^2
# zmag gmag-zmag
# F850LP F475W-F850LP
# 
24.588056 2.075491
24.569435 2.061958
24.630056 2.024586
24.600817 2.094493
24.574434 2.068805
24.627474 1.995453
24.656804 1.906188
24.624493 2.028022
24.658034 1.990488
24.619055 1.968852
24.561724 2.078492
24.558400 2.096471
24.598081 2.075466
24.605448 2.058918
24.633994 2.041198
24.675846 1.926006
24.648336 1.953635
24.629656 1.991684
24.641535 1.952384
24.615509 1.997010
24.581201 2.045298
24.598621 2.002540
24.641627 2.014686
24.616002 2.016704
24.660501 1.999743
24.603543 2.018510
24.577520 2.024727
24.662026 2.042702
24.578736 2.046969
24.587276 2.023174
24.592523 2.060485
24.632880 2.081092
24.590468 2.042672
24.583476 2.087933
24.563652 2.162899
24.574806 2.130387
24.598349 2.073489
24.572634 2.152079
24.595167 2.081627
24.577606 1.988293
24.516120 2.097030
24.496265 2.039171
24.530899 2.018083
24.607069 2.032891
24.624856 2.057560
24.625357 2.084982
24.620971 2.059539
24.604505 2.041214
24.556730 2.078786
24.652610 1.914665
24.630595 2.000004
24.588876 2.010902
24.569767 1.986979
24.591697 2.046778
24.615271 2.015325
24.604254 2.049320
24.597293 2.013784
24.608010 1.977416
24.625531 1.984524
24.579636 2.050528
24.555636 2.077372
24.601304 1.994593
24.577363 2.050405
24.568227 2.094460
24.589108 2.011711
24.580192 2.085595
24.558639 2.085937
24.573797 2.060504
24.591119 2.054089
24.612853 2.052880
24.592836 2.090802
24.634258 1.986583
24.622641 2.000785
24.606900 2.049052
24.581990 2.038545
24.592831 2.034280
24.615621 1.921281
24.647161 1.972099
24.607662 2.053110
24.609903 1.998991
24.610709 2.000437
24.611098 1.985298
24.634206 2.048095
24.649005 2.007489
24.612679 2.057577
24.570935 2.048143
24.576663 2.028857
24.604765 1.958852
24.584576 2.020824
24.669187 1.988261
24.655633 2.020092
24.587845 2.070303
24.579953 2.108502
24.612224 2.072271
24.638078 2.038525
24.624066 2.016798
24.645442 1.997365
24.601900 2.047081
24.579996 2.066031
24.571851 2.133602
24.538126 2.100412
24.597785 2.032412
24.606496 2.051159
24.538515 2.160165
24.488856 2.077913
24.423048 2.077509
24.451735 2.102879
24.508575 2.098383
24.590800 2.105612
24.645266 2.046763
24.618466 2.060935
24.610428 2.012814
24.632197 1.964474
24.692305 2.004663
24.572519 2.120005
24.576633 2.013985
24.591184 2.019783
24.590100 2.068737
24.591341 2.065130
24.559356 2.061435
24.606170 2.089817
24.586846 2.110477
24.608461 2.057904
24.572885 2.069998
24.612402 1.999021
24.626030 1.961670
24.630675 2.057191
24.599993 2.080069
24.570435 2.045320
24.568222 2.069035
24.575854 2.080928
24.594388 2.082500
24.609973 2.087205
24.642852 2.074253
24.663105 1.981312
24.590507 2.078024
24.555283 2.105574
24.657405 2.096155
24.584359 1.974115
24.514064 2.069518
24.611779 1.911952
24.620471 1.931407
24.628074 1.954365
24.597554 2.018599
24.602703 2.012047
24.643427 1.997036
24.631176 1.978627
24.557401 2.030161
24.549285 2.046335
24.582071 2.067418
24.552911 2.075182
24.579440 2.094765
24.596886 2.031737
24.586781 2.056865
24.582597 2.092888
24.601173 2.062094
24.605771 2.018549
24.564764 2.080759
24.567737 2.144713
24.573636 2.091308
24.550034 2.112513
24.572147 2.001932
24.619231 1.982429
24.609299 2.069490
24.556133 2.004365
24.575786 2.068892
24.532748 2.100448
24.577344 2.040628
24.603220 2.049513
24.627794 2.021034
24.561750 2.059373
24.600608 2.063862
24.620421 2.026490
24.668793 2.010018
24.627205 2.046150
24.576138 2.017060
24.555786 2.084359
24.553999 2.109099
24.565666 2.123155
24.543774 2.139656
24.601595 2.066322
24.592607 2.088361
24.587744 1.994622
24.631017 2.003976
24.624114 2.046871
24.641302 1.910859
24.634709 1.962495
24.569755 2.040077
24.578187 2.055225
24.601497 2.084566
24.581581 2.099528
24.569621 2.057121
24.564612 2.031733
24.530446 2.089264
24.494463 2.125092
24.529225 2.117393
24.515692 2.135900
24.601879 2.078258
24.619873 2.087005
24.607164 2.061041
24.624544 2.036991
24.654700 1.979566
24.610257 1.985678
24.583579 2.076764
24.562031 2.130086
24.599385 2.032547
24.597311 2.010893
24.595602 2.018928
24.607242 2.023691
24.583679 1.991077
24.582254 2.101661
24.603601 2.035608
24.572585 2.064555
24.580354 2.076922
24.605614 2.048422
24.615845 1.980800
24.605391 2.062195
24.603647 2.070510
24.564608 1.984326
24.576093 2.024001
24.590454 1.987075
24.564915 2.015389
24.622043 2.014717
24.614423 1.986439
24.609615 2.024054
24.587435 2.049267
24.591271 2.000562
24.528442 2.106835
24.556193 2.132320
24.632449 2.041316
24.570059 2.046697
24.633584 2.005878
24.653897 2.042085
24.650771 2.051709
24.601652 2.089102
24.575012 2.086080
24.582811 2.082170
24.555591 2.091760
24.574527 2.043596
24.602929 2.031343
24.585776 2.081981
24.613029 2.086875
24.639176 1.976931
24.604012 2.109422
24.576896 2.133706
24.579079 2.073876
24.558435 2.053249
24.586723 2.082446
24.570815 2.015939
24.575050 1.978223
24.587937 1.963839
24.603937 1.936755
24.583386 1.997902
24.592758 1.998205
24.612890 2.065440
24.595346 2.012088
24.571996 2.023615
24.572404 2.076387
24.546594 2.081996
24.543543 2.098054
24.578883 2.078563
24.625434 1.942827
24.667067 1.996152
24.615579 2.021216
24.579595 2.011912
24.605976 2.010957
24.587310 2.040850
24.546476 2.056320
24.520706 2.099058
24.563528 2.070120
24.602545 2.000796
24.618404 1.985791
24.578003 2.104416
24.558776 1.992246
24.620169 2.057689
24.600359 2.016094
24.568331 2.122792
24.597002 2.030670
24.602348 2.092829
24.575839 2.074956
24.553949 2.089265
24.594755 2.052517
24.672718 1.994708
24.646720 2.024100
24.556869 2.096439
24.617444 2.112832
24.595109 2.072154
24.569667 2.060954
24.576312 2.071378
24.594377 2.098931
24.585089 2.059487
24.595653 2.075306
24.611523 2.071274
24.603273 2.064211
24.595277 2.005877
24.594075 2.025839
24.561394 2.042413
24.551525 2.058631
24.613361 2.020565
24.554535 2.071734
24.610600 2.028556
24.620790 1.984398
24.579034 2.081993
24.535334 2.172946
24.563678 2.124260
24.580157 2.080337
24.604290 2.041836
24.596769 2.075491
24.603486 2.099434
24.524785 2.162137
24.665956 2.027405
24.611824 1.991816
24.582613 2.124219
24.600600 2.084124
24.624443 2.033419
24.635719 1.996127
24.623581 1.995188
24.639282 1.985168
24.613287 1.996880
24.584108 2.042812
24.601507 1.995173
24.551939 2.079161
24.663204 1.978547
24.584041 2.047500
24.578486 2.036045
24.584559 2.096301
24.610782 2.026938
24.584839 2.063084
24.573722 2.001598
24.583384 2.031173
24.559089 2.061161
24.596275 2.039692
24.587053 2.053890
24.595487 2.052794
24.592531 2.076667
24.586945 2.055153
24.553497 2.067319
