# Imag Gmag-Imag
# F814W F475W-F814W
# Vega apparent mags
# Bulge region extracted by Charlie
24.43542 1.78435
24.41265 1.83074
24.55718 1.78079
24.49880 1.77040
24.26733 1.93260
24.52284 1.87945
24.80623 1.88505
24.75293 2.01618
24.84568 1.98313
25.09096 1.92545
24.95906 2.04987
24.54927 2.20938
24.16963 2.41605
24.41305 2.33602
24.81532 2.08682
24.82290 1.95404
24.69000 1.85421
24.56781 1.94415
24.60866 1.97586
24.72714 1.92892
24.91991 1.81038
25.17641 1.69539
25.37470 1.70039
25.38264 1.68056
25.22364 1.75083
25.19819 1.76219
25.18779 1.84294
25.18933 1.74462
25.19452 1.67376
25.13744 1.74434
25.18549 1.73752
25.28160 1.60757
25.25511 1.55951
25.34968 1.62476
25.41969 1.55220
25.32520 1.56397
25.38634 1.64100
25.49182 1.67128
25.39025 1.70806
25.19252 1.69836
25.02942 1.67808
24.79414 1.73282
24.66209 1.85774
24.67845 1.89363
24.78895 1.87417
24.83401 1.86408
24.69081 1.95785
24.91496 1.81854
25.28944 1.67366
25.42249 1.71216
25.36212 1.75813
25.16528 1.84015
25.25830 1.73748
24.98948 1.86902
25.00105 1.79999
25.23287 1.73890
25.21613 1.85465
25.03956 1.87445
24.60069 2.18437
24.67929 2.03041
24.70159 1.86370
24.52880 1.86682
24.80162 1.79346
25.02246 1.87024
25.00126 1.93664
24.74522 2.14926
24.43749 2.32950
23.84895 2.82957
23.88165 2.85995
24.46922 2.37620
24.78075 2.05083
25.01454 1.82697
25.15237 1.76547
25.22506 1.78095
25.24760 1.85963
25.23477 1.81231
25.06243 1.76371
25.03382 1.62748
25.28505 1.54589
25.36481 1.60446
25.37228 1.67656
25.32082 1.71589
25.21658 1.81957
25.30607 1.78320
25.41732 1.71581
25.38463 1.67025
25.31706 1.56865
25.06550 1.65274
25.01711 1.77759
24.94073 1.93469
24.57009 2.12471
24.66125 1.90099
24.68855 1.92790
24.75485 2.00485
24.29891 2.38695
24.15513 2.37285
24.51139 2.07373
24.88382 1.85798
25.43665 1.59581
25.45002 1.60584
25.43213 1.66792
25.43108 1.67763
25.35292 1.70315
25.16056 1.88479
25.10828 1.91770
24.91574 2.03424
24.77178 2.15344
25.28276 1.80685
25.38996 1.75958
25.31192 1.70864
25.16332 1.82819
25.07284 2.01186
25.26977 1.84897
25.19869 1.85884
24.91048 2.00647
25.00397 1.86813
25.22778 1.77708
25.16914 1.83659
24.87910 2.03282
24.45985 2.19519
24.25396 1.91398
23.76444 1.91342
24.09329 1.75925
24.57358 1.77308
24.56378 1.89568
24.46903 1.98280
24.57951 1.82295
24.89847 1.66766
25.02474 1.80259
25.01257 1.83306
24.99709 1.90396
24.89380 1.98607
24.39846 2.30536
23.98193 2.61417
24.40995 2.38600
24.87910 2.00513
24.83072 1.92087
24.64383 1.91292
24.56252 1.99404
24.75071 1.91328
24.99567 1.80356
25.17346 1.77441
25.29477 1.70687
25.40958 1.65508
25.41655 1.67160
25.34864 1.67138
25.32258 1.71930
25.35904 1.61864
25.27315 1.67596
25.11634 1.75559
24.97854 1.91759
25.04055 1.80535
24.95010 1.60653
24.76818 1.56264
25.10827 1.59563
25.24011 1.61029
25.16434 1.59793
25.28134 1.63602
25.36936 1.63924
25.18028 1.69068
25.11499 1.72859
24.95439 1.84149
24.71862 2.00564
24.67299 2.03584
24.50968 2.00963
24.39837 1.96899
24.63787 1.82145
24.73799 1.78164
24.85187 1.72964
25.17080 1.64029
25.35257 1.65271
25.44087 1.67901
25.39443 1.71511
25.35295 1.74212
25.17897 1.79153
25.23197 1.75153
25.34748 1.75353
25.31323 1.71926
25.16618 1.71386
25.05422 1.78688
24.98439 1.79781
24.80107 1.79444
24.51233 1.88475
24.78798 1.78173
25.15470 1.79748
25.12206 1.97823
24.87656 2.23586
24.59431 2.41831
23.95376 2.96266
23.97952 2.94372
24.67033 2.32504
24.98792 2.02373
25.04029 1.88040
25.10275 1.73140
25.20384 1.69035
25.32263 1.68783
25.32591 1.67121
25.14453 1.71693
25.02098 1.70846
25.15962 1.58098
25.21485 1.63781
25.28777 1.67096
25.30893 1.66089
25.26283 1.64579
25.13852 1.71772
25.32490 1.67373
25.28802 1.69195
25.30599 1.63280
25.21636 1.66014
25.14518 1.73894
25.03993 1.86026
24.76366 2.03623
24.64427 1.97827
24.62887 2.03775
24.74180 2.03220
24.19659 2.37199
24.04507 2.32914
24.46260 1.98587
24.89279 1.84480
25.13117 1.81306
25.13285 1.78521
25.16631 1.77827
25.40559 1.60867
25.37973 1.65336
25.32351 1.73437
25.28808 1.74092
25.21554 1.75064
25.23168 1.83752
25.41077 1.70964
25.33287 1.66275
25.10012 1.71613
25.25658 1.64852
25.36392 1.72117
25.40668 1.80030
25.37829 1.79725
25.12884 1.95792
25.06232 1.87366
25.14350 1.74431
25.13029 1.77662
24.91998 1.95098
24.57293 2.07384
24.11341 2.05167
23.43308 2.33063
23.85960 2.10684
24.65404 1.91403
24.88392 1.92034
24.94060 1.81153
24.75962 1.82286
24.94169 1.71631
25.16805 1.66701
24.99215 1.77278
24.88625 1.77486
24.85744 1.82882
24.60246 2.07140
24.35571 2.47300
24.69777 2.22582
24.92086 1.94471
24.83915 1.89422
24.72943 1.99354
24.72280 2.02212
24.84415 1.93518
25.09720 1.81881
25.31571 1.70492
25.29932 1.64944
25.32773 1.62727
25.37048 1.62730
25.33165 1.65165
25.32337 1.64920
25.29097 1.62434
25.23884 1.69200
25.13960 1.82221
25.03597 1.93956
25.01101 1.76328
24.61058 1.79681
24.29282 1.80388
24.80336 1.63622
24.99917 1.65585
24.94565 1.69819
25.17311 1.68144
25.22004 1.68495
24.96373 1.77912
25.09064 1.75444
25.09178 1.91396
24.82682 2.12555
24.73049 2.06752
24.25799 2.12400
23.79050 2.24768
24.17079 1.94971
24.47489 1.74268
24.67099 1.64979
25.04642 1.61105
25.25651 1.66121
25.44999 1.65574
25.46719 1.69060
25.44758 1.71257
25.30450 1.83302
25.33812 1.76805
25.38295 1.66063
25.28991 1.58694
25.10926 1.65541
25.10200 1.66997
24.99415 1.73578
24.80864 1.79127
24.61207 1.86214
24.83539 1.77044
25.20399 1.72558
25.27520 1.84501
25.15611 2.00824
24.99746 2.16162
24.75483 2.34873
24.73396 2.31296
25.01183 1.97739
25.19272 1.83429
25.19825 1.73820
25.14935 1.69206
25.11217 1.64110
25.22177 1.58271
25.25417 1.64168
25.15399 1.70495
25.13205 1.72609
25.13893 1.68494
25.15475 1.70071
25.23868 1.62650
25.17607 1.68670
25.07506 1.71756
24.94972 1.82793
25.22825 1.74727
25.26940 1.77613
25.34818 1.68339
25.34087 1.65007
25.16948 1.72242
25.04757 1.77857
24.86590 1.88954
24.48911 2.05708
24.58208 2.01879
24.80096 1.93104
24.61568 2.01364
24.49289 2.01021
24.70362 1.93848
25.01435 1.86313
25.13415 1.80691
24.93357 1.88732
24.90877 1.85677
25.02018 1.84500
24.93536 1.91375
25.33510 1.65077
25.25266 1.64439
25.20257 1.64152
25.37715 1.61118
25.36156 1.66903
25.20680 1.72786
24.95619 1.84321
25.03976 1.74098
25.34250 1.66083
25.50197 1.72113
25.47916 1.76178
25.33608 1.82922
25.10649 1.88305
24.98728 1.82544
24.97168 1.76084
24.85257 1.85062
24.58184 2.09958
24.34579 2.15442
23.91183 2.49624
24.25262 2.28416
24.90411 1.91472
25.16565 1.85290
25.21019 1.81930
25.11315 1.81614
25.16831 1.73741
25.26240 1.69226
24.96271 1.87676
24.88460 1.77524
24.78231 1.77460
24.83756 1.76865
25.06497 1.88487
25.07713 1.89860
24.90599 1.86594
24.66113 1.94521
24.74186 1.90674
24.74619 1.96202
24.73483 1.97204
25.10581 1.77147
25.27910 1.66426
25.22535 1.69838
25.24199 1.68716
25.27633 1.67060
25.17624 1.70463
25.16093 1.68685
25.16204 1.70828
25.15222 1.73398
25.09528 1.78978
25.07369 1.81004
24.95087 1.79075
24.60694 1.99943
24.33972 2.11703
24.61678 1.78778
24.65191 1.68270
24.70092 1.73139
25.05640 1.71613
25.16255 1.76560
24.95686 1.90548
25.12258 1.81895
25.21400 1.87372
24.89337 2.10985
24.66002 2.15759
24.12727 2.31822
23.63984 2.49612
23.97490 2.18133
24.21539 1.95608
24.46120 1.76768
24.93941 1.59552
25.22802 1.65151
25.41166 1.67505
25.42826 1.64599
25.46139 1.65174
25.47485 1.72131
25.42282 1.73792
25.36980 1.63650
25.15871 1.62857
25.01818 1.62853
25.03754 1.67833
24.93127 1.73736
24.76807 1.76220
24.72025 1.77149
24.84665 1.75443
25.15416 1.65358
25.36141 1.68426
25.34421 1.81413
25.23624 1.89533
25.17271 1.83851
25.10582 1.80700
25.09779 1.80894
25.18909 1.74480
25.20011 1.68394
25.18249 1.64323
25.08387 1.72645
25.12915 1.69763
25.13649 1.70572
25.10604 1.74145
25.22363 1.70684
25.17353 1.71546
25.16697 1.59546
25.14331 1.55047
25.07089 1.70857
25.06291 1.81508
25.10080 1.86087
25.31572 1.75865
25.36546 1.71253
25.40489 1.69526
25.35846 1.71322
25.11398 1.78897
24.99292 1.85327
24.80903 1.93624
24.44695 2.18527
24.60902 2.04626
24.84726 1.82211
24.88224 1.79812
24.89834 1.85429
25.03628 1.80161
25.16929 1.75842
25.01179 1.85466
24.73391 1.94914
24.52651 1.99192
24.53211 2.00667
24.75430 2.01100
24.74659 2.11953
24.55485 2.26532
25.20240 1.72654
25.36894 1.71822
25.25768 1.79022
25.12585 1.79487
25.02185 1.87168
24.90240 1.92834
25.29729 1.72997
25.54357 1.66246
25.51985 1.66031
25.36936 1.78081
25.19053 1.91496
24.99701 1.93188
24.72649 1.93218
24.74903 1.88379
24.64855 2.12865
24.69843 2.13234
24.87946 1.99806
24.92600 1.97423
25.17361 1.81997
25.39262 1.75593
25.41292 1.78985
25.39774 1.66581
25.35935 1.64835
25.32186 1.65887
25.10863 1.82540
25.03118 1.73472
24.85127 1.82809
24.91857 1.88186
25.18399 1.83266
25.11129 1.82886
24.82900 1.90084
24.56372 2.10481
24.66730 2.04159
24.46066 2.22730
24.43408 2.23684
24.97651 1.84880
25.21206 1.66095
25.30260 1.66381
25.28975 1.69206
25.21092 1.73174
25.06849 1.72397
24.93398 1.69655
24.89634 1.74946
25.00138 1.79728
24.96737 1.85998
25.00479 1.78626
24.85473 1.79901
24.79056 1.83773
24.71617 1.91883
24.41882 1.87354
24.17913 1.87662
24.52579 1.85660
24.97393 1.79345
25.13756 1.73057
25.02244 1.83149
25.15763 1.79285
25.16608 1.89492
24.89121 2.03295
24.62563 2.08869
24.29010 2.18151
24.12140 2.22101
24.22524 2.16468
24.18506 2.11660
24.34857 1.93320
24.82169 1.68991
25.18000 1.68065
25.28343 1.65774
25.23017 1.57593
25.25183 1.58407
25.34840 1.65449
25.38687 1.69625
25.31285 1.67712
25.09383 1.75036
24.96184 1.76874
24.92797 1.71199
24.80074 1.70321
24.68125 1.73490
24.69094 1.73172
24.85596 1.74724
25.03719 1.66879
25.31037 1.63433
25.40004 1.73918
25.33619 1.74769
25.19827 1.74212
25.02321 1.84940
25.03439 1.86587
25.09174 1.81876
25.04779 1.83252
25.13576 1.74378
25.19205 1.78177
25.19701 1.78749
25.14013 1.76804
25.15727 1.78938
25.29174 1.77097
25.24265 1.76911
25.14287 1.67351
25.03293 1.67527
25.10892 1.70797
25.23032 1.75239
25.33821 1.77378
25.41249 1.75477
25.39437 1.76492
25.42770 1.74641
25.39079 1.75179
25.21246 1.86648
25.09180 1.89929
24.97210 1.87457
24.83106 1.96035
24.90024 1.86723
24.92085 1.73245
24.94361 1.73159
24.93618 1.80325
25.05329 1.75026
25.13784 1.74679
24.85351 1.96604
24.64100 2.00638
24.03479 2.34057
23.93879 2.33878
24.62459 2.11744
25.00127 2.03217
24.97049 2.04890
24.90674 2.11921
24.85595 2.05456
24.70839 1.98706
25.36114 1.77978
25.22509 1.87588
25.23597 1.80038
25.11650 1.84384
25.34897 1.69235
25.52218 1.64095
25.46382 1.65231
25.34420 1.70507
25.26264 1.78360
25.06551 1.90461
24.61154 2.14540
24.80016 2.03600
24.97233 2.08511
25.06404 1.99882
25.21831 1.81345
25.24750 1.79776
25.34212 1.75046
25.44235 1.70504
25.48369 1.69499
25.43858 1.61963
25.35664 1.58100
25.25837 1.62147
25.12809 1.63360
25.00801 1.65108
24.94618 1.71212
25.16454 1.78967
25.28861 1.84468
25.15629 1.81483
24.90839 1.88314
24.81556 1.89569
24.88233 1.95396
24.68801 2.21902
24.65040 2.24620
25.00246 1.82525
25.14355 1.69338
25.28492 1.59420
25.27822 1.63376
25.17883 1.71670
24.94660 1.66345
24.66859 1.72625
24.66082 1.83175
24.95683 1.80117
25.03970 1.83563
25.08193 1.79125
24.94656 1.83995
24.89025 1.88924
24.81576 1.86047
24.30078 2.04337
24.00915 2.18248
24.57667 1.92941
24.86756 1.75595
24.90956 1.71355
25.03085 1.81168
25.15029 1.86614
25.13803 1.87821
24.86933 2.00650
24.47095 2.18455
24.09704 2.33746
24.20486 2.20182
24.37829 2.19656
24.32532 2.24870
24.38287 2.08310
24.69414 1.85139
25.01039 1.76363
25.03367 1.68023
24.90310 1.66681
24.96158 1.69198
25.20313 1.67624
25.35338 1.65522
25.26599 1.77384
25.12349 1.79183
24.96322 1.81768
24.74377 1.75032
24.61451 1.69647
24.57249 1.76805
24.62219 1.77397
24.82894 1.67959
24.87387 1.69313
25.20465 1.67928
25.35729 1.66852
25.31233 1.74064
25.21726 1.77495
25.05474 1.96142
24.97734 2.02669
24.81483 2.17431
24.80849 2.15072
25.06773 1.86846
25.22468 1.78918
25.28937 1.75688
25.22679 1.72106
25.18303 1.65507
25.29180 1.68995
25.34024 1.72047
25.20938 1.76431
25.14396 1.77982
25.23933 1.75077
25.30355 1.74316
25.28857 1.81442
25.29393 1.80843
25.31523 1.75242
25.39437 1.64003
25.39278 1.66261
25.34852 1.72340
25.23517 1.78784
25.11956 1.86773
25.09429 1.83658
25.03546 1.72471
24.79591 1.74955
24.87321 1.69505
24.93968 1.78855
25.03779 1.77556
25.14208 1.74083
24.88079 1.99915
24.67502 2.08273
24.02952 2.57043
23.93104 2.60718
24.67570 2.15670
25.15968 1.86294
25.18842 1.82146
25.13830 1.90053
24.99443 1.89008
24.71361 1.96919
24.81811 1.85312
25.08727 1.74137
25.39397 1.50092
25.41948 1.50344
25.49762 1.62622
25.40221 1.69684
25.29373 1.60935
25.18787 1.63318
25.14798 1.77691
24.87434 2.11296
25.11470 1.98627
25.39287 1.83018
25.39813 1.76954
25.34159 1.71436
25.30237 1.70100
25.24670 1.59859
25.23252 1.57677
25.37171 1.60139
25.40282 1.67548
25.29940 1.69292
25.15679 1.73220
25.01855 1.69493
24.83336 1.77986
24.85433 1.82110
25.24785 1.73492
25.33553 1.78341
25.23181 1.75109
25.00922 1.81704
24.85702 1.88537
25.01890 1.86167
25.15820 1.80625
25.17169 1.81597
25.13524 1.77084
25.10587 1.72183
25.20276 1.65813
25.24976 1.66124
25.14710 1.64910
24.81288 1.66234
24.61650 1.78555
24.76572 1.87307
25.08799 1.81429
25.21357 1.70739
25.27644 1.67300
25.22413 1.74506
25.07901 1.84297
24.89918 1.84232
24.53157 1.95573
24.37489 2.09053
24.81549 1.83918
24.73271 1.88392
24.70126 1.86695
25.13343 1.72480
25.28860 1.77671
25.17125 1.83839
24.86318 1.97074
24.46456 2.29103
24.11383 2.53177
24.22397 2.39667
24.64165 2.18244
24.78935 2.10597
24.65936 2.04297
24.59751 2.03185
24.79076 1.86378
24.74237 1.74052
24.68644 1.71309
24.85325 1.79073
25.16384 1.72213
25.30586 1.65802
25.25310 1.80224
25.17266 1.87576
24.99697 1.87023
24.67911 1.87952
24.58165 1.84463
24.69232 1.86268
24.79559 1.83408
24.88262 1.78189
24.89405 1.74653
25.19162 1.62932
25.25235 1.62279
25.18974 1.68615
25.14376 1.80563
25.06476 1.97851
24.84083 2.17455
24.27461 2.64214
24.29525 2.60711
24.89148 2.01702
25.16442 1.86713
25.29977 1.80619
25.18208 1.73830
24.96103 1.69924
25.09426 1.66576
25.23028 1.70515
25.22453 1.77501
25.21996 1.75510
25.19083 1.73187
25.10779 1.79085
25.03322 1.85577
24.97116 1.95898
25.08117 1.84151
25.18969 1.69907
25.26494 1.71096
25.26519 1.78899
25.15515 1.86158
25.11591 1.82787
25.14520 1.81143
25.04242 1.81348
24.73480 1.95044
24.82979 1.76245
25.02996 1.62518
25.13354 1.63893
25.17533 1.66811
25.04787 1.84679
24.91589 2.01060
24.70076 2.17774
24.65566 2.25911
24.95355 1.98676
25.13187 1.77676
25.11976 1.73878
25.06411 1.76762
24.92413 1.79975
24.68797 1.83047
24.80914 1.77498
25.10226 1.73713
25.11280 1.76773
25.16070 1.69967
25.44850 1.55296
25.37602 1.60453
25.12907 1.58708
24.89744 1.57375
25.16313 1.63741
25.27822 1.81313
25.45593 1.73776
25.54601 1.70415
25.45142 1.72391
25.27269 1.72819
25.08574 1.65916
24.83947 1.66197
24.86393 1.62978
25.21187 1.67797
25.42734 1.72787
25.35273 1.76277
25.19167 1.80400
24.98778 1.81190
24.77318 1.87216
24.90121 1.84955
25.26658 1.72532
25.32095 1.78093
25.25530 1.76800
25.14401 1.81641
25.00321 1.95312
25.17091 1.81762
25.17714 1.77157
25.20912 1.70324
25.20687 1.70135
25.05510 1.73355
25.12138 1.68255
25.24367 1.66788
25.10738 1.66758
24.83876 1.76284
24.84875 1.85215
25.09612 1.81693
25.27912 1.67134
25.32675 1.61403
25.32919 1.54613
25.33297 1.59175
25.24960 1.72862
25.06721 1.81224
24.88085 1.83681
24.89720 1.80396
25.04008 1.77523
24.92038 1.92575
24.87771 1.97997
25.19115 1.75791
25.28463 1.73025
25.18624 1.76840
24.94869 1.82842
24.86753 1.96954
24.78538 2.10928
24.80786 2.10562
25.04927 1.95777
25.11837 1.86436
24.91961 1.87822
24.71735 1.97689
24.72758 1.82423
24.54434 1.71492
24.59118 1.62224
24.92131 1.67803
25.19794 1.73815
25.22128 1.76440
25.15548 1.95217
25.08316 2.02870
24.97802 1.95144
24.79889 1.88067
24.82395 1.81467
25.02533 1.78380
25.12793 1.71515
25.13452 1.73074
25.11516 1.75368
25.17408 1.67441
25.12131 1.59791
25.07842 1.66782
25.08583 1.85787
25.01250 2.05673
24.73921 2.21089
24.07979 2.72982
24.10241 2.73178
24.81186 2.14251
25.18500 1.87490
25.31162 1.80938
25.16717 1.76066
24.89238 1.77622
24.92099 1.67868
24.94815 1.75519
25.04370 1.78658
24.99763 1.84006
24.92488 1.86475
24.74014 1.96269
24.61351 2.01840
24.34808 2.35188
24.63997 2.16643
24.97625 1.88020
25.06192 1.88372
25.01385 1.98264
24.92489 1.91966
24.89535 1.86322
25.01875 1.84970
25.10108 1.86512
24.94637 1.87975
24.91192 1.69470
25.00038 1.47469
25.16251 1.52349
25.14604 1.63148
25.14226 1.69087
25.16987 1.85868
25.11995 1.91054
25.10425 1.87285
25.01183 1.87555
25.00576 1.82381
24.89904 1.86100
24.83323 1.84319
24.74415 1.74635
24.53138 1.68246
24.67287 1.58239
25.11128 1.62292
25.21502 1.72265
25.18156 1.72738
25.10488 1.70040
25.13851 1.69292
25.08348 1.79383
24.98282 1.75016
24.66923 1.85375
25.07860 1.69317
25.43197 1.68396
25.50767 1.70051
25.52934 1.64282
25.43676 1.71076
25.20468 1.74194
24.93929 1.76248
24.60355 1.90750
24.74794 1.84901
25.26377 1.75760
25.51902 1.68902
25.48293 1.72670
25.29737 1.78213
25.01969 1.83787
24.82018 1.90646
24.98115 1.81408
25.13001 1.75853
25.29650 1.80956
25.34349 1.78153
25.33059 1.72548
25.31513 1.67402
25.32762 1.63424
25.17269 1.70510
25.08683 1.72075
25.17589 1.68851
25.00430 1.78484
25.00432 1.75259
25.17229 1.72490
25.13679 1.76022
25.07736 1.74411
25.19833 1.75587
25.34807 1.68374
25.37371 1.65961
25.32866 1.58764
25.19489 1.58284
25.23688 1.59784
25.36867 1.70227
25.32140 1.76406
25.16938 1.74902
25.14471 1.74201
25.22465 1.72666
25.28222 1.69641
25.27131 1.74483
25.25028 1.79132
25.20178 1.77691
25.12222 1.74891
24.93935 1.72996
24.95376 1.66603
25.11370 1.69838
25.19482 1.74112
25.26504 1.73545
25.18747 1.74861
25.03682 1.70348
24.81692 1.77675
24.64611 1.70176
24.41129 1.67906
24.41122 1.66735
24.80005 1.60655
25.09329 1.73715
25.05100 1.92967
24.93167 2.15857
24.78298 2.28753
24.83506 2.15432
24.86759 1.97136
24.97467 1.78853
25.15100 1.69381
25.21833 1.64709
25.26987 1.67101
25.23633 1.72484
25.12817 1.69733
24.96716 1.65688
24.99974 1.65665
25.13178 1.75619
25.05636 2.02186
24.83686 2.08231
24.36938 2.36523
24.46957 2.32553
25.02705 1.95409
25.24048 1.79670
25.29860 1.76436
25.18484 1.78617
24.99154 1.77769
24.83877 1.75960
24.77646 1.88737
24.92339 1.83534
24.73304 2.03351
24.66933 2.03456
24.52241 2.18600
24.39985 2.25961
24.00736 2.68050
24.36273 2.41530
24.89768 1.94895
24.82930 2.06446
24.65184 2.05467
24.20999 2.21642
24.29678 2.11881
24.80055 2.00444
25.06826 1.94297
25.10983 1.83742
25.02805 1.76368
25.01686 1.69097
25.20716 1.65708
25.20554 1.74256
25.19748 1.78741
25.33031 1.74382
25.28198 1.81484
25.18153 1.81383
25.01517 1.89353
24.90931 1.86314
24.69546 1.91880
24.68520 1.87193
24.66537 1.74796
24.32143 1.71907
24.44032 1.62116
25.01438 1.57222
25.20036 1.66375
25.17085 1.70473
25.10804 1.78040
25.16807 1.77343
25.14096 1.77511
25.14695 1.78572
25.15702 1.73235
25.15304 1.76869
25.42823 1.61550
25.44579 1.61287
25.43598 1.57345
25.37979 1.61276
25.24123 1.77167
25.03557 1.85380
24.83774 1.98446
25.06099 1.84432
25.42719 1.67428
25.58849 1.66763
25.55083 1.71220
25.36759 1.77484
25.14112 1.83951
25.01423 1.85574
25.11978 1.74562
25.15581 1.82706
25.36056 1.78991
25.46670 1.73214
25.36849 1.66703
25.33248 1.59748
25.28237 1.49190
25.19295 1.58665
25.02303 1.78313
25.13299 1.72712
24.94411 1.77941
24.88966 1.78423
25.09958 1.78818
25.17244 1.78502
25.25406 1.72130
25.32996 1.66333
25.32227 1.63205
25.27441 1.58370
25.21244 1.54457
25.07608 1.60762
25.12261 1.62314
25.38804 1.61765
25.39721 1.63653
25.29711 1.63879
25.23839 1.64550
25.23392 1.60458
25.18932 1.61573
25.20307 1.72787
25.20248 1.82524
25.19253 1.81390
25.14098 1.79245
24.94546 1.72951
24.72661 1.69138
24.93295 1.60044
25.13252 1.65684
25.16028 1.65705
25.13567 1.68858
24.94427 1.79164
24.76325 1.85529
24.54900 1.83196
24.38835 1.78452
24.41375 1.86054
24.64834 1.83692
24.75638 1.88880
24.72049 2.08069
24.43885 2.48432
24.06944 2.86309
24.36084 2.59363
24.91226 2.10248
25.10183 1.90494
25.20100 1.78199
25.24425 1.71730
25.22499 1.71776
25.21267 1.74196
25.11750 1.75479
24.91805 1.79022
25.00739 1.75004
25.16879 1.71200
25.11687 1.86379
24.94465 2.00032
24.67534 2.21614
24.82269 2.05891
25.13117 1.84940
25.15952 1.81486
25.15652 1.77042
25.03783 1.78007
24.96076 1.78566
24.80670 1.88876
24.82820 1.93545
24.98460 1.83996
24.76031 2.07498
24.69033 2.05908
24.63566 2.14487
24.67795 2.21133
24.41154 2.45941
24.59451 2.19087
24.90831 1.94379
24.63100 2.17645
24.35892 2.19432
23.52027 2.65860
23.70442 2.47443
24.62127 2.06247
24.92602 1.98380
24.88897 1.97465
24.96684 1.91726
25.15647 1.84564
25.29489 1.81014
25.29230 1.72679
25.24757 1.76707
25.37814 1.67416
25.35804 1.70594
25.16678 1.74146
25.05154 1.81427
24.85369 1.93205
24.52447 2.07014
24.63075 1.92502
24.63692 1.78644
24.27193 1.91229
24.44404 1.88325
24.93750 1.69937
25.14241 1.68111
25.18205 1.62493
25.20791 1.65244
25.26181 1.74159
25.21324 1.68293
25.19001 1.68915
25.04199 1.66601
24.87318 1.84108
24.76039 1.97199
25.34273 1.59793
25.26615 1.62452
25.17953 1.65330
25.23883 1.68372
25.22706 1.81815
25.19673 1.85501
25.36718 1.72369
25.52393 1.66525
25.60994 1.66138
25.60718 1.68232
25.47546 1.74805
25.35519 1.75385
25.24326 1.78034
25.24199 1.66269
25.32284 1.73005
25.42535 1.71135
25.43325 1.68079
25.24025 1.69623
25.20927 1.61760
25.09607 1.55832
25.15576 1.59640
25.11563 1.78990
25.07323 1.74409
24.81198 1.81260
24.73264 1.83095
24.91748 1.79202
25.05897 1.78620
25.27512 1.72823
25.31822 1.69325
25.19735 1.75725
25.13314 1.74512
25.09890 1.67667
25.01188 1.66154
25.01663 1.62054
25.24549 1.56806
25.21858 1.60537
25.16237 1.62715
25.04667 1.64620
24.98046 1.63059
24.95217 1.67398
24.96612 1.81421
25.02888 1.85986
25.17507 1.78763
25.21459 1.78314
25.00995 1.78971
24.59314 1.94676
24.77105 1.81509
24.99892 1.72261
24.97885 1.75135
24.93787 1.76853
24.87005 1.83391
24.90679 1.85009
24.76073 1.87046
24.63367 1.90120
24.63465 1.91394
24.55630 1.90918
24.39059 1.92408
24.36561 2.05177
24.09021 2.60074
23.66636 3.20484
24.02336 2.91212
24.84600 2.15139
25.12912 1.80087
25.25807 1.73276
25.29403 1.76505
25.22713 1.72650
25.23125 1.65279
25.13947 1.68274
25.03721 1.74500
25.13494 1.72394
25.11756 1.68774
25.14161 1.78630
25.10756 1.89479
25.04341 1.97020
25.12778 1.87462
25.16440 1.86034
25.05699 1.85013
24.87307 1.76579
24.62096 1.78252
24.73485 1.76311
24.81834 1.88760
24.95202 1.93828
25.05519 1.87874
24.98331 1.80270
24.78685 1.83005
24.76351 1.96385
24.97421 2.00196
24.99910 1.97531
24.91698 1.91126
24.95812 1.88429
24.63280 2.23302
24.38882 2.28949
23.59463 2.87146
23.77236 2.64783
24.48199 2.05888
24.69272 1.93821
24.56359 2.19242
24.71184 2.15352
25.12078 1.89469
25.17924 1.83479
25.13484 1.78174
25.14188 1.80137
25.29229 1.70040
25.24333 1.70305
25.00203 1.77105
25.02239 1.78941
24.93707 1.92824
24.63562 2.13244
24.72340 1.93375
24.62522 1.88610
24.39615 1.99505
24.67205 1.90621
25.03656 1.81969
25.19565 1.76087
25.14298 1.66686
25.15125 1.60489
25.21430 1.63386
25.10717 1.68929
25.09551 1.66401
24.88482 1.76796
24.82844 1.83725
24.81136 1.91099
24.83790 1.91510
24.84657 1.97018
24.88001 2.00781
25.15800 1.70289
25.32532 1.70706
25.34337 1.71183
25.39592 1.67959
25.52815 1.63323
25.59253 1.70433
25.61145 1.67534
25.49969 1.69704
25.42602 1.77344
25.35579 1.84337
25.26929 1.81257
25.37503 1.69423
25.46662 1.65243
25.35403 1.63959
25.14435 1.76025
25.14400 1.76230
25.07018 1.69454
25.17829 1.61960
25.15322 1.68736
24.92991 1.79428
24.63816 1.86021
24.51819 1.88125
24.41738 2.04633
24.62008 1.96713
25.19108 1.71342
25.32921 1.72925
25.24314 1.81864
25.17283 1.76556
25.07540 1.67658
24.93724 1.68504
24.88882 1.66644
25.09343 1.61285
25.05014 1.72957
25.04461 1.72257
24.85668 1.68487
24.73655 1.70630
24.79657 1.84179
24.59740 2.12133
24.62491 2.11983
24.97936 1.85976
25.18011 1.74695
25.17437 1.78202
24.92324 1.97062
24.92375 1.93719
24.93373 1.80262
24.90419 1.74534
24.64900 1.88932
24.69898 1.89162
24.96775 1.78904
24.93740 1.72672
24.85654 1.75280
24.64018 1.92748
24.30934 1.96256
23.87049 2.00929
23.80441 2.03594
24.08226 2.39009
24.02312 2.85191
24.30513 2.60725
24.82183 2.02947
