# Imag Gmag-Imag
# F814W F475W-F814W
# Vega apparent mags
# Bulge region extracted by Charlie
24.98455 1.61318
24.89465 1.68270
24.87594 1.70304
24.90117 1.75205
24.85367 1.70141
24.49658 1.77371
24.25435 1.81647
24.39943 1.71396
24.34594 1.73620
24.37400 1.92156
24.05189 2.46254
24.09025 2.51297
24.51844 2.03835
24.50295 1.95397
24.40936 1.94612
24.46074 1.90241
24.73415 1.81581
24.98650 1.69947
24.82686 1.65796
24.88314 1.64585
24.98734 1.64114
24.97980 1.67563
24.92915 1.70779
24.80038 1.73954
24.70294 1.79302
24.55621 2.01574
24.63933 1.99532
24.97233 1.85707
25.10428 1.73211
25.10333 1.63269
25.00934 1.63452
24.94302 1.69160
24.83573 1.66551
24.62036 1.62744
24.61694 1.58163
24.84059 1.66035
24.95816 1.64754
24.90097 1.67435
25.00094 1.66715
25.17946 1.66157
25.19975 1.60499
25.08901 1.59269
25.07649 1.65327
25.15180 1.64074
25.10075 1.64245
24.93157 1.63253
24.83951 1.70823
24.66777 1.91321
24.88572 1.81630
25.00288 1.84271
25.05963 1.81444
24.95995 1.76482
24.93971 1.70764
24.90094 1.75787
25.02675 1.70249
25.12462 1.65745
25.26083 1.62986
25.22237 1.72897
25.14332 1.74423
25.16888 1.77784
24.99208 1.85011
24.66691 1.96312
24.43054 2.15193
24.28592 2.28646
24.62813 1.88558
24.91159 1.76220
24.99100 1.79912
24.93522 1.83810
25.00036 1.70446
24.84844 1.79643
24.60495 1.98681
24.39062 2.30593
24.01008 2.64868
24.20737 2.33235
24.45490 1.99057
24.40296 1.89849
24.53805 1.77720
24.92691 1.81721
25.15189 1.82009
25.14988 1.74631
25.06461 1.71983
25.00933 1.71061
24.85788 1.80810
24.70572 1.90623
24.80086 1.85335
24.97656 1.79802
25.14759 1.70459
25.05511 1.74308
24.97853 1.79016
24.83307 2.03186
24.60330 2.21755
24.52739 2.19381
24.40931 2.20450
24.39108 2.11519
24.36326 2.09899
24.28672 2.10910
24.15619 2.13615
24.31807 2.05168
24.50887 2.01657
24.38180 2.04118
24.02233 2.24552
24.02311 2.26681
24.38494 2.24043
24.49830 2.23342
24.69008 2.13767
24.99320 1.97599
25.07628 1.94875
25.09576 1.83606
24.91425 1.76484
24.81301 1.73457
24.97916 1.67058
25.05390 1.64208
25.06124 1.69139
25.20081 1.65465
25.12445 1.58297
25.09722 1.58553
25.17375 1.66409
24.97755 1.75798
24.63793 1.83336
24.67126 1.78896
24.73811 1.75389
24.67359 1.87800
24.69409 1.95238
24.79834 1.98591
24.76041 2.01564
24.24991 2.32546
23.90485 2.52931
24.55287 2.18344
24.91052 2.07202
24.90100 2.00722
24.30720 2.32874
24.53197 2.13230
25.10419 1.68783
25.14894 1.61530
25.10860 1.55129
25.10419 1.30003
24.81353 1.21929
24.92074 1.30840
24.96403 1.66470
24.83619 1.96805
24.73984 2.19082
24.26127 2.56679
24.19704 2.43314
24.54980 2.11039
24.74514 2.08713
24.54126 2.24664
24.11418 2.52898
24.38041 2.27522
24.81915 1.96755
24.97276 1.80117
25.02259 1.76389
24.87765 1.88754
24.90377 1.79330
24.83864 1.71886
24.81728 1.66644
25.08859 1.61267
25.34315 1.68216
25.44075 1.75031
25.40417 1.78357
25.28421 1.80212
25.19152 1.76968
25.13373 1.73965
24.89157 1.73056
24.72055 1.76023
24.77676 1.67957
24.75614 1.68444
24.79014 1.74744
24.88670 1.82346
24.86294 1.73277
24.43806 1.87684
24.19564 2.01419
24.37061 1.88666
24.30321 1.91556
24.42618 1.95017
24.24052 2.27321
24.25989 2.30869
24.48325 2.01184
24.51691 1.97644
24.52072 1.98084
24.38756 2.08420
24.57711 1.99557
24.90647 1.77082
24.67322 1.81867
24.73843 1.75228
24.86329 1.71630
24.94024 1.75411
25.01141 1.75429
24.85359 1.72910
24.82046 1.68283
24.87041 1.72687
24.91688 1.77255
25.09401 1.72230
25.16190 1.62876
24.92736 1.67272
24.73508 1.69766
24.78623 1.74768
24.64727 1.77111
24.43723 1.81939
24.40934 1.80416
24.69626 1.73382
24.79104 1.70134
24.86637 1.64742
24.95765 1.58578
25.09485 1.57605
25.13265 1.55750
24.98452 1.56976
25.11908 1.57851
25.18464 1.63351
25.12229 1.65153
24.87364 1.67556
24.83816 1.71815
24.72606 1.97638
24.53271 2.09050
24.68002 1.98911
24.95256 1.85066
24.94405 1.83856
25.04651 1.68549
25.07548 1.71496
25.10838 1.72730
25.13461 1.72885
24.97656 1.80690
24.70048 1.96669
24.94753 1.83196
25.19981 1.83333
25.08597 1.89032
24.82892 2.01853
24.45768 2.21479
24.18947 2.35034
24.43728 1.96078
24.74712 1.81315
25.04059 1.71951
25.13175 1.74577
25.11706 1.68319
24.91366 1.77448
24.81502 1.81448
24.79122 2.01297
24.69872 1.97622
24.62308 1.98177
24.44798 2.01823
24.38488 2.03932
24.57508 1.89245
25.00041 1.82317
25.11705 1.80569
24.97247 1.77628
24.87280 1.77109
24.83879 1.82175
24.88367 1.84360
24.80289 1.91634
24.64757 1.98790
24.73915 1.82428
24.90274 1.65378
25.02713 1.62358
25.13502 1.70611
25.11472 1.79712
24.95809 1.89789
24.78000 1.96037
24.64884 2.00882
24.35961 2.16060
24.33950 2.16480
24.00375 2.42418
23.53122 2.64581
23.85968 2.36279
24.21683 2.15621
24.09281 2.19423
23.52617 2.61111
23.41750 2.74082
24.13264 2.44665
24.67337 2.23364
24.95486 2.08933
25.23511 1.91125
25.28151 1.84038
25.19957 1.74603
24.98140 1.72514
24.85677 1.73394
24.96461 1.71829
25.08400 1.68266
25.14277 1.68043
25.19507 1.68175
25.09878 1.67452
25.02889 1.66424
25.10918 1.70711
24.98752 1.72468
24.65966 1.91080
24.66291 1.84588
24.61052 1.77233
24.74058 1.79613
24.83788 1.87014
24.76945 2.02563
24.60758 2.03139
24.06620 2.31692
23.71531 2.62079
24.39199 2.16960
24.97532 1.95822
25.05772 1.94658
24.97674 1.84664
24.99082 1.77370
25.01929 1.68843
25.08116 1.59343
25.01059 1.62394
25.23078 1.50613
25.16309 1.54974
25.13623 1.57969
25.06156 1.70168
24.88206 1.89262
24.90491 1.95500
24.88819 1.90638
24.83449 1.82241
24.85674 1.98839
24.88339 2.11133
24.48039 2.44142
23.97303 2.70169
24.29703 2.29840
24.75422 1.90837
24.99419 1.80489
25.15408 1.73978
25.07072 1.79460
24.99192 1.73655
24.81260 1.72525
24.68068 1.67793
24.89497 1.57551
25.21238 1.56533
25.38822 1.65639
25.38694 1.68486
25.29893 1.66494
25.23837 1.71291
25.16272 1.78073
24.90317 1.92023
24.64617 1.93912
24.65307 1.81406
24.67114 1.71941
24.80620 1.65228
24.98391 1.67788
24.96287 1.69015
24.72997 1.75297
24.66474 1.81229
24.78115 1.82755
24.68462 1.91426
24.67061 1.96118
24.61333 2.00619
24.43769 2.12069
24.26218 2.18899
24.51988 2.04036
24.75187 1.95479
24.69048 2.04750
24.79622 2.00610
25.01623 1.78727
24.87767 1.81100
24.83750 1.76917
24.84767 1.78173
24.98467 1.79910
25.11248 1.71898
24.88205 1.65755
24.65403 1.63599
24.76867 1.68534
24.87446 1.82148
25.08300 1.77810
25.13125 1.69476
24.83726 1.79006
24.67241 1.86873
24.84339 1.82596
24.65767 1.86775
24.53996 1.86856
24.52187 1.91396
24.72919 1.77346
24.70938 1.73883
24.72416 1.68718
24.71223 1.68978
24.91552 1.60148
25.01848 1.53625
24.95025 1.60333
25.10685 1.58935
25.17424 1.63607
25.17752 1.66809
24.90908 1.86677
24.76312 2.01298
24.62013 2.16188
23.93642 2.53421
24.03557 2.36809
24.66386 1.96852
24.88325 1.83963
25.03289 1.68299
25.15216 1.68773
25.18671 1.72479
25.19312 1.72197
25.09585 1.69837
24.93689 1.87298
25.03730 1.84053
24.97822 1.80303
24.72190 1.78423
24.29060 2.03228
24.38921 1.99061
24.72688 2.00750
24.53414 2.07671
24.62761 1.93434
24.80580 1.82108
25.04927 1.65684
25.14587 1.68459
25.15711 1.65874
25.03153 1.74664
25.02093 1.75730
25.03012 1.87695
24.89654 1.89861
24.78059 1.84846
24.64719 1.89654
24.67328 1.96193
24.79132 1.83968
24.98183 1.80806
24.96309 1.79030
24.77107 1.84272
24.68047 1.80004
24.75070 1.82204
24.87313 1.82615
24.85993 1.87695
24.68190 2.01467
24.57240 1.91364
24.55735 1.89230
24.84915 1.78133
25.14514 1.76132
25.20407 1.79297
25.15565 1.77569
24.93259 1.88773
24.82739 1.91406
24.52465 2.16399
24.43285 2.23534
24.05650 2.54933
23.57676 2.88988
23.91675 2.49743
24.20000 2.20424
24.12007 2.16912
23.64465 2.61456
23.51114 2.91997
24.29789 2.42533
24.89145 2.00170
25.16500 1.86081
25.34708 1.79058
25.34724 1.76308
25.14972 1.77693
24.89480 1.70594
24.80522 1.63960
24.95955 1.64483
25.02100 1.70876
25.16408 1.70089
25.27362 1.70592
25.21401 1.65039
25.09353 1.66781
25.05258 1.66193
24.98635 1.65088
24.83906 1.75219
24.83284 1.80643
24.64918 1.98430
24.80632 1.96878
24.91932 1.89742
24.76566 1.98164
24.57508 2.05214
24.29973 2.19020
24.15228 2.29345
24.55993 2.09691
25.07108 1.95153
25.20752 1.86218
25.08981 1.74483
24.86094 1.82611
24.87510 1.80917
25.06227 1.71953
25.07099 1.77515
25.28809 1.67704
25.30025 1.65876
25.19672 1.67664
25.10590 1.65089
24.87255 1.84042
24.96621 1.83904
24.95685 1.82256
24.84487 1.79623
24.98463 1.81498
24.99493 1.98292
24.63009 2.28262
24.10092 2.53649
24.29686 2.20517
24.65533 1.88415
24.98594 1.80918
25.20246 1.74758
25.17363 1.77299
25.00761 1.81874
24.81358 1.81387
24.60153 1.75941
24.69641 1.71807
25.02948 1.65240
25.27482 1.66680
25.27485 1.67750
25.18103 1.67722
25.19668 1.66779
25.24238 1.70958
25.09541 1.86785
24.84367 1.94628
24.78179 1.88470
24.69713 1.82184
24.72483 1.73385
24.93062 1.62379
25.04795 1.63110
24.95529 1.67437
24.93068 1.69605
24.99820 1.72312
24.98324 1.74243
24.93997 1.83621
24.86521 1.92226
24.59457 2.15445
24.45002 2.23148
24.80775 1.96205
25.04246 1.85513
25.11536 1.86626
25.15564 1.83835
25.14026 1.76031
25.06416 1.69607
24.90890 1.69567
24.91897 1.71044
25.06552 1.72760
25.11363 1.70126
24.90216 1.73410
24.61687 1.86765
24.70917 1.85796
24.89985 1.81093
25.11270 1.74378
25.12166 1.75331
24.97078 1.74834
24.89419 1.76852
25.03669 1.74200
24.88717 1.85332
24.80099 1.82129
24.78817 1.78448
24.79664 1.69435
24.71727 1.72877
24.67947 1.79501
24.66898 1.80201
24.79729 1.67062
24.88343 1.59308
24.97444 1.55416
25.06697 1.56765
25.14786 1.59313
25.19901 1.65250
25.01471 1.82692
24.76851 2.11989
24.56342 2.21553
23.71764 2.75106
23.72574 2.61779
24.42223 2.07957
24.73655 1.92609
24.82492 1.72633
25.06070 1.61577
25.18388 1.70196
25.22259 1.68156
25.07626 1.70761
25.12543 1.67424
25.16392 1.64317
24.94271 1.78968
24.71753 1.89773
24.33423 2.27689
24.43598 2.20632
24.92808 1.87255
25.05483 1.68838
25.17662 1.71389
24.98377 1.67053
25.01620 1.62438
25.00070 1.66836
25.03785 1.64094
25.04493 1.67335
25.13271 1.71027
25.18093 1.74598
25.03635 1.78071
24.88355 1.83182
24.94391 1.83636
25.00358 1.80549
24.90373 1.80041
24.90646 1.81521
24.72515 1.90943
24.56921 1.95998
24.47632 1.94579
24.60667 1.84209
24.81611 1.84880
24.86008 1.82634
24.69994 1.90617
24.49539 1.93076
24.53751 2.01862
24.84898 1.90077
25.15087 1.75495
25.27577 1.69159
25.21516 1.66416
25.07027 1.75061
25.06071 1.81706
24.91680 1.93327
24.74788 2.03872
24.62262 2.16091
24.38517 2.33750
24.44775 2.11860
24.28125 2.02956
24.12640 1.97114
24.22667 1.93682
24.26776 2.26399
24.68097 2.05483
24.87320 1.86392
25.15338 1.74107
25.32471 1.70667
25.26637 1.73924
25.07681 1.76996
24.80828 1.75600
24.60261 1.70476
24.80102 1.64119
24.92822 1.82332
25.18973 1.82023
25.33836 1.76185
25.26149 1.69685
25.13518 1.66643
25.01599 1.67280
24.98960 1.66867
25.00111 1.69876
25.06328 1.72590
24.98665 1.87015
25.02752 1.94071
24.85362 1.97327
24.52640 2.10581
24.65018 2.02245
24.68094 2.00705
24.72235 1.94189
24.97189 1.90896
25.26185 1.80271
25.30695 1.77633
25.06400 1.89495
24.83390 1.99878
25.02832 1.81696
25.25364 1.70907
25.31736 1.69200
25.31762 1.64501
25.23083 1.64312
25.16960 1.59884
25.01806 1.65389
24.89337 1.71670
25.05498 1.78350
25.01248 1.84842
24.91668 1.89768
25.05540 1.82075
25.03768 1.88728
24.93321 1.95231
24.63838 2.13971
24.61901 2.03774
24.79846 1.91414
25.08473 1.81320
25.21568 1.76965
25.20738 1.75827
25.03142 1.80706
24.89293 1.82784
24.74453 1.86710
24.75621 1.89503
24.99067 1.79918
25.22926 1.66678
25.19932 1.63945
25.12374 1.72023
25.20422 1.73823
25.31182 1.66170
25.26864 1.74633
25.14680 1.80078
25.04667 1.76533
24.93219 1.77521
24.86185 1.77209
24.93164 1.70089
25.11777 1.64194
25.10139 1.65785
25.03329 1.70304
25.08265 1.67549
25.04138 1.63401
25.03352 1.66095
25.01410 1.71711
24.91813 1.77184
24.93035 1.85928
25.01962 1.86732
25.14722 1.81282
25.27341 1.75961
25.31573 1.72859
25.26957 1.71812
25.15430 1.65554
24.99929 1.72015
25.01271 1.74474
25.12542 1.67236
25.11249 1.64938
24.97488 1.71172
24.85355 1.85435
24.83100 1.84983
24.92073 1.78851
25.03357 1.67031
25.08434 1.74741
25.05972 1.76063
25.08765 1.65288
25.15382 1.60110
25.03362 1.70416
24.92073 1.78955
24.71749 1.84366
24.64635 1.80164
24.66455 1.79169
24.79679 1.69686
24.87961 1.58436
24.80020 1.60440
24.82117 1.67100
24.92794 1.66100
25.00321 1.71253
25.07348 1.68490
25.06964 1.67660
24.95552 1.78428
24.75086 1.98323
24.68889 2.03495
24.19117 2.44481
24.13739 2.42856
24.43487 2.25433
24.53587 2.21930
24.61743 1.93968
24.88371 1.68368
25.14770 1.63608
25.23286 1.64425
25.11302 1.71178
25.13750 1.63843
25.14637 1.66416
25.00543 1.78894
24.88311 1.90949
24.77422 2.06481
24.85717 1.97152
25.02123 1.71103
24.98775 1.67979
25.11944 1.63101
25.25452 1.62979
25.24845 1.68724
25.23589 1.66118
24.89648 1.73220
24.98943 1.71313
25.05892 1.66816
25.11361 1.66150
25.02159 1.70716
24.95373 1.77354
25.11415 1.77948
25.18161 1.77899
25.02593 1.86053
24.91787 1.87805
24.50983 2.14834
24.45036 2.07438
24.50680 2.08539
24.63112 1.93645
24.83777 1.88166
24.87251 1.83870
24.60159 1.97400
24.42259 2.00503
24.69156 1.91489
24.94752 1.77025
25.08151 1.68500
25.17220 1.67381
25.07743 1.69017
25.07615 1.67092
25.17734 1.76069
25.13365 1.76635
24.94899 1.82783
24.84864 1.88655
24.74312 1.93868
24.62171 1.90688
24.22426 2.09281
23.97502 2.10756
24.17975 1.86357
24.64301 1.72503
24.83528 1.89576
24.92273 1.90225
25.13776 1.75722
25.21573 1.71010
25.13688 1.70221
24.92443 1.77769
24.70816 1.78560
24.53383 1.78628
24.73403 1.70553
25.04463 1.79178
25.26883 1.70259
25.30978 1.68809
25.15067 1.67485
25.09028 1.63030
25.00684 1.60076
24.96589 1.46711
25.05074 1.47970
25.18825 1.62561
25.22441 1.74205
25.14393 1.86879
24.80681 2.07700
24.43851 2.24324
24.72455 1.93917
24.80804 1.83344
24.92146 1.76310
25.20699 1.72013
25.34367 1.67366
25.30254 1.70373
25.21746 1.85143
25.14272 1.90426
25.25031 1.71296
25.29778 1.61437
25.31610 1.62728
25.18181 1.64280
25.08197 1.63926
25.05248 1.52399
24.88559 1.68175
24.83458 1.82009
25.03070 1.80437
24.88418 1.93912
24.79037 1.96567
24.98479 1.86870
25.08294 1.83453
25.09952 1.75837
25.04465 1.83453
24.97997 1.89693
25.09088 1.78790
25.21938 1.69454
25.21051 1.70618
25.15355 1.70248
24.95145 1.81997
24.89722 1.84479
24.95086 1.78233
24.94443 1.77764
25.02355 1.72132
25.16116 1.65288
25.01705 1.63936
24.98023 1.64403
25.12544 1.73943
25.22673 1.72121
25.25278 1.72745
25.20160 1.74198
25.07808 1.71441
24.99516 1.73874
24.99523 1.67385
24.98395 1.63635
25.13213 1.62249
25.18267 1.68768
25.11797 1.71748
25.10326 1.64332
24.92001 1.62165
24.88380 1.63343
24.98171 1.69239
24.87449 1.76219
24.84030 1.82143
24.71316 1.99334
25.02300 1.83321
25.24429 1.68557
25.28949 1.69148
25.29937 1.64140
25.16701 1.64322
25.10230 1.64501
25.01901 1.68670
25.06901 1.56422
24.97856 1.55635
24.86002 1.60022
24.97297 1.68008
24.86116 1.79576
24.80287 1.79734
24.78700 1.85173
24.88854 1.85027
25.06172 1.79051
25.16312 1.73795
25.10935 1.67889
24.88893 1.80136
24.82299 1.85850
24.41024 2.08985
24.32474 2.08511
24.45779 2.01157
24.66248 1.78129
24.84101 1.56454
24.76822 1.60344
24.92111 1.67675
25.03747 1.68339
25.06865 1.72563
25.06206 1.72843
24.95604 1.77534
24.81254 1.84366
24.67705 1.87463
24.76058 1.88909
24.73140 1.97749
24.73744 2.11206
24.49117 2.48351
24.33494 2.63370
24.62268 2.18500
24.90688 1.81884
25.14389 1.66587
25.21122 1.67517
25.15416 1.61170
25.11575 1.61631
25.08252 1.67259
24.95889 1.75546
24.83770 1.77043
24.91837 1.79248
25.03978 1.76403
24.97602 1.63362
24.88838 1.59295
24.98082 1.55769
25.08114 1.55761
25.13147 1.60573
25.14221 1.68734
25.07428 1.71152
25.09373 1.78888
25.10861 1.78646
24.84231 1.81512
24.93778 1.69253
24.95159 1.73128
25.01547 1.76194
25.19822 1.77533
25.27499 1.78262
25.14839 1.84852
25.03234 1.85131
24.64846 2.21817
24.64958 2.22710
24.89170 1.97982
24.95405 1.82139
24.98329 1.81181
24.96138 1.80384
24.68152 2.06308
24.47959 2.17116
24.63479 1.97758
24.71629 1.80913
24.86586 1.66652
25.08779 1.69716
25.07369 1.73980
25.09772 1.74383
25.19939 1.68276
25.15682 1.66263
24.98211 1.74898
24.83474 1.79874
24.66654 1.87849
24.41687 1.88106
24.24677 1.98428
24.15749 2.04585
24.16483 1.93336
24.50817 1.76120
24.97190 1.75318
25.13619 1.84778
25.15629 1.77975
25.11146 1.71354
25.02252 1.66061
24.70032 1.85716
24.53698 1.89844
24.60802 1.80011
24.78818 1.79853
25.17832 1.64192
25.28574 1.59915
25.24580 1.65026
25.05720 1.75042
24.99466 1.68947
24.90139 1.57363
24.74488 1.52095
24.89156 1.47848
25.16065 1.60277
25.25989 1.69717
25.16217 1.77586
25.00174 1.86743
24.72227 1.99884
24.63813 1.89099
24.61656 1.88453
24.87689 1.83331
25.21051 1.78287
25.27737 1.71120
25.15935 1.73359
25.25495 1.71140
25.31757 1.69282
25.23187 1.67437
25.20260 1.59876
25.22115 1.65062
25.01786 1.77423
24.95044 1.71390
24.87959 1.67601
24.97455 1.69464
24.96419 1.88420
25.01616 1.84656
24.59106 2.15676
24.41114 2.22817
24.76010 1.93361
25.02455 1.65333
25.05320 1.64034
25.10875 1.64243
25.17029 1.67470
25.21571 1.65786
25.13595 1.67842
25.06931 1.68817
25.02713 1.71268
24.85033 1.83610
24.82093 1.84448
24.83962 1.72618
24.82894 1.70736
24.90111 1.67644
24.98673 1.68228
24.82554 1.82208
24.75254 1.92715
24.85169 1.89166
24.94262 1.82975
25.04948 1.71328
25.09442 1.68359
25.04334 1.67023
24.97196 1.75310
24.96549 1.66233
24.94312 1.67544
25.09660 1.67360
25.19469 1.66404
25.12289 1.69770
25.03168 1.61118
24.69236 1.72842
24.64351 1.73482
24.95929 1.68678
24.90919 1.78402
24.63441 1.92043
24.43268 2.09281
24.85757 1.91217
25.16739 1.72303
25.14637 1.68850
25.15135 1.65169
25.03842 1.73798
25.03408 1.70290
24.84254 1.72799
24.82319 1.59826
24.74801 1.63566
24.66459 1.66466
24.93701 1.66975
24.76775 1.88242
24.69937 1.89186
24.60319 2.09157
24.67840 2.01609
25.01079 1.79567
25.13687 1.65357
25.02177 1.69038
24.78142 1.87278
24.69414 2.01279
24.11631 2.48609
23.96879 2.56353
24.40896 2.25613
24.68681 1.96243
24.80795 1.73075
24.78601 1.72460
24.99246 1.74571
25.00674 1.81195
24.99615 1.77001
25.02937 1.67202
24.96121 1.69478
24.93777 1.76236
24.88931 1.90402
24.97424 1.85829
24.96481 1.96223
25.05331 1.97546
24.71740 2.35142
24.52921 2.54475
24.85356 2.11289
25.06951 1.79059
25.19765 1.67047
25.18488 1.66501
24.97507 1.70483
24.88794 1.71608
24.92789 1.72892
24.66627 1.86314
24.37603 1.88236
24.67028 1.79539
24.93288 1.76837
24.79758 1.69915
24.65932 1.70090
24.74442 1.67961
24.83562 1.63145
24.91567 1.61729
24.91306 1.67580
24.94429 1.66495
25.07083 1.74402
25.05651 1.78569
24.82520 1.86570
24.45617 2.01664
24.36234 2.18244
24.70569 2.06041
25.18920 1.73859
25.29127 1.69270
25.17701 1.78742
25.08474 1.82356
25.01256 1.89282
25.01048 1.92037
25.14087 1.83908
25.11010 1.80532
25.02762 1.79010
25.04195 1.82808
24.99087 1.93136
24.84870 2.06396
24.61004 2.09522
24.44739 2.06138
24.69601 1.88037
25.11080 1.70246
25.23446 1.70091
25.20924 1.72909
25.13177 1.71726
25.06748 1.69255
24.96342 1.78548
24.83066 1.87499
24.61915 1.92994
24.08686 2.06703
24.09466 1.99870
24.41491 1.86559
24.32136 1.87368
24.41309 1.78871
24.85321 1.73316
25.21306 1.69724
25.21700 1.73794
25.09504 1.75029
24.97691 1.75556
24.72241 1.93784
24.58183 1.99251
24.70019 1.78411
24.89531 1.75173
25.16624 1.67886
25.25661 1.63293
25.25699 1.63926
25.14151 1.77032
25.04242 1.71458
24.87834 1.66005
24.62232 1.69938
24.81339 1.63652
25.11537 1.58580
25.22363 1.61784
25.06453 1.74429
24.97986 1.80778
24.73990 1.94778
24.41161 2.03711
24.55357 1.93993
24.90080 1.86316
25.18951 1.79008
25.19931 1.71189
24.92954 1.85613
25.05432 1.81738
25.24392 1.73788
25.11214 1.69912
25.06459 1.66062
25.14375 1.67021
25.05958 1.78264
25.01236 1.72149
24.93437 1.76956
25.09678 1.71003
25.06548 1.83637
24.94149 1.87196
24.65630 2.14941
24.53041 2.27530
24.77373 1.91745
24.79604 1.65882
24.85455 1.64173
24.99991 1.62402
25.14795 1.57383
25.11602 1.59905
24.96757 1.69820
24.92759 1.74290
24.89419 1.79981
24.67531 1.83854
24.62912 1.81165
24.58210 1.80106
24.57954 1.81766
24.71057 1.80185
24.79986 1.79461
24.82573 1.86881
24.63950 2.08306
24.35232 2.19664
24.40110 2.05050
24.64354 1.79335
24.72468 1.69435
24.86329 1.57766
24.97710 1.60902
24.92690 1.64546
24.89659 1.69857
25.09796 1.63694
25.15504 1.60668
25.10429 1.63451
25.01776 1.65996
24.70079 1.84623
24.63613 1.84879
24.91966 1.65967
24.92703 1.73000
24.66730 1.88558
24.59780 1.93142
24.94837 1.84320
25.13134 1.70194
25.02526 1.74956
25.04226 1.72913
24.97053 1.80251
24.89485 1.80213
24.52928 1.88273
24.46000 1.75276
24.66452 1.71279
24.69223 1.80432
24.96914 1.71781
24.78692 1.87713
24.67220 1.90413
24.64299 2.05333
24.70554 2.03551
24.91593 1.74777
24.94506 1.60751
24.92534 1.70171
24.77498 1.94355
24.66317 2.07612
24.04031 2.70008
23.82355 2.90738
24.51915 2.31558
24.89769 1.88406
24.87210 1.76609
24.86040 1.75132
25.05246 1.71739
25.00587 1.77657
24.92128 1.69223
24.75619 1.62528
24.75174 1.62587
25.03911 1.67250
25.19174 1.74543
25.27437 1.70943
25.28335 1.79769
25.27182 1.78245
25.16180 1.87102
25.08230 1.99025
25.15906 1.85742
25.20850 1.69615
25.21194 1.71065
25.13517 1.71389
24.88103 1.81844
24.76938 1.90974
24.85286 1.88510
24.56136 2.07144
24.15828 2.19802
24.53212 1.96526
24.87068 1.80293
24.69959 1.83322
24.41808 1.88988
24.52814 1.90510
24.75817 1.83342
24.75324 1.80786
24.65213 1.81421
24.60930 1.90361
24.79376 1.85080
24.94970 1.82214
24.75196 1.89630
24.27694 2.13821
24.01341 2.43511
24.40301 2.23633
24.87990 1.82787
24.78175 1.82890
24.48481 1.94038
24.91847 1.77233
24.88624 1.84326
24.88721 1.85300
25.03172 1.85372
25.10502 1.83095
25.08726 1.78971
25.17519 1.77571
25.20719 1.83257
25.09757 1.87174
24.78416 2.04487
24.63164 2.09362
24.88581 1.91629
25.12407 1.70536
25.23946 1.65657
25.23254 1.74352
25.03910 1.83675
24.97761 1.77991
25.05758 1.81779
24.94488 1.91161
24.77999 1.87192
24.26664 2.13720
24.25653 2.09716
24.50880 1.87499
24.40121 1.84584
24.27298 1.91025
24.63139 1.84701
25.16219 1.64885
25.26936 1.66534
25.20611 1.66733
25.10574 1.72659
25.00571 1.78243
24.81234 1.84615
24.70721 1.77751
24.93228 1.66240
25.09244 1.70304
25.15891 1.65750
25.22456 1.57346
25.19696 1.73510
25.11525 1.72803
24.90069 1.67362
24.58467 1.72686
24.71413 1.61188
24.91518 1.50805
25.09895 1.54662
25.03233 1.75502
24.96888 1.86565
24.79003 2.00254
24.52034 2.16925
24.59759 2.04575
24.80084 1.93450
25.04164 1.81351
25.11359 1.76095
24.97434 1.92080
25.05531 1.87020
25.17474 1.82920
25.05427 1.76838
25.04805 1.71064
25.16183 1.68186
25.16330 1.64777
25.13745 1.64900
25.14151 1.72799
25.17272 1.76279
25.08216 1.80693
24.78034 1.95109
24.82701 1.90935
24.96389 1.92270
24.97089 1.85637
24.76804 1.82686
24.87107 1.75167
25.00538 1.72611
25.07580 1.66164
25.02720 1.70766
24.92948 1.79021
24.93234 1.80729
24.87835 1.85718
24.57471 1.99676
24.48832 1.92267
24.50526 1.87240
24.58332 1.88744
24.71575 1.80072
24.72679 1.79102
24.82274 1.82110
24.59699 2.13253
24.10789 2.43030
24.13468 2.31480
24.44292 1.96387
24.36713 1.88152
24.47861 1.78303
24.81487 1.65019
24.84999 1.67899
24.81552 1.75291
25.02668 1.67602
25.05751 1.63424
24.98073 1.66858
25.06008 1.68817
24.97748 1.73034
24.85975 1.74546
24.82992 1.73390
24.97748 1.68159
24.89162 1.81392
24.92933 1.85160
25.10241 1.75499
25.08910 1.69753
25.02702 1.71376
25.01981 1.74742
24.89227 1.87818
24.74429 1.98647
24.31343 2.21482
24.32838 2.09647
24.74079 1.76309
24.86431 1.67517
25.01113 1.65619
24.80389 1.84666
24.62068 1.94689
24.71899 1.94412
24.80166 1.87443
24.76180 1.77053
24.75833 1.77472
24.92740 1.83702
24.86285 1.98251
24.72487 2.01575
24.37998 2.32126
24.24839 2.49498
24.72880 2.13403
24.88042 1.86068
24.78279 1.77407
24.81318 1.70093
24.99789 1.65372
25.02348 1.76396
24.83305 1.71610
24.46246 1.79415
24.50768 1.82798
24.95548 1.76456
25.19324 1.72924
25.28384 1.70215
25.32843 1.63684
25.30335 1.67418
25.33673 1.68217
25.32500 1.69642
25.26713 1.65019
25.27166 1.62380
25.17998 1.77924
25.05165 1.79331
24.79926 1.74625
24.74166 1.76686
24.87758 1.87452
24.80835 1.94871
24.47325 2.07933
24.61967 1.92522
24.84670 1.84742
24.74718 1.88949
24.33144 2.01251
24.44838 1.97837
24.89384 1.90373
24.81660 1.98762
24.67023 2.03343
24.56631 2.13882
24.69896 2.03517
24.91503 1.84298
24.77354 1.85400
24.44684 2.06588
